Date,BLD,CACI,CHDN,CLH,CSL,EME,EVR,EXP,GPK,HQY,KRG,LII,MANH,OC,POST,RPM,SAIA,SAM,TOL,UTHR,VMI,WLK
2022-12-23 05:00:00,158.2,299.28,105.515,114.78,237.89,149.85,109.55,133.46,22.18,61.62,20.97,243.07,119.95,88.23,91.11,99.81,214.35,336.02,50.8,278.82,335.14,105.1
2022-12-27 05:00:00,155.76,302.92,105.07,114.99,238.21,150.08,110.09,134.13,22.42,61.66,21.17,242.93,120.1,87.92,91.53,99.5,211.44,333.4,50.58,273.75,338.0,105.79
2022-12-28 05:00:00,151.87,297.97,103.74,113.14,235.84,147.6,108.92,131.94,22.01,61.45,20.69,239.49,118.04,84.82,90.34,97.99,208.19,328.26,49.38,273.36,332.3,103.27
2022-12-29 05:00:00,158.41,300.59,105.635,115.09,237.53,149.12,110.66,133.97,22.34,61.01,21.02,242.07,121.65,87.0,90.23,98.14,213.92,334.91,50.41,275.99,333.78,103.03
2022-12-30 05:00:00,156.49,300.59,105.715,114.12,235.65,148.11,109.08,132.85,22.25,61.64,21.05,239.23,121.4,85.3,90.26,97.45,209.68,329.52,49.92,278.09,330.67,102.54
2023-01-03 05:00:00,157.92,307.99,105.125,113.74,234.29,148.31,112.02,134.87,21.73,60.7,21.33,241.32,121.0,86.28,89.96,97.85,208.61,322.63,50.58,273.32,324.2,99.03
2023-01-04 05:00:00,161.71,308.0,107.88,113.29,238.24,145.44,114.27,138.23,21.93,60.37,21.77,242.31,120.57,89.25,92.26,98.02,210.86,327.72,51.87,272.83,321.49,100.16
2023-01-05 05:00:00,161.37,308.34,107.38,111.02,229.89,142.4,115.79,137.51,22.09,61.07,21.02,234.75,115.18,88.36,93.71,85.17,210.56,324.52,52.14,274.12,317.29,101.98
2023-01-06 05:00:00,165.88,314.61,108.72,115.05,236.63,147.64,120.39,143.05,22.82,60.51,20.82,243.21,118.61,89.8,95.47,86.58,222.75,328.7,53.11,276.17,325.8,108.4
2023-01-09 05:00:00,167.51,297.16,109.26,117.16,237.64,145.04,121.85,139.94,22.4,57.93,20.42,245.18,119.77,90.09,94.49,87.01,227.41,322.62,53.39,264.97,322.39,109.14
2023-01-10 05:00:00,168.18,295.25,109.77,116.2,238.85,147.05,125.09,139.69,22.24,57.48,20.01,248.36,119.52,89.69,94.56,86.81,232.13,332.2,53.91,263.41,326.18,110.77
2023-01-11 05:00:00,179.31,295.78,109.87,119.71,246.24,147.79,126.41,143.39,22.05,56.71,20.63,254.24,121.49,91.29,93.92,88.94,236.64,344.58,55.45,263.79,329.03,111.76
2023-01-12 05:00:00,178.49,293.09,111.605,118.64,241.93,151.85,128.16,142.35,22.55,58.42,21.46,252.61,121.7,91.34,93.55,87.37,240.0,349.95,56.01,261.56,338.02,114.47
2023-01-13 05:00:00,186.29,293.56,112.2,121.38,239.43,152.69,126.72,144.19,22.43,59.87,20.79,253.08,122.4,91.63,93.97,87.06,242.09,357.66,56.13,261.04,338.09,114.39
2023-01-17 05:00:00,186.11,291.37,113.785,122.5,238.17,148.4,126.42,142.34,22.23,60.55,21.02,252.72,123.23,90.5,94.94,86.78,238.26,359.35,56.09,261.1,333.96,112.25
2023-01-18 05:00:00,188.28,287.13,115.0,121.99,237.01,147.23,123.84,141.44,22.29,58.66,20.59,242.0,122.4,90.96,92.36,85.66,242.94,348.14,56.3,259.56,330.1,111.43
2023-01-19 05:00:00,181.83,284.8,116.855,121.58,233.92,144.03,123.12,137.49,22.15,58.04,20.26,233.14,120.72,86.69,90.96,83.67,240.46,348.57,55.09,260.02,319.07,110.56
2023-01-20 05:00:00,187.37,285.99,121.56,124.81,235.9,145.32,124.99,140.43,22.56,57.41,20.54,239.66,122.65,88.41,90.69,86.84,248.92,354.83,55.86,261.7,326.09,113.91
2023-01-23 05:00:00,192.25,285.98,121.15,128.2,240.29,144.38,126.04,142.18,22.7,56.64,20.94,244.68,125.13,89.74,89.78,87.14,261.02,364.76,56.04,258.84,322.91,114.79
2023-01-24 05:00:00,192.82,288.91,123.06,128.36,240.32,146.55,125.1,143.19,22.92,57.13,21.07,249.5,124.1,89.71,89.69,87.74,258.67,378.81,56.36,260.42,325.5,114.12
2023-01-25 05:00:00,190.24,291.5,122.76,129.43,240.74,146.22,125.66,144.73,23.42,58.93,20.99,247.73,123.81,91.86,90.32,88.04,257.58,381.9,56.63,265.92,328.73,116.25
2023-01-26 05:00:00,194.38,303.81,124.32,127.72,243.16,146.35,127.51,139.04,23.78,59.21,21.03,248.24,126.36,91.69,91.29,87.47,255.82,389.92,57.16,264.23,328.7,117.16
2023-01-27 05:00:00,197.4,295.09,124.235,127.39,248.47,146.58,127.76,141.11,23.76,60.31,21.57,249.14,127.68,92.11,91.07,87.99,272.75,392.29,57.39,259.68,325.61,120.69
2023-01-30 05:00:00,189.43,301.95,122.155,128.27,244.67,145.45,127.0,141.53,23.17,59.26,21.17,245.17,126.75,91.59,92.41,87.7,264.41,377.47,56.49,258.71,319.53,119.45
2023-01-31 05:00:00,200.06,308.09,124.05,130.3,250.86,148.25,129.81,146.08,24.09,60.85,21.7,260.62,130.36,96.65,94.95,89.91,272.78,388.61,59.49,263.17,329.73,122.75
2023-02-01 05:00:00,204.35,305.39,124.75,130.59,255.56,149.08,131.78,148.08,23.76,58.99,22.01,268.16,136.43,99.11,95.16,90.84,295.64,401.73,60.26,259.99,330.99,124.15
2023-02-02 05:00:00,211.02,303.72,123.7,130.89,257.29,149.58,132.69,151.16,23.82,58.9,22.54,278.78,138.73,102.97,94.06,92.37,287.61,417.0,61.72,259.48,322.97,124.58
2023-02-03 05:00:00,205.5,304.72,125.495,131.91,250.48,148.64,134.23,148.64,23.66,60.04,22.29,274.79,149.81,101.0,95.35,91.39,286.36,402.99,60.74,252.8,323.67,124.94
2023-02-06 05:00:00,198.32,302.93,124.25,131.16,246.73,147.41,133.95,147.28,23.66,60.75,22.18,268.41,144.77,99.61,95.52,90.83,293.67,395.07,59.53,255.24,319.71,122.86
2023-02-07 05:00:00,199.9,303.55,126.065,132.65,250.68,148.13,133.12,149.9,22.14,62.42,22.21,263.35,146.03,99.83,94.44,90.36,296.03,377.12,60.07,255.65,321.49,123.64
2023-02-08 05:00:00,197.66,299.85,124.27,133.75,251.24,147.61,131.66,146.97,23.13,62.19,21.88,263.08,144.39,98.07,93.62,89.0,290.52,369.94,58.49,252.77,320.14,121.51
2023-02-09 05:00:00,196.72,296.57,122.33,132.98,253.68,145.15,129.8,144.31,23.2,60.33,21.64,262.67,143.61,97.8,89.68,88.23,277.23,364.67,58.31,253.24,318.07,120.61
2023-02-10 05:00:00,194.79,301.58,121.625,134.14,255.64,145.87,130.76,143.79,23.51,62.95,21.88,259.68,143.01,98.46,91.73,87.12,272.0,359.98,58.76,255.11,317.26,122.76
2023-02-13 05:00:00,199.53,301.85,122.385,134.27,257.35,147.26,135.42,145.05,23.52,63.13,22.14,265.77,145.77,101.8,91.23,88.57,275.0,375.0,59.78,256.0,323.55,124.98
2023-02-14 05:00:00,200.4,296.64,123.25,133.34,257.03,147.01,136.17,144.25,23.58,63.6,22.2,264.37,145.52,103.41,89.97,89.1,277.88,385.65,59.49,253.14,323.59,124.19
2023-02-15 05:00:00,202.53,298.43,124.905,133.41,260.79,148.64,133.52,146.33,23.75,65.69,22.6,266.06,148.19,103.5,90.0,89.19,281.44,392.91,59.52,253.36,323.11,123.55
2023-02-16 05:00:00,200.67,303.96,123.45,134.81,259.85,148.76,130.56,143.51,23.67,66.1,22.73,266.85,145.51,101.68,90.49,87.78,277.32,335.01,58.9,251.45,325.82,123.95
2023-02-17 05:00:00,198.91,304.0,122.94,134.73,266.19,151.19,130.74,143.81,23.52,66.07,22.46,269.37,145.31,99.93,91.98,88.07,282.86,329.04,57.2,255.76,325.93,122.51
2023-02-21 05:00:00,191.25,300.94,121.085,133.31,259.73,146.48,126.34,137.64,23.09,65.65,21.46,254.3,143.04,97.31,91.6,85.57,272.7,324.78,55.77,255.25,319.55,114.62
2023-02-22 05:00:00,198.0,300.1,121.345,134.68,256.97,146.54,126.1,139.55,22.97,65.3,21.46,253.67,142.7,97.37,92.35,86.97,274.59,334.09,57.46,243.75,318.78,118.61
2023-02-23 05:00:00,205.21,297.1,121.91,133.48,256.69,162.12,126.72,139.85,23.56,65.27,21.8,254.8,144.77,98.15,92.98,86.81,276.91,336.03,58.88,248.36,298.29,120.06
2023-02-24 05:00:00,206.17,297.33,121.555,132.17,257.51,165.52,126.56,138.76,23.72,64.67,21.74,251.12,143.37,97.84,91.72,87.31,270.37,332.03,58.33,249.76,310.84,121.37
2023-02-27 05:00:00,208.94,295.23,121.905,133.09,259.02,166.04,129.8,139.85,23.8,65.2,21.66,253.03,144.47,98.07,91.35,88.37,270.63,328.2,59.18,246.93,310.51,120.72
2023-02-28 05:00:00,207.59,293.0,122.89,132.07,258.22,167.22,131.18,140.32,23.8,65.17,21.72,254.83,143.75,97.79,89.96,88.63,270.87,323.8,59.94,246.04,317.33,119.14
2023-03-01 05:00:00,205.98,293.94,122.79,133.31,257.94,166.99,131.11,143.29,24.38,65.39,21.68,252.23,143.87,98.42,89.68,88.95,272.42,318.59,58.97,244.89,324.94,121.7
2023-03-02 05:00:00,206.25,295.1,123.21,136.31,260.93,166.86,131.19,145.6,24.43,66.16,21.63,255.49,146.79,99.12,90.9,90.16,285.53,317.23,59.18,244.76,326.03,122.59
2023-03-03 05:00:00,210.36,295.66,124.065,136.47,265.44,168.95,132.36,147.53,24.58,65.96,21.8,262.34,147.14,101.27,91.85,91.07,295.65,319.14,60.12,248.69,333.49,124.57
2023-03-06 05:00:00,203.88,292.34,122.775,135.02,264.28,166.49,130.21,145.25,24.19,66.0,21.6,259.88,145.99,99.63,89.77,89.34,292.81,319.02,59.08,248.02,324.73,120.65
2023-03-07 05:00:00,201.26,299.19,122.165,136.03,260.49,165.81,128.41,144.37,25.02,67.41,21.09,257.07,143.0,98.8,89.32,88.05,288.42,318.76,59.0,236.77,317.54,117.58
2023-03-08 05:00:00,203.08,288.69,122.695,138.23,263.81,167.97,129.2,144.7,24.94,66.96,21.52,257.93,143.09,98.54,89.45,88.46,289.56,328.14,59.53,222.64,317.93,118.48
2023-03-09 05:00:00,200.03,284.66,120.57,137.59,255.62,164.89,125.27,140.5,24.62,66.49,21.23,251.2,140.61,95.89,87.81,87.03,280.66,323.1,58.29,225.26,311.89,113.72
2023-03-10 05:00:00,192.86,281.11,119.635,134.49,243.1,158.49,118.62,136.0,23.76,61.68,20.26,245.29,137.34,93.32,87.21,85.31,276.31,311.97,57.37,228.77,303.39,110.43
2023-03-13 04:00:00,192.32,278.98,117.28,130.16,237.23,155.68,112.68,133.9,23.3,52.44,20.27,244.1,137.08,92.21,86.19,84.44,270.43,306.13,57.4,224.72,299.12,108.53
2023-03-14 04:00:00,194.7,284.35,120.14,136.4,237.33,158.39,117.47,136.8,23.97,57.7,20.65,247.75,142.76,92.65,87.59,86.22,276.43,309.74,58.48,220.66,306.19,109.5
2023-03-15 04:00:00,188.43,282.86,120.125,133.07,222.63,155.91,114.55,131.62,23.42,55.76,20.14,241.95,141.42,89.84,86.51,84.19,272.14,315.48,57.42,217.5,297.36,105.94
2023-03-16 04:00:00,192.07,284.3,121.945,135.98,224.32,160.54,117.35,135.57,23.65,59.0,19.66,245.35,143.49,92.85,86.75,84.98,278.41,315.16,58.78,220.05,302.3,107.15
2023-03-17 04:00:00,189.53,279.59,123.455,134.32,218.21,160.4,113.0,131.92,23.31,55.83,18.99,243.99,143.46,89.8,85.09,84.34,267.82,310.21,57.67,219.73,297.26,104.53
2023-03-20 04:00:00,190.77,281.24,125.3,135.02,221.07,161.65,113.86,135.37,23.61,56.67,19.61,249.49,146.09,91.29,87.12,85.26,270.65,313.95,57.56,225.11,305.78,107.52
2023-03-21 04:00:00,195.36,286.71,127.41,137.89,223.26,162.02,118.11,140.18,23.94,58.26,19.93,249.38,147.28,92.86,87.92,86.71,281.51,319.52,58.26,222.33,311.77,109.82
2023-03-22 04:00:00,190.77,281.75,126.465,133.63,217.81,159.91,114.83,138.51,23.78,57.14,18.92,244.94,144.36,92.23,86.75,83.2,274.295,318.13,57.8,212.99,304.61,106.6
2023-03-23 04:00:00,189.77,282.47,122.33,132.72,212.96,157.64,114.18,139.06,24.01,57.68,19.02,245.97,146.4,92.15,87.27,83.04,269.36,320.94,58.31,216.02,304.71,107.11
2023-03-24 04:00:00,193.05,287.63,121.085,131.11,212.05,156.7,110.54,138.89,24.44,56.02,19.49,244.15,147.3,91.82,89.04,83.34,271.45,325.39,58.42,219.94,307.57,108.69
2023-03-27 04:00:00,195.27,289.01,122.71,132.28,217.43,159.17,112.74,140.5,24.82,57.69,19.47,242.83,148.29,91.19,89.84,83.96,275.8,327.51,58.49,218.01,310.23,110.6
2023-03-28 04:00:00,195.59,292.68,123.185,133.0,218.99,159.52,111.41,142.99,25.15,57.47,19.51,244.29,148.81,91.42,90.03,84.82,272.15,324.07,58.9,218.92,314.8,113.36
2023-03-29 04:00:00,197.49,293.42,125.0,135.15,222.75,160.56,111.94,144.15,25.17,58.31,19.83,245.21,150.34,91.98,89.64,85.74,268.43,326.19,59.42,217.23,316.99,113.66
2023-03-30 04:00:00,198.25,294.85,126.69,138.76,225.02,160.94,112.4,144.73,25.26,57.92,20.08,245.32,152.0,93.28,89.0,85.05,271.11,327.08,58.74,219.0,316.83,113.67
2023-03-31 04:00:00,208.14,296.28,128.525,142.56,226.07,162.59,115.38,146.75,25.49,58.71,20.92,251.28,154.85,95.8,89.87,87.24,272.08,328.7,60.03,223.96,319.28,115.98
2023-04-03 04:00:00,204.39,301.35,128.01,140.92,225.81,164.52,115.51,147.38,25.49,57.33,20.96,247.32,156.64,96.69,90.84,88.35,264.66,328.21,60.32,225.32,318.58,117.4
2023-04-04 04:00:00,194.68,297.63,127.32,136.25,212.23,158.7,113.31,143.17,25.04,55.9,20.78,237.66,154.97,93.68,89.27,85.53,256.29,321.8,59.1,227.18,299.5,113.88
2023-04-05 04:00:00,189.72,297.84,125.605,134.07,206.84,154.24,113.3,137.43,25.18,55.81,20.25,235.47,152.84,93.27,89.27,84.33,256.06,320.19,58.55,232.99,291.17,114.59
2023-04-06 04:00:00,191.47,298.76,126.755,133.94,205.6,152.82,113.45,136.29,25.06,56.99,20.36,235.18,153.59,93.51,90.27,81.19,254.09,319.27,57.8,227.19,291.87,112.94
2023-04-10 04:00:00,192.19,302.61,126.49,137.05,210.54,156.73,115.21,139.91,25.03,57.61,20.55,236.94,155.31,96.2,89.49,82.14,266.94,324.4,58.01,223.07,297.97,115.51
2023-04-11 04:00:00,198.33,303.05,127.99,138.4,210.76,154.92,116.53,141.75,25.24,58.09,20.64,242.82,152.79,98.07,89.96,82.1,271.52,325.19,59.5,226.3,297.33,115.88
2023-04-12 04:00:00,199.08,305.29,126.82,140.89,210.6,154.77,118.15,142.98,24.84,57.41,20.21,247.1,153.01,98.04,89.14,81.89,272.39,317.64,59.47,225.8,299.64,117.55
2023-04-13 04:00:00,200.0,309.43,127.71,143.63,210.79,155.99,120.54,144.78,24.86,57.12,20.28,251.23,155.9,97.92,88.22,81.67,258.02,319.74,59.77,231.72,302.53,118.92
2023-04-14 04:00:00,201.68,308.6,128.0,143.54,210.88,155.91,120.81,143.74,24.76,57.08,20.13,249.28,156.37,98.57,86.96,81.26,261.46,323.13,60.01,228.72,303.03,118.12
2023-04-17 04:00:00,200.7,309.89,127.5,143.31,216.87,157.18,121.9,143.67,24.91,58.77,20.7,250.49,157.21,99.23,87.89,82.48,268.86,325.23,60.48,230.35,300.91,118.31
2023-04-18 04:00:00,209.78,310.34,128.1,143.2,217.56,156.69,122.21,143.71,25.02,58.28,20.83,254.43,157.79,100.1,88.13,82.22,273.26,320.14,62.11,227.98,299.33,118.85
2023-04-19 04:00:00,215.0,309.31,128.495,144.27,220.77,155.94,123.43,146.14,24.99,57.74,21.03,258.86,157.99,101.02,88.32,82.96,274.25,321.53,61.87,226.68,294.62,118.23
2023-04-20 04:00:00,220.9,307.33,127.935,144.06,220.14,158.93,123.19,148.27,24.68,57.06,21.03,263.53,156.23,101.97,88.3,83.53,278.64,320.1,62.49,225.17,301.73,115.78
2023-04-21 04:00:00,217.96,308.12,128.855,143.92,218.85,157.78,124.67,145.88,24.42,57.27,21.16,262.61,158.78,101.29,88.21,82.12,279.98,322.16,61.83,230.76,304.44,114.32
2023-04-24 04:00:00,219.48,306.06,128.82,144.27,217.76,159.73,122.2,147.23,24.62,56.29,20.42,260.98,155.75,101.43,88.54,82.3,286.88,320.42,62.2,228.29,300.86,115.8
2023-04-25 04:00:00,213.84,304.06,126.925,142.22,213.59,160.0,119.63,145.47,24.34,53.47,20.23,258.98,152.68,99.95,89.06,80.33,280.92,315.29,62.15,226.31,292.43,110.54
2023-04-26 04:00:00,212.47,300.73,125.92,142.3,212.57,157.86,109.41,143.52,23.91,53.83,19.88,257.07,165.71,98.55,89.65,79.21,248.06,311.89,61.36,225.87,288.45,109.01
2023-04-27 04:00:00,220.11,312.43,143.635,144.26,217.65,171.44,111.31,146.88,24.26,54.73,20.2,280.2,168.64,103.9,91.2,81.28,259.92,316.16,63.04,227.71,292.32,111.29
2023-04-28 04:00:00,225.48,313.32,146.265,145.16,215.85,171.0,114.07,148.21,24.66,53.45,20.72,281.91,165.68,106.81,90.49,82.03,297.77,317.51,63.91,230.13,290.56,113.78
2023-05-01 04:00:00,222.07,316.22,149.08,146.15,216.44,167.62,111.47,148.95,24.63,54.02,20.54,282.43,169.16,106.08,91.46,81.35,290.82,316.44,63.17,232.11,292.0,113.37
2023-05-02 04:00:00,221.07,308.7,148.89,146.06,211.93,166.74,108.7,149.79,25.41,51.59,20.35,281.61,167.6,105.43,90.29,81.81,294.24,311.31,62.94,228.79,288.27,112.31
2023-05-03 04:00:00,221.99,308.68,148.145,137.51,213.12,165.96,107.75,150.74,25.1,51.02,20.38,283.27,167.54,106.35,90.09,81.29,295.81,304.59,63.77,218.4,292.01,112.23
2023-05-04 04:00:00,210.98,303.55,144.24,136.54,209.75,165.27,106.84,156.4,25.2,51.06,20.3,278.74,168.3,103.83,89.52,79.89,291.36,304.34,62.48,215.72,283.72,116.82
2023-05-05 04:00:00,215.07,305.69,148.13,135.7,213.58,167.88,108.63,160.08,25.7,54.75,20.65,282.56,168.92,104.86,90.14,81.21,293.07,310.31,63.48,214.12,290.04,121.29
2023-05-08 04:00:00,214.34,303.95,146.035,136.77,211.92,166.47,107.69,159.98,25.93,53.84,20.72,281.95,169.5,106.01,89.85,80.53,287.72,312.09,64.24,210.46,285.55,118.63
2023-05-09 04:00:00,210.25,304.52,146.385,139.04,210.81,166.36,107.68,158.76,25.72,55.56,20.51,281.51,168.91,105.72,88.48,79.75,284.06,303.99,64.8,209.6,285.62,118.14
2023-05-10 04:00:00,214.98,307.53,146.58,139.2,208.39,166.31,108.15,158.89,25.9,55.52,20.61,288.09,171.68,105.76,89.01,80.88,284.09,307.22,64.58,212.24,288.47,115.34
2023-05-11 04:00:00,214.97,305.08,146.625,139.96,207.64,165.04,106.79,157.82,25.68,54.88,20.27,289.42,170.62,105.02,89.92,80.61,281.99,306.68,64.96,213.48,283.38,113.4
2023-05-12 04:00:00,211.54,306.73,145.94,138.51,210.07,165.1,105.94,158.31,25.95,55.26,20.4,288.91,172.82,105.34,88.57,80.68,280.47,308.14,64.21,214.02,286.34,114.47
2023-05-15 04:00:00,214.46,306.22,145.9,139.53,213.45,165.6,107.93,159.64,25.83,56.65,20.8,286.48,172.25,107.34,87.95,80.74,276.42,313.27,64.85,214.4,290.92,115.29
2023-05-16 04:00:00,210.68,302.28,143.36,140.6,205.75,164.28,105.74,158.35,25.5,55.67,20.07,280.91,170.95,106.66,87.45,78.9,270.82,319.16,65.33,212.05,283.47,113.19
2023-05-17 04:00:00,214.2,303.96,142.52,141.5,210.31,165.46,108.02,160.62,25.77,56.66,20.61,286.67,172.2,109.09,87.37,79.39,277.31,322.41,65.83,216.19,287.75,115.94
2023-05-18 04:00:00,218.04,303.36,144.5,140.08,215.03,166.71,108.84,166.03,25.63,56.73,20.51,292.48,176.24,111.62,86.97,80.8,282.04,326.2,67.49,216.79,287.67,117.13
2023-05-19 04:00:00,210.71,301.54,143.73,138.65,212.31,164.95,108.23,167.21,25.76,56.77,20.26,288.05,177.09,110.13,86.25,80.08,277.72,325.57,66.36,219.56,284.72,116.3
2023-05-22 04:00:00,209.72,302.27,141.68,145.62,213.39,164.91,110.56,167.11,25.65,58.49,20.48,280.91,177.89,109.74,86.25,79.75,274.08,330.75,64.7,218.59,284.23,116.17
2023-05-23 04:00:00,205.44,299.52,139.15,143.81,211.47,163.1,109.16,166.75,25.41,56.86,20.31,275.42,172.47,108.12,86.25,79.52,274.43,330.68,63.75,216.19,277.23,115.76
2023-05-24 04:00:00,205.39,298.02,139.12,144.6,211.07,161.68,108.32,164.89,25.01,56.85,19.82,273.93,174.72,108.22,85.91,79.79,273.42,327.3,65.09,214.09,270.95,113.7
2023-05-25 04:00:00,205.44,294.1,139.84,143.78,215.3,167.48,108.65,166.56,24.86,56.12,19.37,276.41,175.81,109.17,85.91,80.11,280.92,317.22,68.13,212.14,277.58,111.63
2023-05-26 04:00:00,206.16,296.78,137.57,145.08,216.83,170.86,109.74,166.18,24.71,55.1,19.43,280.54,179.26,109.8,85.44,80.08,284.3,317.85,68.04,207.32,278.55,111.88
2023-05-30 04:00:00,206.87,300.33,135.37,144.17,215.87,172.095,110.44,164.62,24.46,55.28,19.31,280.97,179.06,109.31,83.92,79.76,288.32,334.93,68.5,206.86,271.44,108.44
2023-05-31 04:00:00,201.66,299.22,135.82,140.4,212.44,164.84,107.95,162.93,23.9,54.8,19.44,275.51,181.42,106.33,84.96,79.79,284.16,337.5,67.7,209.74,262.27,103.95
2023-06-01 04:00:00,206.6,300.96,137.54,143.49,216.5,165.46,108.36,163.09,24.16,55.63,19.32,282.98,183.43,108.63,84.39,80.05,290.95,334.5,68.7,213.48,263.82,105.28
2023-06-02 04:00:00,217.94,308.09,142.19,150.91,225.93,173.19,113.34,169.07,25.0,59.26,20.05,298.23,185.46,113.52,86.41,83.73,302.87,342.66,71.35,217.22,279.04,113.01
2023-06-05 04:00:00,216.04,303.92,133.52,149.06,224.53,170.32,111.97,166.37,25.45,58.84,20.12,294.69,184.99,113.42,85.92,82.48,295.59,340.11,70.84,218.88,272.36,111.51
2023-06-06 04:00:00,224.83,306.81,138.87,153.28,226.45,174.65,114.24,166.41,25.84,65.67,20.58,299.74,184.7,115.94,84.97,82.71,301.81,334.73,74.05,220.25,278.82,112.8
2023-06-07 04:00:00,228.54,310.38,139.51,156.08,231.6,176.72,118.49,166.66,26.31,65.38,21.34,307.82,183.25,117.44,87.14,83.85,302.32,332.38,73.94,220.66,281.71,116.06
2023-06-08 04:00:00,229.88,315.37,140.64,157.36,233.58,176.52,119.68,168.42,26.45,63.38,21.06,304.98,185.5,118.16,87.6,83.29,304.97,333.22,74.09,226.5,280.9,112.41
2023-06-09 04:00:00,228.96,317.23,139.6,156.38,232.66,174.59,120.42,166.42,26.52,64.83,20.99,303.38,185.81,118.15,87.23,82.93,294.79,328.49,74.29,228.49,277.56,111.4
2023-06-12 04:00:00,234.88,319.44,138.79,157.62,235.77,174.71,120.98,165.52,26.96,64.09,21.07,305.06,189.96,120.16,86.65,83.62,305.24,330.12,74.94,227.9,281.29,112.39
2023-06-13 04:00:00,238.0,323.16,139.02,155.36,237.57,177.14,124.17,166.79,26.22,65.23,20.96,309.81,191.22,122.07,87.2,84.03,310.63,334.61,75.08,229.53,283.72,116.02
2023-06-14 04:00:00,234.0,319.83,137.85,153.97,236.1,175.77,124.07,166.76,25.82,63.64,21.04,306.64,192.2,121.36,87.09,83.82,313.35,335.21,73.3,226.28,282.36,113.69
2023-06-15 04:00:00,243.9,322.91,137.7,156.02,240.48,176.83,124.8,169.47,26.17,62.41,21.38,308.74,193.72,122.92,87.55,84.97,319.8,336.18,74.05,229.59,287.38,115.68
2023-06-16 04:00:00,243.28,325.69,136.39,156.67,239.58,175.73,122.51,170.42,26.01,62.49,21.42,311.04,191.81,122.16,87.34,85.22,315.87,332.84,73.49,230.26,286.43,114.7
2023-06-20 04:00:00,246.99,327.92,135.39,158.19,239.56,174.74,121.82,172.05,24.66,62.96,21.07,312.17,191.17,124.78,85.89,83.29,306.71,325.52,75.33,223.4,283.73,111.16
2023-06-21 04:00:00,248.91,329.9,134.61,159.54,241.7,177.92,120.97,174.57,24.41,62.9,21.01,313.56,189.71,124.77,85.69,83.29,312.0,324.22,76.21,223.07,299.56,111.71
2023-06-22 04:00:00,249.95,332.83,133.89,154.26,240.83,177.36,119.08,173.95,23.96,63.22,20.89,312.99,190.4,123.97,86.18,82.89,314.83,321.55,75.82,225.23,294.57,110.31
2023-06-23 04:00:00,250.87,328.29,130.63,155.42,241.66,175.55,116.74,174.37,23.6,59.89,20.7,311.71,187.93,124.06,85.09,82.17,312.77,312.7,76.1,222.36,296.59,112.8
2023-06-26 04:00:00,250.06,330.98,131.23,156.11,241.07,177.56,118.0,174.82,23.97,59.68,21.37,314.98,186.2,125.06,86.05,82.95,322.53,319.22,75.87,220.78,295.65,114.5
2023-06-27 04:00:00,259.18,334.69,133.45,158.17,247.8,179.88,119.97,180.03,24.22,60.91,21.89,322.7,189.8,128.27,86.34,84.56,342.95,315.71,78.34,215.12,303.29,116.72
2023-06-28 04:00:00,259.14,336.43,132.96,160.02,248.33,179.36,121.94,181.96,24.02,61.58,21.67,321.44,191.83,128.04,85.27,84.24,344.36,308.5,78.55,214.8,298.26,116.7
2023-06-29 04:00:00,262.74,338.4,135.9,162.04,255.65,183.44,124.93,184.92,23.67,62.37,22.29,322.99,195.16,130.72,85.81,87.8,346.81,309.66,78.32,219.79,291.72,118.86
2023-06-30 04:00:00,266.02,340.84,139.17,164.43,256.53,184.78,123.59,186.42,24.03,63.14,22.34,326.07,199.88,130.5,86.65,89.73,342.41,308.44,79.07,220.75,291.05,119.47
2023-07-03 04:00:00,264.36,340.69,136.72,163.17,257.9,184.27,124.5,185.64,24.39,62.39,22.69,327.05,197.01,131.61,87.4,89.81,340.33,309.54,78.94,223.75,292.17,120.38
2023-07-05 04:00:00,264.0,341.66,133.33,165.02,256.06,182.65,120.4,184.03,23.64,62.85,22.74,321.64,194.38,128.67,86.54,88.0,336.23,309.05,77.66,219.43,284.1,117.45
2023-07-06 04:00:00,260.24,339.78,131.45,164.2,252.15,183.12,118.06,178.66,23.61,65.89,22.41,318.4,193.16,126.62,86.72,87.14,335.26,305.75,76.41,213.0,283.0,116.44
2023-07-07 04:00:00,261.65,342.48,132.98,167.68,257.22,184.35,118.44,179.6,23.92,67.44,22.21,320.08,192.43,127.13,86.57,89.16,346.91,312.29,76.81,211.82,287.21,120.55
2023-07-10 04:00:00,267.54,341.96,133.85,171.87,260.41,186.18,120.74,182.18,23.91,66.69,22.27,324.64,195.2,128.77,85.42,89.31,349.95,309.63,78.9,223.14,288.66,121.49
2023-07-11 04:00:00,268.42,347.87,132.82,168.08,262.28,186.26,124.02,183.54,24.28,67.03,22.91,327.17,197.27,130.57,85.65,91.13,358.87,303.14,79.9,221.65,281.55,123.82
2023-07-12 04:00:00,275.93,346.69,132.27,166.13,263.99,187.56,130.15,183.48,24.01,64.84,22.87,334.3,198.54,133.25,86.33,91.99,357.49,301.95,82.16,229.91,289.66,129.22
2023-07-13 04:00:00,277.01,348.83,133.27,165.38,268.4,187.64,132.76,187.71,24.09,61.65,22.99,337.33,199.75,133.46,86.82,92.04,363.12,299.76,81.98,229.81,281.0,129.49
