Date,BLD,CACI,CHDN,CLH,CSL,EME,EVR,EXP,GPK,HQY,KRG,LII,MANH,OC,POST,RPM,SAIA,SAM,TOL,UTHR,VMI,WLK
2023-07-14 04:00:00,277.77,347.25,134.06,165.27,266.97,187.68,132.5,187.79,24.05,62.21,22.96,336.13,200.87,132.38,86.44,91.31,364.1,302.19,83.52,232.0,277.52,125.77
2023-07-17 04:00:00,278.67,346.79,132.74,167.22,268.74,189.08,133.72,191.67,23.94,61.58,23.0,340.46,204.4,134.89,85.8,92.03,370.72,301.12,82.72,234.26,276.1,125.0
2023-07-18 04:00:00,278.06,347.62,134.17,165.56,269.27,190.95,135.87,192.94,24.21,64.11,23.08,339.34,205.53,137.57,85.97,92.52,382.22,300.8,82.62,237.91,279.97,127.78
2023-07-19 04:00:00,274.14,344.34,132.72,165.54,268.86,191.23,139.34,192.54,24.04,63.28,23.43,334.25,207.85,136.34,87.0,93.51,397.25,304.29,81.98,242.19,277.87,127.89
2023-07-20 04:00:00,267.27,347.24,131.47,170.08,268.75,190.68,139.1,192.54,23.81,63.42,23.54,332.01,204.27,130.9,88.1,92.97,410.05,301.29,78.59,244.34,278.16,128.37
2023-07-21 04:00:00,266.88,346.35,133.26,169.14,269.59,190.35,138.41,190.91,23.81,62.75,23.3,330.96,193.97,130.32,87.43,92.95,402.72,303.17,78.72,248.24,276.01,129.88
2023-07-24 04:00:00,267.14,348.24,130.45,169.32,266.69,190.47,138.49,189.45,23.9,62.48,23.36,331.91,192.17,130.77,86.97,91.99,396.58,306.4,78.83,245.73,281.6,128.59
2023-07-25 04:00:00,269.85,352.28,130.45,170.0,268.79,189.81,140.76,190.32,24.32,61.82,23.07,333.53,193.32,130.77,86.67,93.54,396.62,311.77,80.64,244.6,282.72,131.66
2023-07-26 04:00:00,270.88,353.05,131.58,167.48,273.4,189.2,136.5,189.8,23.95,62.81,23.24,335.99,188.49,138.51,85.44,104.05,418.19,314.19,80.1,242.84,281.77,133.45
2023-07-27 04:00:00,266.04,345.37,118.82,165.49,276.79,200.56,133.96,183.28,24.04,63.39,22.76,356.46,188.09,139.06,84.44,105.26,410.81,313.52,79.25,242.77,260.13,134.81
2023-07-28 04:00:00,274.28,350.14,118.33,165.19,277.42,211.82,134.21,182.34,24.32,64.79,22.84,363.36,186.42,140.07,85.01,104.65,425.89,366.1,80.21,245.17,262.1,137.08
2023-07-31 04:00:00,273.93,350.44,115.85,166.26,277.2,215.04,135.06,184.37,24.2,67.94,22.88,367.44,190.62,139.99,85.3,103.31,423.14,371.44,80.33,242.72,264.75,137.5
2023-08-01 04:00:00,273.72,354.3,118.0,166.74,278.32,214.38,135.21,187.31,23.24,67.58,23.53,374.98,191.59,141.18,84.6,105.7,425.5,367.21,80.33,240.13,264.58,136.81
2023-08-02 04:00:00,273.71,354.75,117.88,167.8,278.31,216.18,135.51,187.57,23.31,67.64,23.86,372.75,188.06,141.91,84.83,103.62,425.13,359.17,79.83,240.85,260.81,134.39
2023-08-03 04:00:00,285.05,354.82,119.93,167.28,278.41,215.24,137.85,187.05,22.92,69.61,24.0,373.61,187.86,140.24,85.11,102.88,425.7,358.26,77.7,231.87,253.91,132.53
2023-08-04 04:00:00,294.24,354.55,120.43,167.13,283.66,216.88,138.08,188.07,23.13,66.97,23.59,371.91,186.83,140.54,87.4,102.77,424.27,353.18,79.39,236.37,254.28,131.08
2023-08-07 04:00:00,297.19,357.92,121.75,168.89,285.71,220.78,139.84,190.97,23.25,68.07,23.64,377.15,189.17,142.57,88.57,103.39,429.06,359.71,80.26,237.8,255.47,133.95
2023-08-08 04:00:00,298.96,354.36,121.52,170.79,285.11,221.18,138.06,189.52,22.82,67.71,23.67,377.38,185.77,142.85,87.76,103.7,425.33,367.67,80.76,236.78,249.31,132.59
2023-08-09 04:00:00,296.63,356.33,122.96,174.29,285.22,217.0,136.81,187.04,23.03,65.09,23.94,371.87,185.02,142.0,88.54,102.72,416.8,364.27,80.52,235.01,250.4,132.77
2023-08-10 04:00:00,300.55,343.11,123.51,172.71,285.8,219.89,138.01,184.47,23.1,66.84,23.62,371.72,186.69,141.4,87.98,103.65,423.08,360.65,79.49,237.15,246.08,132.16
2023-08-11 04:00:00,298.55,343.87,123.19,174.73,288.37,220.97,138.13,183.58,22.59,69.21,23.37,371.01,191.45,141.18,88.3,103.95,424.46,358.75,79.47,237.8,246.16,132.18
2023-08-14 04:00:00,301.89,341.3,124.0,177.72,286.6,223.41,137.07,185.06,22.63,70.1,23.13,372.66,192.35,142.86,89.59,103.84,426.07,361.36,80.63,233.26,245.27,134.11
2023-08-15 04:00:00,301.79,338.22,123.39,174.22,281.87,220.83,133.83,184.14,22.25,68.92,22.76,369.37,191.24,141.27,89.96,103.05,420.49,362.37,81.39,235.73,242.25,130.08
2023-08-16 04:00:00,296.74,333.06,121.75,172.73,280.1,216.93,133.07,182.74,22.12,67.74,22.38,366.96,189.86,140.25,88.9,102.39,421.62,367.69,80.14,230.77,243.92,129.94
2023-08-17 04:00:00,280.04,327.86,120.99,168.06,271.58,211.97,131.4,176.64,21.87,66.93,21.98,352.19,185.19,135.66,87.59,100.88,403.72,371.17,76.45,228.12,245.6,131.03
2023-08-18 04:00:00,281.97,327.4,121.35,171.53,266.59,214.19,133.14,175.45,21.84,67.1,22.04,348.6,185.93,136.37,88.09,100.86,405.19,362.74,76.38,229.8,252.59,130.36
2023-08-21 04:00:00,281.83,326.25,123.78,172.21,265.95,215.18,133.35,176.43,21.47,69.82,21.58,347.95,187.09,136.29,87.46,101.16,407.84,367.71,75.05,231.14,248.61,131.1
2023-08-22 04:00:00,284.66,327.43,123.97,170.43,259.53,217.11,131.27,178.12,21.64,67.67,21.58,350.51,190.21,135.88,88.7,99.83,409.41,360.18,75.92,231.06,251.19,130.5
2023-08-23 04:00:00,287.42,331.0,124.65,171.73,261.24,219.12,132.76,180.43,21.58,67.11,21.89,364.81,194.34,138.71,88.11,99.74,419.87,363.57,78.85,231.46,247.83,129.93
2023-08-24 04:00:00,283.22,327.72,123.71,168.76,259.76,217.94,133.34,177.01,21.53,66.71,21.75,357.67,189.95,136.92,89.14,99.34,412.95,358.37,78.07,230.53,243.39,129.71
2023-08-25 04:00:00,274.31,325.3,123.92,169.98,259.28,220.13,134.22,179.6,21.76,68.15,21.77,360.72,192.36,135.52,90.35,99.75,407.0,355.42,77.4,229.01,246.9,131.22
2023-08-28 04:00:00,275.78,327.0,125.71,171.54,262.61,222.52,137.62,181.62,21.93,67.94,22.17,363.2,193.81,138.12,89.57,99.71,412.88,357.53,77.06,226.01,250.03,131.91
2023-08-29 04:00:00,286.73,327.15,127.7,171.53,266.27,224.72,140.61,186.25,22.25,68.45,22.48,371.62,200.41,141.68,89.92,100.45,419.66,361.29,78.97,229.53,253.11,134.06
2023-08-30 04:00:00,290.03,328.67,126.15,169.37,264.11,224.39,140.49,187.85,22.4,68.1,22.62,373.4,203.27,142.21,89.91,99.8,423.42,364.82,81.64,228.44,254.5,133.19
2023-08-31 04:00:00,290.08,328.01,125.28,169.34,263.02,224.25,140.05,189.32,22.24,67.55,22.57,376.81,202.62,143.91,89.71,99.74,426.2,365.43,81.93,224.36,253.5,130.98
2023-09-01 04:00:00,296.56,331.18,126.12,173.37,268.59,226.0,141.48,194.78,22.49,66.42,22.57,382.36,201.2,146.75,88.87,100.34,438.58,367.5,83.83,228.05,255.94,132.7
2023-09-05 04:00:00,280.0,325.3,121.01,165.93,257.87,220.58,138.33,184.06,21.84,66.84,22.09,373.54,199.87,141.81,86.96,96.86,425.05,362.03,79.22,225.23,246.39,127.72
2023-09-06 04:00:00,284.52,321.59,119.92,167.63,253.65,222.98,138.28,183.78,21.76,69.35,22.28,378.63,201.02,142.5,86.44,98.06,435.39,363.44,81.34,223.36,243.0,127.6
2023-09-07 04:00:00,283.92,314.0,119.59,167.25,248.26,222.59,137.54,180.67,21.89,71.38,22.52,385.1,200.56,143.08,85.67,98.91,438.04,369.02,81.98,222.63,240.89,124.69
2023-09-08 04:00:00,281.56,317.58,118.62,165.35,251.36,222.76,139.83,180.41,22.1,68.03,22.64,387.24,200.48,142.85,86.77,98.8,427.62,374.92,80.92,225.13,241.49,124.93
2023-09-11 04:00:00,280.62,318.82,118.04,165.35,278.37,222.45,137.86,182.1,21.91,70.04,22.64,392.07,203.0,143.64,87.17,98.44,428.52,380.44,82.01,225.32,242.68,124.21
2023-09-12 04:00:00,275.47,318.06,118.05,167.22,280.68,219.94,139.64,180.19,22.04,70.6,22.85,385.78,199.14,139.9,87.11,97.72,424.49,380.42,79.98,223.78,242.0,124.48
2023-09-13 04:00:00,267.91,315.76,118.13,166.24,277.53,215.93,140.77,177.02,22.45,70.14,22.48,378.55,199.64,136.84,86.73,96.69,417.97,376.23,79.19,222.34,239.71,123.9
2023-09-14 04:00:00,273.72,321.58,119.49,169.54,274.38,218.21,143.37,177.96,23.35,68.6,23.0,381.13,202.88,139.63,88.31,96.54,413.39,376.1,80.72,219.49,241.95,127.73
2023-09-15 04:00:00,260.38,317.9,119.57,168.14,269.28,212.86,144.83,173.95,23.5,69.03,23.03,376.43,198.88,136.79,87.47,94.77,406.81,371.56,77.87,220.24,238.93,127.27
2023-09-18 04:00:00,262.02,318.66,118.94,168.23,270.29,215.71,145.97,173.98,23.28,67.81,22.62,377.62,201.96,137.42,88.01,95.53,399.81,370.87,77.93,217.48,243.09,127.13
2023-09-19 04:00:00,263.0,320.3,119.16,169.39,271.91,216.45,144.2,173.53,23.3,70.95,22.56,376.45,202.53,137.21,87.65,95.42,393.84,374.38,77.99,220.67,244.99,125.7
2023-09-20 04:00:00,259.27,321.45,119.07,169.26,266.22,214.96,141.03,171.14,22.83,70.97,22.33,373.53,202.73,135.88,88.1,94.88,391.2,371.31,76.61,223.93,247.0,124.18
2023-09-21 04:00:00,248.37,312.72,116.96,167.2,255.91,208.91,138.06,164.09,22.9,72.19,21.82,368.19,193.17,134.73,88.89,94.01,390.08,371.93,73.63,223.68,240.56,121.03
2023-09-22 04:00:00,249.37,310.22,115.44,167.22,254.29,210.03,136.57,162.5,22.58,72.65,21.47,374.5,194.45,134.81,88.1,94.22,386.61,378.31,74.07,222.75,238.86,121.0
2023-09-25 04:00:00,251.56,311.85,112.45,169.02,255.68,211.11,138.16,163.57,22.8,73.69,21.51,380.09,195.96,136.2,87.09,94.87,396.42,380.43,73.97,224.06,238.86,122.82
2023-09-26 04:00:00,245.5,309.31,114.23,164.28,253.45,208.22,135.66,162.81,22.35,74.0,21.19,365.38,193.26,133.94,85.64,92.9,386.76,378.25,72.61,229.91,238.21,121.83
2023-09-27 04:00:00,247.96,313.55,114.9,167.57,255.06,212.27,137.03,166.57,22.16,75.59,21.43,374.4,195.08,135.93,84.89,93.2,391.64,380.0,73.28,232.47,242.31,123.93
2023-09-28 04:00:00,251.58,315.93,114.99,168.13,259.39,212.71,139.04,168.87,22.25,74.33,21.58,379.08,197.17,139.25,85.45,95.53,402.23,382.3,74.39,226.03,242.88,125.0
2023-09-29 04:00:00,251.6,313.93,116.04,167.36,259.26,210.39,137.88,166.52,22.28,73.05,21.42,374.44,197.66,136.41,85.74,94.81,398.65,389.53,73.96,225.87,240.21,124.67
2023-10-02 04:00:00,248.04,313.49,114.73,163.83,251.73,206.96,134.24,164.97,21.84,73.8,20.95,368.84,198.86,134.57,84.68,94.19,399.77,393.71,72.99,222.14,237.01,122.86
2023-10-03 04:00:00,235.81,309.89,113.4,162.27,251.13,203.82,131.18,161.5,21.83,73.5,20.42,363.38,195.13,130.31,84.84,92.8,402.91,380.61,70.3,221.49,235.35,123.08
2023-10-04 04:00:00,241.27,312.66,112.98,162.58,255.76,205.37,132.13,167.44,21.83,72.1,20.65,372.38,199.34,132.37,85.46,98.61,404.73,379.54,71.74,221.93,233.95,123.81
2023-10-05 04:00:00,242.66,310.37,111.61,161.98,258.13,204.4,133.37,167.49,21.49,72.65,20.29,372.02,199.51,132.66,84.01,98.68,397.92,359.82,70.76,228.29,232.15,123.16
2023-10-06 04:00:00,245.09,315.2,111.88,162.08,262.33,206.72,133.11,169.24,21.2,74.62,20.19,373.62,206.85,132.4,82.19,98.11,403.99,360.65,70.98,234.34,237.31,124.02
2023-10-09 04:00:00,246.37,333.35,110.84,163.91,264.2,208.05,134.32,169.16,21.5,74.21,20.65,379.73,208.21,132.01,83.33,97.85,409.845,357.73,72.46,231.11,238.29,123.84
2023-10-10 04:00:00,253.37,335.72,112.8,165.31,263.37,207.2,133.95,169.68,21.78,74.4,20.82,382.01,209.69,133.65,84.0,98.47,416.33,360.36,74.14,230.33,237.84,126.89
2023-10-11 04:00:00,255.57,338.98,113.69,167.54,267.57,209.98,134.89,171.79,21.32,74.02,21.16,390.2,209.49,136.56,83.05,99.61,418.55,358.04,75.4,234.58,237.29,125.13
2023-10-12 04:00:00,238.94,336.49,109.84,159.75,257.96,206.67,131.05,166.16,20.86,75.18,20.67,384.67,204.72,129.22,79.62,97.24,415.0,339.89,71.05,232.2,233.7,121.89
2023-10-13 04:00:00,238.04,338.11,110.01,159.4,256.22,202.02,131.2,164.53,20.93,74.5,20.32,369.74,200.49,127.43,81.65,96.02,391.07,349.24,71.73,233.16,230.01,121.09
2023-10-16 04:00:00,240.53,340.04,112.69,159.85,264.08,202.59,132.77,166.98,21.21,74.98,20.63,377.3,204.62,129.03,82.59,97.33,399.2,350.83,71.67,232.9,236.21,123.15
2023-10-17 04:00:00,239.98,341.78,113.78,164.67,264.75,206.38,135.61,167.0,21.69,75.0,21.0,378.45,206.92,128.48,82.68,97.33,406.64,366.99,72.44,236.77,242.46,125.11
2023-10-18 04:00:00,229.77,335.59,111.92,162.5,256.72,196.45,133.24,159.31,21.4,75.19,20.69,361.73,201.65,123.53,82.27,95.21,394.19,370.29,70.48,230.31,223.79,120.73
2023-10-19 04:00:00,228.42,331.44,112.2,158.84,246.62,195.59,130.91,157.36,20.91,76.13,20.56,357.34,196.26,122.83,81.76,94.41,380.94,371.46,69.43,225.82,237.69,117.99
2023-10-20 04:00:00,227.07,327.06,110.88,156.84,246.18,192.53,129.67,155.03,20.43,73.11,20.43,348.5,190.45,122.97,81.62,93.23,383.09,369.48,68.67,225.43,232.38,115.57
2023-10-23 04:00:00,226.4,323.19,110.86,155.33,241.53,192.5,130.89,154.34,20.17,71.95,20.1,349.79,184.4,123.07,80.62,92.83,378.56,374.88,69.45,224.15,232.54,114.14
2023-10-24 04:00:00,227.77,322.69,111.45,155.44,241.55,192.82,131.0,155.62,20.37,71.81,20.44,345.51,189.58,123.35,80.91,91.59,381.31,375.84,69.77,227.23,230.0,115.29
2023-10-25 04:00:00,218.49,322.09,108.43,154.24,237.15,191.6,126.39,152.11,20.64,72.12,19.8,339.3,193.06,110.6,81.38,89.86,370.43,372.38,68.16,224.5,231.31,113.19
2023-10-26 04:00:00,221.45,327.07,108.06,152.1,237.43,206.04,127.51,147.65,20.94,71.73,20.31,358.11,191.92,113.86,80.78,90.25,377.09,364.88,69.26,224.4,199.05,115.93
2023-10-27 04:00:00,218.64,318.55,108.5,151.02,248.78,205.32,126.7,147.75,20.93,70.99,19.9,358.74,188.49,111.53,80.64,89.22,344.26,319.64,68.77,219.23,188.8,114.48
2023-10-30 04:00:00,219.39,317.48,108.98,152.38,254.98,204.96,129.49,153.0,20.87,72.53,20.13,365.4,189.26,112.66,80.74,90.66,357.25,333.5,69.37,220.63,193.02,115.15
2023-10-31 04:00:00,228.76,324.76,109.84,153.67,254.09,206.65,130.18,153.91,21.51,71.68,21.32,370.54,194.98,113.37,80.28,91.27,358.49,333.95,70.71,222.86,196.91,115.36
2023-11-01 04:00:00,243.65,324.17,108.91,147.34,255.89,206.69,132.01,158.68,21.52,68.1,21.58,383.32,198.14,115.81,80.1,93.05,379.93,330.78,74.25,224.08,198.72,116.2
2023-11-02 04:00:00,254.75,326.12,114.43,155.04,263.35,207.39,136.92,161.42,21.89,66.49,21.79,382.41,200.89,118.54,82.54,94.03,377.62,333.17,77.93,228.18,200.13,120.99
2023-11-03 04:00:00,264.35,327.06,118.67,154.6,270.55,210.22,141.4,165.08,22.08,64.14,22.18,387.12,208.86,122.66,84.17,96.33,388.03,338.13,81.27,224.43,202.25,123.65
2023-11-06 05:00:00,263.63,324.83,118.84,154.39,267.96,210.79,138.97,164.87,21.96,67.19,21.68,385.16,208.95,121.33,83.24,96.2,383.06,339.26,80.07,228.18,198.76,121.35
2023-11-07 05:00:00,268.54,325.44,117.93,154.71,264.86,208.59,139.61,164.55,21.91,67.68,21.2,391.42,211.69,121.49,84.14,96.04,387.81,344.38,80.21,230.44,195.71,120.35
2023-11-08 05:00:00,265.91,322.66,116.75,155.69,262.6,207.58,138.34,166.08,21.91,67.23,21.15,394.13,211.84,122.36,84.01,97.06,388.99,340.12,79.68,225.73,194.91,119.79
2023-11-09 05:00:00,263.32,325.49,116.45,155.53,261.27,209.09,137.06,165.12,21.42,67.75,20.66,387.93,206.83,121.72,84.09,96.01,383.08,336.28,78.41,221.72,197.33,118.96
2023-11-10 05:00:00,271.36,325.95,118.94,161.27,268.52,210.68,138.54,167.79,21.65,68.99,20.83,396.61,214.36,124.3,84.1,97.75,395.92,336.7,80.34,222.84,201.76,121.98
2023-11-13 05:00:00,269.01,326.72,118.27,161.32,269.92,211.5,139.26,167.8,21.33,69.67,20.24,392.96,214.02,124.08,84.45,97.51,401.14,336.72,79.59,225.34,201.08,122.46
2023-11-14 05:00:00,288.63,329.47,122.58,166.31,281.39,217.59,146.73,174.49,22.04,68.3,21.29,404.99,221.51,130.46,85.97,102.51,412.28,343.09,85.98,228.38,210.98,129.76
2023-11-15 05:00:00,290.09,324.36,121.76,164.91,280.28,214.76,144.5,173.01,22.66,67.79,21.17,403.63,221.33,129.82,85.5,101.56,417.63,345.2,85.22,229.26,214.39,128.49
2023-11-16 05:00:00,290.77,322.0,119.98,164.14,273.46,209.71,142.15,172.84,22.35,68.01,20.57,405.11,221.25,129.29,85.39,102.09,411.7,339.01,85.14,226.63,211.09,128.14
2023-11-17 05:00:00,296.48,320.49,120.75,164.43,273.26,214.67,144.43,175.89,22.16,67.31,20.67,405.61,221.86,131.37,84.21,101.92,416.37,340.87,85.79,228.94,213.32,129.99
2023-11-20 05:00:00,297.85,324.12,121.41,165.85,274.36,213.64,145.39,175.81,22.54,66.74,20.66,407.51,222.42,130.72,86.17,102.04,419.57,343.93,86.06,228.99,213.73,129.91
2023-11-21 05:00:00,294.1,322.57,120.13,164.09,273.43,213.86,144.02,177.01,22.53,67.48,20.41,410.53,223.29,130.65,85.91,102.2,422.57,337.61,84.99,230.43,209.68,129.14
2023-11-22 05:00:00,293.61,323.42,120.35,165.03,274.05,216.26,145.67,178.4,22.7,66.77,20.61,411.16,222.0,132.24,86.57,101.79,423.22,341.3,85.31,230.48,210.25,128.37
2023-11-24 05:00:00,296.49,324.87,120.72,162.91,275.8,216.5,146.9,179.32,22.82,68.49,20.83,416.43,223.14,133.06,87.03,102.35,424.11,341.32,85.52,231.13,211.92,129.42
2023-11-27 05:00:00,295.83,325.77,118.98,162.62,276.48,219.34,147.35,180.94,22.59,67.12,20.92,412.21,224.61,133.62,87.17,102.78,418.46,335.88,85.42,231.1,207.15,128.61
2023-11-28 05:00:00,292.39,321.16,117.99,159.94,273.25,211.64,146.52,177.77,22.16,66.85,20.64,401.36,224.67,132.17,85.62,101.32,403.94,344.38,84.43,230.39,205.05,127.41
2023-11-29 05:00:00,294.86,317.01,115.42,160.16,275.11,211.41,147.54,180.03,22.71,65.97,20.74,401.15,223.61,134.14,84.43,101.26,383.93,343.03,86.07,232.07,214.38,128.77
2023-11-30 05:00:00,295.78,320.95,115.77,161.66,280.41,212.52,147.55,181.05,22.67,67.02,21.12,406.66,223.05,135.58,85.43,102.93,390.39,354.76,85.89,240.0,219.57,128.39
2023-12-01 05:00:00,304.84,324.52,117.83,166.86,286.21,214.32,149.89,185.13,23.09,69.39,22.0,418.29,227.92,139.03,85.53,104.29,416.67,356.09,87.78,240.73,223.71,132.57
2023-12-04 05:00:00,312.49,336.33,119.58,170.22,291.39,216.79,152.56,185.29,23.18,69.06,22.75,420.02,227.75,137.77,87.4,104.83,425.32,359.57,87.21,239.94,223.18,132.38
2023-12-05 05:00:00,308.75,327.93,115.56,165.79,288.17,211.77,151.78,182.44,22.9,69.02,22.48,413.44,227.18,138.08,87.41,104.72,418.88,356.93,87.21,240.31,220.08,130.09
2023-12-06 05:00:00,315.8,325.93,115.0,163.54,290.48,211.89,151.25,184.76,23.0,69.33,22.1,418.62,224.68,138.82,87.42,105.88,390.06,353.38,88.9,239.98,218.62,129.52
2023-12-07 05:00:00,316.47,323.46,116.7,169.57,294.12,212.44,152.16,188.16,23.43,67.72,21.91,418.66,222.62,141.0,88.06,106.82,390.37,349.43,91.16,242.07,218.44,129.54
2023-12-08 05:00:00,320.27,322.62,119.89,171.31,295.1,214.73,154.77,189.06,23.3,68.48,22.0,420.62,221.74,143.36,86.66,107.02,391.5,346.03,92.86,241.65,219.93,129.25
2023-12-11 05:00:00,320.75,325.12,123.49,172.84,295.56,216.17,153.72,188.36,23.34,70.86,21.94,429.05,222.59,143.8,87.39,107.65,397.45,346.83,92.93,244.86,223.02,129.62
2023-12-12 05:00:00,322.27,326.15,124.91,173.69,295.35,216.73,155.72,190.65,22.91,69.89,21.86,432.51,224.76,143.16,87.84,107.34,403.85,344.82,92.41,251.7,221.04,126.9
2023-12-13 05:00:00,332.55,328.69,128.7,175.77,297.71,217.45,160.52,192.31,24.3,67.71,22.84,424.66,224.77,146.19,90.19,109.51,398.78,352.35,96.46,256.94,219.26,132.54
2023-12-14 05:00:00,373.88,322.01,130.14,177.71,309.09,218.62,164.48,203.46,24.67,64.04,23.43,444.07,215.95,152.78,88.88,112.22,406.51,355.25,105.18,254.09,227.18,139.77
2023-12-15 05:00:00,375.03,318.1,128.95,174.75,314.41,216.64,164.68,203.56,24.2,62.44,22.97,441.51,214.19,152.43,87.13,111.92,414.85,345.73,102.48,246.45,224.05,140.1
2023-12-18 05:00:00,367.78,319.7,129.97,176.76,314.77,216.77,164.81,203.31,24.62,63.94,22.87,437.9,218.54,148.89,88.24,111.6,417.58,349.59,101.38,246.4,224.8,140.37
2023-12-19 05:00:00,377.61,318.24,134.35,178.07,313.08,218.2,167.2,204.26,24.81,64.23,22.91,440.81,221.93,149.93,88.54,112.77,428.04,354.32,103.38,240.26,230.47,142.51
2023-12-20 05:00:00,368.41,315.81,130.47,176.89,309.45,214.97,165.74,201.55,24.58,64.54,22.61,436.04,217.95,147.49,87.15,110.93,436.54,345.19,102.12,225.51,226.96,140.44
2023-12-21 05:00:00,375.26,317.39,132.86,176.04,310.67,214.02,168.65,201.58,24.5,65.33,22.91,443.69,219.83,147.95,88.2,111.64,450.67,345.55,103.32,218.27,230.39,140.8
2023-12-22 05:00:00,376.52,320.94,134.35,176.77,312.06,216.01,169.09,203.4,24.61,65.81,22.94,443.97,220.2,148.52,88.74,112.27,451.85,350.07,103.57,218.93,232.41,141.09
2023-12-26 05:00:00,378.0,320.84,134.7,178.5,314.19,216.51,171.5,205.12,24.77,66.1,23.11,446.24,219.32,148.26,88.72,112.7,457.86,350.54,103.47,216.27,234.93,142.69
2023-12-27 05:00:00,379.11,321.63,135.57,177.88,313.91,216.2,173.41,205.8,24.79,66.02,23.04,448.97,216.44,148.75,88.33,112.63,451.64,348.74,104.06,214.88,234.55,142.45
2023-12-28 05:00:00,377.55,322.04,135.6,175.95,313.95,216.22,173.1,204.24,24.8,66.33,23.24,447.38,216.58,148.75,88.18,112.11,448.43,349.3,103.53,219.24,234.1,140.87
2023-12-29 05:00:00,374.26,323.86,134.93,174.51,312.43,215.43,171.05,202.84,24.65,66.3,22.86,447.52,215.32,148.23,88.06,111.63,438.22,345.59,102.79,219.89,233.51,139.96
2024-01-02 05:00:00,369.11,326.29,133.89,170.64,310.0,212.78,168.74,200.47,24.88,66.17,22.97,441.11,206.77,148.77,91.59,109.74,427.5,339.41,100.78,227.35,234.52,140.75
2024-01-03 05:00:00,355.33,315.55,129.34,162.06,301.57,210.52,163.68,196.46,24.83,67.7,22.45,429.94,204.44,145.75,90.45,107.14,418.79,331.05,99.01,228.18,225.59,138.23
2024-01-04 05:00:00,347.53,314.31,128.27,165.65,301.66,211.13,163.86,197.45,25.07,68.58,22.25,430.61,200.57,145.24,90.87,103.91,421.22,329.45,98.75,230.11,225.42,136.79
2024-01-05 05:00:00,351.61,323.36,127.13,164.7,306.25,212.45,166.59,200.12,25.74,67.95,22.14,430.59,199.37,147.42,91.27,104.76,419.14,327.25,99.79,229.4,229.57,138.3
2024-01-08 05:00:00,357.2,325.34,127.85,167.23,309.53,213.83,172.44,203.94,26.25,71.93,22.33,435.27,202.25,149.99,92.66,106.22,430.82,337.41,102.16,231.04,230.19,138.07
2024-01-09 05:00:00,358.39,324.13,125.13,166.64,307.71,214.22,168.7,203.57,26.1,69.74,22.24,443.24,204.01,151.15,93.76,105.72,430.07,337.43,101.6,224.36,226.68,135.07
2024-01-10 05:00:00,364.71,329.05,124.0,167.96,305.98,218.57,168.03,205.54,25.82,71.6,22.41,444.07,207.09,150.78,92.6,107.06,435.98,350.12,103.12,221.66,230.85,135.42
2024-01-11 05:00:00,369.72,329.54,124.2,166.71,306.06,221.2,167.11,204.67,25.75,72.61,22.17,441.73,207.1,150.29,92.48,106.35,433.65,347.69,103.64,220.3,230.94,135.04
2024-01-12 05:00:00,365.98,332.45,124.07,166.42,302.1,218.98,167.95,202.91,25.7,72.39,22.18,430.73,210.6,149.22,93.19,107.16,439.86,351.91,101.32,219.05,229.35,134.61
2024-01-16 05:00:00,367.88,330.24,122.41,164.11,300.88,220.28,169.56,200.24,25.64,73.25,21.84,433.89,216.24,147.96,92.92,107.52,437.99,358.83,100.0,218.72,227.78,135.02
2024-01-17 05:00:00,364.26,330.03,123.91,164.34,309.6,218.99,169.34,198.8,25.49,72.8,21.52,433.13,216.56,147.75,92.81,107.69,431.74,358.41,98.89,222.25,226.57,133.51
2024-01-18 05:00:00,371.13,331.66,124.94,165.77,310.11,223.26,170.01,201.68,25.15,74.39,21.32,441.1,217.57,150.71,92.33,109.36,441.53,360.12,99.31,219.11,229.26,136.27
2024-01-19 05:00:00,373.26,335.83,125.16,169.77,308.74,218.88,171.84,204.45,25.24,73.16,21.55,444.05,221.41,150.63,92.16,108.1,450.82,357.59,101.09,217.84,229.5,138.48
2024-01-22 05:00:00,383.05,344.69,124.51,173.1,309.16,223.89,175.27,209.56,25.33,74.94,21.89,454.64,224.39,154.46,91.72,107.95,468.91,358.61,103.03,216.24,231.21,139.74
2024-01-23 05:00:00,368.86,339.72,124.1,171.53,303.92,221.51,175.44,206.42,25.35,74.62,21.92,442.34,222.77,148.67,92.58,106.98,460.765,365.91,97.58,217.79,230.51,140.47
2024-01-24 05:00:00,361.3,339.99,121.61,168.08,302.19,220.11,174.82,207.42,25.32,76.54,21.54,432.69,221.15,146.85,91.63,106.52,452.37,357.29,95.98,218.81,228.04,136.64
2024-01-25 05:00:00,369.19,334.14,122.31,168.21,310.21,220.48,175.74,212.4,26.15,77.32,21.89,439.48,218.28,149.72,92.55,107.52,452.52,356.61,98.19,219.32,230.7,138.38
2024-01-26 05:00:00,366.23,342.33,121.14,169.13,309.05,224.21,173.89,215.91,25.95,76.87,21.67,444.25,219.76,150.2,92.79,107.41,450.15,359.4,98.47,218.01,231.35,141.19
2024-01-29 05:00:00,375.47,344.11,123.0,171.46,314.0,224.63,175.82,224.38,25.91,77.38,21.69,437.07,225.92,152.14,93.2,108.22,459.18,361.97,99.69,216.91,232.7,141.18
