Date,HALO,SLM
2025-03-26 04:00:00,63.82,29.93
2025-03-27 04:00:00,64.48,29.73
2025-03-28 04:00:00,63.84,28.9
2025-03-31 04:00:00,63.81,29.37
2025-04-01 04:00:00,61.87,29.62
2025-04-02 04:00:00,63.02,30.14
2025-04-03 04:00:00,61.92,27.37
2025-04-04 04:00:00,59.77,25.54
2025-04-07 04:00:00,59.35,24.93
2025-04-08 04:00:00,57.54,24.84
2025-04-09 04:00:00,60.65,27.25
2025-04-10 04:00:00,57.7,25.78
2025-04-11 04:00:00,60.22,25.46
2025-04-14 04:00:00,61.39,26.1
2025-04-15 04:00:00,61.28,26.65
2025-04-16 04:00:00,58.82,26.28
2025-04-17 04:00:00,58.79,26.78
2025-04-21 04:00:00,57.29,26.04
2025-04-22 04:00:00,58.21,26.71
2025-04-23 04:00:00,58.41,27.15
2025-04-24 04:00:00,59.25,28.14
2025-04-25 04:00:00,60.49,27.75
2025-04-28 04:00:00,60.57,28.21
2025-04-29 04:00:00,60.82,28.82
2025-04-30 04:00:00,61.42,28.91
2025-05-01 04:00:00,60.03,29.99
2025-05-02 04:00:00,61.19,31.19
2025-05-05 04:00:00,60.62,31.47
2025-05-06 04:00:00,59.38,31.13
2025-05-07 04:00:00,70.14,31.52
2025-05-08 04:00:00,67.73,31.96
2025-05-09 04:00:00,67.5,32.0
