Date,ADBE,AMD,AMGN,BAH,BIO,BLD,BLDR,BWXT,CACI,CAT,CHDN,CLH,CRH,CRM,DHI,EMN,EQIX,EXP,FCNCA,FICO,FSLR,GOOG,GPK,GWW,HUBB,HUBS,IRM,KIM,KKR,LAMR,LEN,LHX,LII,LNW,MLM,MSI,MUSA,NOW,NSC,NTAP,NVR,OC,ORCL,PCAR,POST,REGN,ROST,RPM,SAIA,TEAM,TOL,TSLA,URI,UTHR,WLK,WSO,WST
2022-05-02 04:00:00,407.29,89.84,230.92,82.45,501.42,185.29,63.28,50.76,266.18,212.07,106.675,101.02,39.75,177.57,70.76,101.86,702.39,124.38,649.46,374.09,73.64,117.157,21.82,490.82,194.4,390.71,50.7,24.62,52.94,109.55,75.3921,235.21,216.59,58.11,355.36,214.77,231.76,484.5,256.61,74.0,4432.65,93.34,74.0,56.0067,73.18,652.02,101.32,84.04,208.89,235.28,46.98,300.98,307.03,179.82,127.22,266.39,312.25
2022-05-03 04:00:00,407.58,91.13,232.19,83.24,500.93,185.23,64.83,50.75,265.03,213.62,104.495,102.95,40.57,178.36,71.72,104.95,721.32,129.1,657.08,370.52,75.11,118.1295,22.05,483.99,195.08,370.5,52.57,25.05,54.29,107.06,76.6602,237.53,215.74,58.83,366.48,215.19,234.78,481.86,256.08,74.06,4475.53,95.65,73.29,56.72,74.29,660.49,100.45,84.59,210.91,223.54,48.01,303.0833,312.45,179.68,133.57,264.28,306.45
2022-05-04 04:00:00,423.35,99.42,236.1,86.67,513.58,193.48,68.61,52.46,272.75,222.59,103.905,98.45,41.47,185.48,75.57,108.05,732.14,135.21,685.24,378.42,78.7,122.575,22.57,505.05,200.2,392.21,54.64,25.31,57.35,109.44,80.7648,241.8,221.85,59.0,377.57,219.38,246.2,499.46,264.67,76.7,4685.09,97.77,75.21,58.6733,75.65,660.86,103.92,87.01,225.89,234.7,50.52,317.54,320.51,186.36,140.33,273.87,318.44
2022-05-05 04:00:00,400.51,93.87,234.35,85.42,507.45,195.43,65.91,51.19,271.04,215.93,100.59,96.08,39.62,172.3,71.15,105.67,713.39,128.9,662.23,362.67,76.41,116.7465,22.13,483.14,196.88,341.21,54.58,24.2,55.36,107.19,76.2827,241.48,213.52,55.18,356.14,210.39,240.45,469.33,256.87,73.11,4446.0,95.06,72.8,56.8,75.5,639.37,99.89,84.89,218.2,212.71,47.91,291.0933,303.2,186.99,138.79,260.24,314.76
2022-05-06 04:00:00,391.01,95.34,236.5,84.34,501.46,195.45,65.09,50.33,262.7,214.65,100.5,96.43,39.25,169.7,70.02,105.89,713.44,126.68,651.6,349.89,72.14,115.66,21.75,477.92,196.51,356.38,54.24,23.99,53.55,104.35,76.031,243.83,212.74,52.46,346.0,206.51,236.2,456.74,255.74,72.99,4415.62,94.93,72.49,56.3333,80.75,623.05,96.24,84.36,216.93,202.26,47.67,288.55,295.46,184.09,137.4,256.68,306.34
2022-05-09 04:00:00,376.91,86.36,239.24,81.4,479.05,194.2,64.75,47.85,261.24,206.29,92.58,89.99,38.39,163.6,69.93,103.42,654.19,123.24,640.14,341.44,68.25,113.084,21.1,476.82,196.93,332.91,53.01,23.35,49.86,97.74,74.8112,239.25,215.83,47.2,332.79,202.08,234.07,425.87,249.5,71.32,4370.16,91.65,71.54,56.9,79.79,599.77,93.41,84.94,210.78,183.35,47.26,262.37,286.82,178.58,133.04,254.77,296.82
2022-05-10 04:00:00,393.03,88.73,240.71,81.68,490.17,192.57,65.13,48.14,260.07,202.99,94.81,91.09,38.16,167.15,68.21,102.14,630.05,118.88,643.05,358.41,67.58,114.5845,21.06,469.33,191.88,325.16,51.5,22.73,51.16,97.6,73.3398,237.68,216.25,47.66,328.14,202.85,237.18,432.32,245.75,73.02,4274.21,91.5,72.53,55.8333,78.6,615.09,89.62,83.77,214.49,180.98,46.1,266.68,293.69,179.11,127.35,255.23,296.26
2022-05-11 04:00:00,379.33,87.92,240.64,79.93,475.22,184.61,62.99,46.44,255.45,205.21,90.805,88.06,37.64,161.27,64.86,101.86,624.17,115.9,632.66,351.09,61.72,113.961,20.76,459.18,189.24,310.0,50.55,22.19,50.15,96.89,69.0223,238.48,209.51,47.33,321.56,201.95,238.25,420.36,246.54,69.74,4110.99,88.14,71.03,55.0733,78.88,613.05,87.85,83.55,206.61,169.28,44.15,244.6667,280.82,179.49,129.97,249.41,290.8
2022-05-12 04:00:00,388.49,87.06,244.72,79.62,482.81,194.02,64.0,47.36,256.48,203.03,92.57,88.25,38.24,160.42,67.56,101.03,629.88,120.16,627.1,352.73,61.4,113.161,20.76,469.24,194.45,309.73,51.9,22.5,48.3,96.12,71.9942,235.56,217.82,48.67,327.57,201.54,244.69,432.94,246.06,69.68,4247.75,92.02,70.73,55.66,78.52,633.96,89.12,84.18,205.2,168.24,45.92,242.6667,283.02,181.37,127.19,255.6,295.99
2022-05-13 04:00:00,405.45,95.12,243.4,80.53,502.11,198.18,66.89,48.75,256.67,204.33,96.96,90.85,39.22,166.91,68.53,103.05,659.8,123.09,646.0,361.53,64.25,116.5155,20.43,477.33,194.18,355.87,52.33,23.25,51.57,99.19,74.3078,236.18,221.63,51.53,332.84,215.29,248.8,452.65,249.32,71.21,4293.57,93.22,71.17,55.8333,79.51,645.52,92.06,84.24,215.05,188.9,47.68,256.53,288.44,183.44,130.55,258.13,304.97
2022-05-16 04:00:00,402.86,94.24,243.87,82.21,499.09,197.38,66.72,49.35,266.26,207.19,96.435,90.77,38.84,164.12,68.37,103.35,646.42,122.24,644.52,364.4,62.77,114.7925,20.81,473.96,192.77,336.68,53.03,23.24,50.94,98.64,72.9816,238.96,215.22,48.24,323.41,209.5,256.6,432.93,247.1,71.5,4231.79,93.55,69.71,55.52,81.13,655.01,91.81,84.02,199.47,177.0,47.3,241.4567,282.93,185.13,131.87,258.54,303.37
2022-05-17 04:00:00,409.65,102.47,245.35,83.38,514.36,203.64,68.36,50.29,271.16,213.09,98.265,91.39,40.46,163.73,70.46,106.9,646.81,127.33,674.4,379.6,65.4,116.7015,21.49,482.19,195.21,337.28,53.51,24.09,53.08,100.71,75.0436,241.61,215.58,52.76,334.85,213.39,261.69,432.85,251.7,73.9,4368.39,97.11,71.88,56.7333,82.89,667.56,93.06,86.88,207.44,174.43,48.92,253.87,290.46,190.99,136.29,264.41,304.92
2022-05-18 04:00:00,397.88,96.28,243.96,79.72,503.49,191.86,62.99,50.01,263.14,207.94,93.05,88.75,39.05,157.33,65.71,104.22,637.44,123.31,658.49,375.63,65.36,112.401,20.64,465.78,189.0,313.92,51.02,22.98,50.76,97.43,70.0871,237.85,202.56,50.05,323.97,205.47,238.08,412.25,237.57,70.73,4136.52,94.71,68.3,54.1133,78.6,659.2,92.8,84.19,181.35,162.49,46.39,236.6033,273.4,185.38,131.04,247.65,294.01
2022-05-19 04:00:00,394.38,96.67,244.77,80.84,523.32,190.94,62.71,50.12,264.09,206.76,92.64,90.43,39.32,155.6,66.52,103.19,635.09,126.22,650.28,378.72,66.47,110.7455,20.39,466.96,188.83,339.14,48.63,22.57,50.46,94.45,70.3485,232.74,206.56,49.61,324.65,210.26,238.36,426.76,228.03,68.26,4155.68,93.57,67.04,54.28,77.49,657.15,92.7,84.64,184.39,174.75,46.81,236.4733,272.61,186.31,129.33,247.26,302.21
2022-05-20 04:00:00,399.09,93.5,247.5,78.84,522.2,189.62,60.82,49.3,262.75,197.82,92.815,90.36,39.67,159.65,68.75,101.96,651.79,121.85,635.7,395.42,65.77,109.313,20.35,464.54,186.0,333.54,49.49,22.01,51.76,94.97,72.062,229.4,207.75,49.46,327.76,210.28,238.04,433.03,228.86,66.64,4262.41,89.64,68.63,53.2067,77.13,661.14,71.87,84.36,187.55,177.4,47.68,221.3,269.92,188.33,126.21,246.68,300.68
2022-05-23 04:00:00,406.76,95.07,249.04,81.08,520.75,191.2,62.5,49.61,268.57,204.15,92.755,91.1,40.38,160.32,67.44,103.27,663.53,125.51,656.51,398.72,66.06,111.6665,20.56,467.1,187.44,337.86,50.98,22.09,51.95,96.61,71.7812,233.83,204.97,50.02,333.41,212.79,238.68,430.12,232.79,68.51,4211.33,92.75,70.04,54.5733,78.61,681.91,78.75,85.72,190.56,177.7,46.73,224.9667,274.15,210.14,125.87,247.78,303.34
2022-05-24 04:00:00,398.41,91.16,251.89,84.86,518.73,185.85,59.04,50.28,273.93,205.65,89.76,89.24,40.33,156.93,65.63,103.67,671.81,124.96,648.72,390.84,64.59,105.926,20.49,472.01,184.29,307.95,51.29,22.48,49.99,91.49,69.6902,237.66,201.72,46.97,325.35,214.65,242.95,419.65,232.31,67.4,4061.0,90.63,69.03,54.8267,80.98,686.02,77.61,85.32,184.73,164.17,44.54,209.3867,267.74,218.95,124.19,244.05,300.72
2022-05-25 04:00:00,402.5,92.65,253.01,84.63,508.57,193.15,62.24,50.3,273.36,209.31,91.745,88.72,40.74,159.65,69.0,104.73,686.53,126.34,661.07,398.1,66.04,105.8395,20.82,469.26,182.96,327.41,51.34,22.77,50.6,94.12,73.3107,236.65,205.3,48.53,326.25,213.44,244.66,452.29,232.61,69.44,4189.78,93.21,69.83,55.68,80.31,690.88,81.36,86.7,186.0,170.75,48.09,219.6,275.82,228.39,126.39,244.01,298.79
2022-05-26 04:00:00,408.6,98.75,253.05,86.45,522.46,197.91,66.27,50.62,278.56,212.99,99.095,90.77,41.25,162.46,72.86,107.97,670.0,130.32,682.22,401.62,68.08,108.296,21.45,477.43,186.71,335.12,51.96,23.13,54.44,95.97,76.3892,236.79,208.48,51.8,334.05,217.88,249.22,454.87,236.7,70.49,4350.02,95.31,71.66,56.0933,81.53,683.44,86.99,88.87,196.28,175.18,50.03,235.91,284.84,224.78,128.45,249.63,305.46
2022-05-27 04:00:00,428.22,102.26,255.26,86.86,547.25,200.02,66.76,51.75,284.87,217.14,102.09,93.44,41.87,165.1,74.78,109.63,693.68,134.48,693.83,410.92,72.01,112.799,22.45,490.39,192.45,352.44,54.94,23.74,56.04,98.77,78.577,240.92,211.51,52.63,349.45,223.01,254.41,476.29,241.03,73.05,4467.76,97.39,72.78,57.1133,82.98,692.8,87.31,90.89,199.14,184.78,51.1,253.21,297.46,235.83,132.0,255.45,321.21
2022-05-31 04:00:00,416.48,101.86,256.74,85.86,537.79,197.26,65.09,51.2,280.37,215.85,101.215,93.4,41.49,160.24,75.15,110.16,687.09,130.56,700.4,409.55,70.61,114.039,22.26,487.07,189.86,337.69,53.9,23.65,54.81,97.95,77.6864,240.9,208.9,52.8,339.38,219.74,249.12,467.47,239.66,71.95,4450.62,95.58,71.92,57.8933,82.23,664.74,85.02,88.1,197.59,177.32,50.47,252.7533,298.18,230.34,132.11,255.63,310.38
2022-06-01 04:00:00,418.16,101.22,253.42,85.28,527.79,192.3,63.81,50.32,280.62,217.57,101.89,94.96,40.92,176.07,75.07,109.64,679.0,130.48,693.82,406.25,70.87,114.137,22.41,494.39,188.79,345.35,53.42,22.94,54.46,96.99,77.0862,241.49,206.79,53.45,337.07,217.62,246.13,475.13,241.94,72.51,4387.68,94.73,71.6,59.0267,81.18,658.92,82.66,86.77,195.9,179.25,49.9,246.79,293.5,231.29,135.23,254.43,308.58
2022-06-02 04:00:00,441.28,108.59,248.28,87.47,552.53,202.15,65.87,50.85,286.39,220.0,105.735,95.86,42.07,188.4,76.28,111.41,694.64,135.07,696.01,419.56,74.24,117.746,22.88,498.68,191.78,373.17,53.8,23.32,56.35,97.83,77.5895,240.69,213.85,54.71,347.33,224.11,248.12,504.8,246.81,72.9,4462.76,96.59,73.14,59.3,81.2,630.7,83.21,88.83,207.38,196.62,50.64,258.3333,299.7,228.23,133.38,263.11,317.99
2022-06-03 04:00:00,429.76,106.3,248.45,87.21,535.58,201.7,65.8,51.26,286.32,222.9,105.15,96.48,41.47,184.91,76.0,110.22,678.44,133.69,684.6,420.45,74.93,114.564,22.46,496.28,193.42,354.11,53.57,22.95,55.32,96.02,77.6283,243.14,210.75,54.38,345.64,225.55,252.34,492.48,244.66,71.11,4428.0,94.88,71.79,58.86,80.54,630.35,82.72,87.95,210.52,190.57,50.03,234.5167,301.25,228.64,130.73,256.15,309.88
2022-06-06 04:00:00,429.46,105.65,245.44,88.03,534.98,201.71,66.57,51.61,289.59,223.63,105.625,96.3,41.64,182.87,75.6,111.38,692.36,135.28,687.43,416.59,71.99,117.0105,22.7,498.73,197.96,355.6,53.09,22.64,56.51,96.58,78.4705,241.1,211.6,55.43,347.77,221.25,243.28,492.54,244.68,70.87,4418.51,96.14,72.97,59.0933,82.07,609.03,81.33,88.37,221.22,190.27,50.03,238.28,307.27,225.84,132.56,260.28,309.03
2022-06-07 04:00:00,433.42,105.28,246.41,88.79,540.37,203.89,67.66,52.28,290.92,227.1,106.485,99.93,41.88,187.15,75.49,112.29,691.55,136.18,687.77,421.88,72.0,117.2295,22.74,507.17,203.63,370.29,54.49,23.03,56.95,97.83,78.6157,246.39,213.71,55.72,351.45,221.97,246.06,506.43,249.4,71.46,4412.89,97.52,72.69,59.32,82.52,613.98,80.51,88.98,220.01,200.85,50.58,238.8867,312.68,228.62,133.94,261.17,316.36
2022-06-08 04:00:00,428.84,101.9,245.48,86.93,534.71,198.87,65.52,51.62,282.72,229.8,105.105,96.77,40.36,189.19,73.0,109.26,668.66,131.72,682.0,408.48,71.69,117.238,22.24,498.5,199.43,360.34,53.22,22.2,54.85,95.63,76.6118,244.46,209.96,54.69,336.8,217.86,243.83,505.42,242.81,70.08,4351.72,94.58,71.38,59.5867,80.96,607.76,81.05,86.43,207.72,200.8,49.26,241.8667,305.19,228.73,131.92,255.0,312.01
2022-06-09 04:00:00,426.42,98.8,241.75,86.14,520.81,200.78,65.17,54.13,280.8,223.67,102.765,94.22,39.75,187.11,73.45,108.51,658.42,130.35,665.65,404.83,69.83,114.918,22.21,494.42,198.82,353.31,52.29,21.33,53.17,93.31,76.1665,240.59,206.26,52.9,332.87,214.25,240.99,492.22,237.45,67.77,4338.02,93.87,69.22,58.6867,79.33,575.48,79.76,84.5,203.15,196.06,49.46,239.7067,298.4,221.16,130.44,257.03,304.54
2022-06-10 04:00:00,393.84,94.82,240.01,84.91,506.32,190.56,60.17,53.1,274.37,215.18,96.47,90.89,37.04,178.45,70.39,102.19,649.17,125.72,640.94,401.81,68.0,111.4275,21.46,488.74,195.48,325.6,51.04,20.65,51.05,89.41,72.0716,240.43,201.4,50.35,321.75,209.25,237.96,473.15,229.36,66.81,4173.59,89.29,67.14,56.7333,78.98,571.81,77.2,80.87,191.24,183.81,47.34,232.23,280.22,220.65,122.65,253.98,293.51
2022-06-13 04:00:00,371.65,86.99,236.77,83.3,481.53,177.38,55.47,52.19,269.65,206.88,89.25,87.96,35.71,166.03,66.5,97.8,616.28,118.27,632.24,381.14,63.13,106.8765,20.46,478.19,183.87,294.71,48.37,19.48,46.76,86.92,67.7735,233.25,197.46,46.91,316.6,202.61,229.53,440.37,223.07,64.47,3943.96,82.81,64.05,55.32,76.97,549.3,74.83,78.3,181.3,166.29,44.17,215.7367,265.06,216.46,115.43,252.2,283.87
2022-06-14 04:00:00,370.82,86.99,235.7,82.02,469.96,178.05,55.1,51.79,267.99,206.69,91.36,87.4,35.44,164.45,65.72,96.24,618.51,120.44,622.75,379.41,61.95,107.194,20.41,469.9,181.31,295.85,47.28,19.2,47.1,86.85,66.9313,226.92,195.49,47.41,316.47,203.31,233.46,444.75,222.81,64.32,3905.08,82.66,70.72,56.1067,76.01,548.35,74.0,77.74,182.04,167.68,44.37,220.89,260.12,218.24,114.37,247.97,280.61
2022-06-15 04:00:00,376.92,89.3,235.58,83.19,480.44,178.81,55.46,51.23,269.17,206.0,92.87,86.75,36.16,168.55,65.44,95.05,641.25,120.19,630.17,395.8,64.03,110.3905,20.51,473.06,181.67,307.54,47.97,19.31,48.69,88.36,66.7667,226.7,197.37,49.76,318.45,203.11,230.84,465.95,224.5,65.43,3909.85,83.1,69.7,57.2333,76.34,561.19,76.0,77.9,185.61,179.66,44.38,233.0,265.96,220.09,107.29,245.02,289.89
2022-06-16 04:00:00,365.08,82.05,230.71,80.68,470.38,158.91,50.48,49.29,262.15,194.79,86.86,82.86,35.56,159.85,61.3,87.45,618.43,109.71,598.79,374.79,62.01,106.636,19.34,455.69,173.0,281.81,46.11,18.75,45.06,84.54,62.4298,222.08,186.27,46.76,303.07,197.0,222.83,428.08,222.79,63.29,3670.0,76.19,68.71,54.38,74.3,556.75,73.61,75.45,175.41,165.74,41.58,213.1,245.54,217.67,100.91,228.1,282.69
2022-06-17 04:00:00,360.79,81.57,234.72,81.13,463.67,161.71,50.48,49.91,259.87,192.64,89.435,83.04,35.64,163.26,60.56,87.67,632.81,109.54,618.03,379.03,66.71,107.8655,19.22,442.09,171.33,292.74,46.22,18.94,45.18,88.35,62.5653,221.57,186.45,47.01,303.56,202.84,219.95,443.79,221.47,63.76,3699.92,75.97,67.72,54.6133,75.77,580.95,74.76,75.2,171.86,178.55,41.53,216.76,239.69,219.38,99.37,227.14,282.82
2022-06-21 04:00:00,362.99,83.79,238.41,84.26,475.09,157.04,50.9,50.59,263.5,196.37,89.17,84.09,34.82,166.83,61.3,90.3,640.18,109.17,632.15,385.01,68.2,112.015,19.48,449.84,174.12,299.17,47.19,19.02,46.37,89.52,63.5528,229.6,186.89,47.97,302.55,205.18,224.64,455.27,224.2,64.5,3803.5,75.58,67.68,56.34,77.11,587.67,75.1,75.39,174.66,183.0,42.05,237.0367,242.08,228.84,98.89,230.6,288.53
2022-06-22 04:00:00,365.33,83.75,240.14,84.66,479.98,152.72,50.02,50.26,264.33,187.83,89.95,83.55,34.34,167.45,64.08,89.04,657.95,107.66,643.17,386.63,67.6,112.034,19.45,449.56,173.29,303.92,48.15,19.02,45.82,89.6,65.4985,229.64,188.29,47.98,302.31,209.81,230.73,458.65,224.14,64.7,3827.85,74.91,66.53,55.7133,76.14,586.84,72.81,76.74,170.76,185.4,42.41,236.0867,241.35,232.31,96.32,226.94,288.83
2022-06-23 04:00:00,376.64,82.43,243.09,84.98,505.58,161.86,51.12,50.57,264.45,178.67,90.1,83.41,34.31,173.05,67.4,86.4,677.42,105.58,649.83,402.24,69.6,112.6845,19.68,446.08,174.0,328.49,47.95,19.56,46.39,91.07,68.4511,228.39,198.16,47.22,297.3,211.08,231.87,485.53,221.69,64.85,3941.82,74.38,67.63,54.3867,77.25,607.39,73.98,77.58,181.57,193.26,44.46,235.07,235.84,240.86,94.83,231.92,298.9
2022-06-24 04:00:00,387.72,87.08,245.37,89.54,507.84,167.2,52.8,53.17,277.17,185.49,99.415,86.92,35.26,185.92,67.69,92.45,689.17,107.66,668.84,416.15,70.07,118.538,20.5,460.95,183.32,343.71,49.46,20.14,48.57,92.09,69.6321,233.55,203.64,50.61,309.68,217.33,235.06,504.09,230.43,66.81,4049.72,75.6,70.7,56.14,80.08,612.49,77.53,81.61,190.69,205.32,45.01,245.7067,248.29,238.95,99.6,240.3,301.18
2022-06-27 04:00:00,381.07,86.16,244.85,88.71,507.69,170.22,53.44,53.79,278.2,187.59,97.895,87.0,35.12,181.31,67.97,92.35,685.57,111.83,678.43,415.03,70.62,116.6225,20.87,464.15,186.13,333.33,50.31,20.3,48.47,91.18,69.6902,236.81,203.32,49.71,308.76,217.12,240.72,496.7,227.73,67.27,4046.53,76.99,70.41,55.88,82.82,602.4,76.34,81.14,190.93,202.21,45.63,244.92,251.99,241.14,98.99,243.1,304.82
2022-06-28 04:00:00,365.63,80.78,243.51,87.58,495.16,167.17,52.65,53.14,274.57,187.44,97.005,87.8,34.38,171.46,65.88,91.66,669.1,110.11,674.08,401.36,67.75,112.5715,20.44,450.65,180.9,307.88,49.16,20.37,48.56,89.11,67.5121,235.82,202.46,48.96,302.81,210.24,237.7,473.44,226.39,65.64,3951.32,76.3,68.58,55.4733,81.54,594.42,72.78,79.36,180.79,192.6,44.63,232.6633,247.99,234.02,98.94,238.4,296.46
2022-06-29 04:00:00,368.5,77.99,245.43,88.53,496.07,166.42,52.67,53.52,276.8,183.48,95.95,87.58,34.53,170.61,66.01,91.21,649.5,109.39,667.9,401.06,66.84,112.2565,20.68,453.95,179.52,310.37,48.18,20.18,47.35,88.29,67.4153,237.81,202.59,47.17,300.28,209.73,232.68,477.79,227.13,65.36,3965.98,75.36,69.21,55.42,82.81,597.62,71.81,78.96,183.75,192.36,44.21,228.49,241.07,238.29,97.87,237.98,299.52
2022-06-30 04:00:00,366.06,76.47,243.3,90.36,495.0,167.16,53.7,55.09,281.78,178.76,95.765,87.67,34.82,165.04,66.19,89.77,657.02,109.94,653.78,400.9,68.13,109.3725,20.5,454.43,178.58,300.65,48.69,19.77,46.29,87.97,68.3156,241.7,206.59,46.99,299.24,209.6,232.87,475.52,227.29,65.24,4004.14,74.31,69.87,54.8933,82.35,591.13,70.23,78.72,188.0,187.4,44.6,224.4733,242.91,235.64,98.02,238.82,302.37
2022-07-01 04:00:00,368.48,73.67,245.55,92.84,502.34,175.14,57.46,56.44,287.19,178.29,98.68,90.32,34.99,168.2,70.09,88.95,673.03,112.29,672.58,408.26,68.15,109.081,21.38,461.31,181.55,313.65,49.33,20.21,46.73,88.49,72.2168,243.24,211.97,48.57,296.05,210.08,236.92,484.36,228.55,62.78,4168.91,77.49,70.87,55.26,84.37,595.4,71.38,80.49,186.83,197.51,47.07,227.2633,244.36,238.0,98.86,240.98,307.74
2022-07-05 04:00:00,376.49,75.2,246.73,90.12,506.0,178.08,58.69,54.7,279.18,173.76,100.33,87.07,33.83,172.2,72.5,88.36,667.16,110.87,683.71,411.33,66.23,113.887,20.97,455.17,182.33,329.46,48.77,20.11,47.65,88.36,74.9177,230.96,216.86,49.27,300.64,212.23,237.56,495.93,224.18,64.22,4369.0,77.53,71.99,54.5733,83.14,596.56,73.82,81.72,191.44,208.39,48.14,233.0667,244.99,237.15,94.52,244.65,306.06
2022-07-06 04:00:00,382.83,75.35,245.25,91.91,509.67,177.28,58.86,55.75,285.22,172.31,98.0,86.43,34.05,172.73,72.04,88.73,662.53,111.13,672.59,419.0,66.16,115.2135,21.04,470.12,183.03,320.11,48.78,19.91,47.34,88.41,74.182,239.6,216.89,48.46,307.92,216.92,246.89,493.31,225.74,63.33,4348.44,76.76,71.66,54.2133,83.56,594.9,73.99,81.58,195.11,207.85,47.24,231.7333,241.58,241.9,95.21,246.97,315.55
2022-07-07 04:00:00,390.89,79.3,247.42,92.39,512.54,178.94,60.52,56.29,286.88,180.28,99.705,87.51,34.47,176.64,72.79,90.78,660.74,112.96,688.41,423.61,70.64,119.306,21.24,473.82,186.4,316.27,49.0,20.05,48.69,91.72,75.2178,238.57,218.15,47.88,310.2,219.41,250.4,497.05,228.75,64.79,4366.93,79.3,71.83,54.8267,83.48,607.45,76.54,80.81,202.62,213.77,47.35,244.5433,251.09,240.2,97.91,248.06,320.26
2022-07-08 04:00:00,389.44,79.35,248.48,92.54,517.12,178.81,60.74,56.48,288.19,179.1,99.565,88.31,34.91,175.5,73.36,90.19,650.52,112.0,681.95,418.85,72.51,120.1685,20.95,475.13,185.65,305.8,48.7,19.82,47.55,91.38,75.8858,238.17,214.49,46.41,307.44,214.65,255.13,494.15,226.2,65.04,4370.8,79.5,71.87,54.0467,83.3,621.57,75.46,79.98,204.98,214.08,48.04,250.7633,248.86,244.17,97.02,248.55,318.48
2022-07-11 04:00:00,384.16,76.95,247.78,91.93,521.87,177.4,59.98,55.94,287.39,175.02,97.36,87.3,34.58,174.36,73.27,89.67,647.31,112.78,675.59,417.82,69.29,116.5225,20.87,477.71,185.0,292.32,48.05,19.82,47.27,90.3,76.1859,238.56,215.98,44.3,313.58,213.45,266.79,490.4,225.57,64.4,4372.64,79.17,71.57,52.86,82.81,614.46,74.6,79.55,204.74,211.03,47.99,234.3433,249.33,241.79,96.54,252.32,315.94
2022-07-12 04:00:00,375.54,76.36,246.97,90.44,500.29,178.07,62.51,55.05,284.3,174.49,99.11,85.46,34.76,166.33,74.4,90.71,628.25,114.66,680.0,412.13,68.42,114.8495,20.62,474.17,185.02,273.34,47.66,20.19,46.67,90.47,75.789,232.19,216.23,43.69,313.58,208.17,263.24,427.94,222.36,64.32,4363.02,81.71,70.41,53.5467,83.83,610.09,75.07,81.2,206.97,192.67,47.93,233.07,250.98,239.72,95.25,249.54,296.77
2022-07-13 04:00:00,371.94,77.52,247.09,89.97,499.17,178.46,63.11,54.58,280.31,173.87,100.605,85.61,34.46,163.49,73.76,88.58,625.89,113.16,672.13,416.32,69.16,112.187,20.63,454.35,185.57,270.03,47.17,19.88,46.17,90.38,76.2827,227.02,215.85,43.42,309.69,211.03,264.02,422.77,221.47,64.29,4387.66,81.53,70.03,52.88,83.72,602.02,76.33,81.07,192.95,194.47,48.16,237.04,251.05,236.83,93.25,250.06,300.0
2022-07-14 04:00:00,372.96,78.6,245.59,90.22,487.95,177.14,62.85,54.04,280.51,169.94,100.32,85.53,34.3,161.04,72.64,86.54,611.93,112.58,657.54,419.5,71.04,111.44,20.54,456.35,187.16,263.97,44.71,19.48,45.83,88.86,75.0629,221.91,213.23,42.58,312.22,209.77,269.34,420.97,221.7,64.99,4361.53,80.33,69.45,52.72,83.59,598.86,76.97,81.57,194.69,184.98,47.48,238.3133,248.53,237.13,91.0,249.25,294.37
2022-07-15 04:00:00,379.86,81.11,248.69,90.3,494.04,177.68,63.84,54.15,283.81,173.38,102.825,86.76,34.85,167.38,73.46,88.67,619.75,114.07,681.98,428.3,65.27,112.767,20.64,457.4,189.79,273.71,44.84,20.12,48.24,91.69,75.5954,223.84,216.22,44.49,314.96,215.02,273.02,435.62,227.89,65.95,4363.43,80.47,70.74,53.3667,83.85,607.54,77.98,81.94,195.67,188.89,48.01,240.0667,251.84,240.08,92.03,253.69,300.44
2022-07-18 04:00:00,375.23,81.43,243.84,90.04,475.79,175.75,63.72,53.02,281.0,173.49,102.715,86.43,34.97,167.89,72.57,88.99,614.97,116.42,681.28,425.4,67.005,109.91,20.28,453.26,183.0,274.79,45.36,20.36,48.71,92.6,74.7919,220.12,212.23,45.07,314.4,211.89,269.13,426.74,229.06,65.57,4363.97,80.51,70.21,53.54,83.37,586.7,79.12,81.01,198.76,187.97,47.45,240.5467,257.05,234.11,92.3,247.79,291.98
2022-07-19 04:00:00,387.83,85.88,247.32,92.67,490.09,180.85,65.37,54.63,284.7,179.49,105.14,90.07,36.56,173.81,74.28,92.17,637.38,120.25,693.51,440.43,70.65,114.62,20.89,465.93,191.73,283.63,46.42,21.01,50.79,96.95,76.8151,225.64,219.83,47.48,323.12,218.28,275.88,435.94,236.19,68.31,4458.29,82.82,72.24,56.0267,84.76,595.73,81.17,83.3,209.4,191.59,48.65,245.53,270.51,231.43,94.72,257.09,300.19
2022-07-20 04:00:00,401.49,89.43,246.63,93.04,496.04,182.37,66.12,54.63,284.31,179.97,107.145,91.64,35.72,182.45,73.08,92.36,637.38,120.14,695.2,450.0,72.98,114.7,21.0,471.45,192.38,309.29,46.35,21.41,51.61,99.77,76.6409,224.37,220.96,49.39,325.36,217.03,271.5,456.85,237.87,69.6,4442.2,83.76,72.59,56.2267,84.06,594.59,82.48,83.91,212.52,213.04,47.83,247.5,275.64,226.13,94.41,260.59,303.41
2022-07-21 04:00:00,408.91,91.09,245.78,93.27,534.41,187.49,65.69,55.24,287.17,180.99,109.595,92.27,36.18,185.35,75.83,93.12,650.19,122.36,709.86,466.22,73.26,115.04,21.4,473.32,195.11,318.87,47.26,21.41,52.45,98.36,79.4579,224.09,225.39,50.58,329.7,222.22,266.6,460.29,242.11,70.52,4552.68,84.62,74.54,56.3333,84.28,592.44,83.61,86.23,214.7,214.18,49.78,271.7067,279.79,226.2,92.44,257.61,316.6
