Date,GOOG,TSLA,ORCL,AMD,ADBE,CRM,AMGN,CAT,NOW,REGN,KKR,EQIX,NXPI,MSI,PCAR,ROST,NSC,GWW,DHI,LHX,URI,LEN,FICO,MLM,IRM,NTAP,FSLR,WST,NVR,HUBB,BLDR,KIM,EMN,BIO
2022-05-02 04:00:00,117.157,300.98,74.0,89.84,407.29,177.57,230.92,212.07,484.5,652.02,52.94,702.39,177.0,214.77,56.0067,101.32,256.61,490.82,70.76,235.21,307.03,75.3921,374.09,355.36,50.7,74.0,73.64,312.25,4432.65,194.4,63.28,24.62,101.86,501.42
2022-05-03 04:00:00,118.1295,303.0833,73.29,91.13,407.58,178.36,232.19,213.62,481.86,660.49,54.29,721.32,178.07,215.19,56.72,100.45,256.08,483.99,71.72,237.53,312.45,76.6602,370.52,366.48,52.57,74.06,75.11,306.45,4475.53,195.08,64.83,25.05,104.95,500.93
2022-05-04 04:00:00,122.575,317.54,75.21,99.42,423.35,185.48,236.1,222.59,499.46,660.86,57.35,732.14,185.92,219.38,58.6733,103.92,264.67,505.05,75.57,241.8,320.51,80.7648,378.42,377.57,54.64,76.7,78.7,318.44,4685.09,200.2,68.61,25.31,108.05,513.58
2022-05-05 04:00:00,116.7465,291.0933,72.8,93.87,400.51,172.3,234.35,215.93,469.33,639.37,55.36,713.39,178.37,210.39,56.8,99.89,256.87,483.14,71.15,241.48,303.2,76.2827,362.67,356.14,54.58,73.11,76.41,314.76,4446.0,196.88,65.91,24.2,105.67,507.45
2022-05-06 04:00:00,115.66,288.55,72.49,95.34,391.01,169.7,236.5,214.65,456.74,623.05,53.55,713.44,177.58,206.51,56.3333,96.24,255.74,477.92,70.02,243.83,295.46,76.031,349.89,346.0,54.24,72.99,72.14,306.34,4415.62,196.51,65.09,23.99,105.89,501.46
2022-05-09 04:00:00,113.084,262.37,71.54,86.36,376.91,163.6,239.24,206.29,425.87,599.77,49.86,654.19,172.9,202.08,56.9,93.41,249.5,476.82,69.93,239.25,286.82,74.8112,341.44,332.79,53.01,71.32,68.25,296.82,4370.16,196.93,64.75,23.35,103.42,479.05
2022-05-10 04:00:00,114.5845,266.68,72.53,88.73,393.03,167.15,240.71,202.99,432.32,615.09,51.16,630.05,178.44,202.85,55.8333,89.62,245.75,469.33,68.21,237.68,293.69,73.3398,358.41,328.14,51.5,73.02,67.58,296.26,4274.21,191.88,65.13,22.73,102.14,490.17
2022-05-11 04:00:00,113.961,244.6667,71.03,87.92,379.33,161.27,240.64,205.21,420.36,613.05,50.15,624.17,170.87,201.95,55.0733,87.85,246.54,459.18,64.86,238.48,280.82,69.0223,351.09,321.56,50.55,69.74,61.72,290.8,4110.99,189.24,62.99,22.19,101.86,475.22
2022-05-12 04:00:00,113.161,242.6667,70.73,87.06,388.49,160.42,244.72,203.03,432.94,633.96,48.3,629.88,173.66,201.54,55.66,89.12,246.06,469.24,67.56,235.56,283.02,71.9942,352.73,327.57,51.9,69.68,61.4,295.99,4247.75,194.45,64.0,22.5,101.03,482.81
2022-05-13 04:00:00,116.5155,256.53,71.17,95.12,405.45,166.91,243.4,204.33,452.65,645.52,51.57,659.8,181.99,215.29,55.8333,92.06,249.32,477.33,68.53,236.18,288.44,74.3078,361.53,332.84,52.33,71.21,64.25,304.97,4293.57,194.18,66.89,23.25,103.05,502.11
2022-05-16 04:00:00,114.7925,241.4567,69.71,94.24,402.86,164.12,243.87,207.19,432.93,655.01,50.94,646.42,176.99,209.5,55.52,91.81,247.1,473.96,68.37,238.96,282.93,72.9816,364.4,323.41,53.03,71.5,62.77,303.37,4231.79,192.77,66.72,23.24,103.35,499.09
2022-05-17 04:00:00,116.7015,253.87,71.88,102.47,409.65,163.73,245.35,213.09,432.85,667.56,53.08,646.81,185.64,213.39,56.7333,93.06,251.7,482.19,70.46,241.61,290.46,75.0436,379.6,334.85,53.51,73.9,65.4,304.92,4368.39,195.21,68.36,24.09,106.9,514.36
2022-05-18 04:00:00,112.401,236.6033,68.3,96.28,397.88,157.33,243.96,207.94,412.25,659.2,50.76,637.44,175.39,205.47,54.1133,92.8,237.57,465.78,65.71,237.85,273.4,70.0871,375.63,323.97,51.02,70.73,65.36,294.01,4136.52,189.0,62.99,22.98,104.22,503.49
2022-05-19 04:00:00,110.7455,236.4733,67.04,96.67,394.38,155.6,244.77,206.76,426.76,657.15,50.46,635.09,175.79,210.26,54.28,92.7,228.03,466.96,66.52,232.74,272.61,70.3485,378.72,324.65,48.63,68.26,66.47,302.21,4155.68,188.83,62.71,22.57,103.19,523.32
2022-05-20 04:00:00,109.313,221.3,68.63,93.5,399.09,159.65,247.5,197.82,433.03,661.14,51.76,651.79,180.11,210.28,53.2067,71.87,228.86,464.54,68.75,229.4,269.92,72.062,395.42,327.76,49.49,66.64,65.77,300.68,4262.41,186.0,60.82,22.01,101.96,522.2
2022-05-23 04:00:00,111.6665,224.9667,70.04,95.07,406.76,160.32,249.04,204.15,430.12,681.91,51.95,663.53,180.69,212.79,54.5733,78.75,232.79,467.1,67.44,233.83,274.15,71.7812,398.72,333.41,50.98,68.51,66.06,303.34,4211.33,187.44,62.5,22.09,103.27,520.75
2022-05-24 04:00:00,105.926,209.3867,69.03,91.16,398.41,156.93,251.89,205.65,419.65,686.02,49.99,671.81,179.12,214.65,54.8267,77.61,232.31,472.01,65.63,237.66,267.74,69.6902,390.84,325.35,51.29,67.4,64.59,300.72,4061.0,184.29,59.04,22.48,103.67,518.73
2022-05-25 04:00:00,105.8395,219.6,69.83,92.65,402.5,159.65,253.01,209.31,452.29,690.88,50.6,686.53,184.63,213.44,55.68,81.36,232.61,469.26,69.0,236.65,275.82,73.3107,398.1,326.25,51.34,69.44,66.04,298.79,4189.78,182.96,62.24,22.77,104.73,508.57
2022-05-26 04:00:00,108.296,235.91,71.66,98.75,408.6,162.46,253.05,212.99,454.87,683.44,54.44,670.0,192.63,217.88,56.0933,86.99,236.7,477.43,72.86,236.79,284.84,76.3892,401.62,334.05,51.96,70.49,68.08,305.46,4350.02,186.71,66.27,23.13,107.97,522.46
2022-05-27 04:00:00,112.799,253.21,72.78,102.26,428.22,165.1,255.26,217.14,476.29,692.8,56.04,693.68,195.93,223.01,57.1133,87.31,241.03,490.39,74.78,240.92,297.46,78.577,410.92,349.45,54.94,73.05,72.01,321.21,4467.76,192.45,66.76,23.74,109.63,547.25
2022-05-31 04:00:00,114.039,252.7533,71.92,101.86,416.48,160.24,256.74,215.85,467.47,664.74,54.81,687.09,189.76,219.74,57.8933,85.02,239.66,487.07,75.15,240.9,298.18,77.6864,409.55,339.38,53.9,71.95,70.61,310.38,4450.62,189.86,65.09,23.65,110.16,537.79
2022-06-01 04:00:00,114.137,246.79,71.6,101.22,418.16,176.07,253.42,217.57,475.13,658.92,54.46,679.0,184.57,217.62,59.0267,82.66,241.94,494.39,75.07,241.49,293.5,77.0862,406.25,337.07,53.42,72.51,70.87,308.58,4387.68,188.79,63.81,22.94,109.64,527.79
2022-06-02 04:00:00,117.746,258.3333,73.14,108.59,441.28,188.4,248.28,220.0,504.8,630.7,56.35,694.64,187.94,224.11,59.3,83.21,246.81,498.68,76.28,240.69,299.7,77.5895,419.56,347.33,53.8,72.9,74.24,317.99,4462.76,191.78,65.87,23.32,111.41,552.53
2022-06-03 04:00:00,114.564,234.5167,71.79,106.3,429.76,184.91,248.45,222.9,492.48,630.35,55.32,678.44,182.37,225.55,58.86,82.72,244.66,496.28,76.0,243.14,301.25,77.6283,420.45,345.64,53.57,71.11,74.93,309.88,4428.0,193.42,65.8,22.95,110.22,535.58
2022-06-06 04:00:00,117.0105,238.28,72.97,105.65,429.46,182.87,245.44,223.63,492.54,609.03,56.51,692.36,180.01,221.25,59.0933,81.33,244.68,498.73,75.6,241.1,307.27,78.4705,416.59,347.77,53.09,70.87,71.99,309.03,4418.51,197.96,66.57,22.64,111.38,534.98
2022-06-07 04:00:00,117.2295,238.8867,72.69,105.28,433.42,187.15,246.41,227.1,506.43,613.98,56.95,691.55,181.83,221.97,59.32,80.51,249.4,507.17,75.49,246.39,312.68,78.6157,421.88,351.45,54.49,71.46,72.0,316.36,4412.89,203.63,67.66,23.03,112.29,540.37
2022-06-08 04:00:00,117.238,241.8667,71.38,101.9,428.84,189.19,245.48,229.8,505.42,607.76,54.85,668.66,177.07,217.86,59.5867,81.05,242.81,498.5,73.0,244.46,305.19,76.6118,408.48,336.8,53.22,70.08,71.69,312.01,4351.72,199.43,65.52,22.2,109.26,534.71
2022-06-09 04:00:00,114.918,239.7067,69.22,98.8,426.42,187.11,241.75,223.67,492.22,575.48,53.17,658.42,184.22,214.25,58.6867,79.76,237.45,494.42,73.45,240.59,298.4,76.1665,404.83,332.87,52.29,67.77,69.83,304.54,4338.02,198.82,65.17,21.33,108.51,520.81
2022-06-10 04:00:00,111.4275,232.23,67.14,94.82,393.84,178.45,240.01,215.18,473.15,571.81,51.05,649.17,178.57,209.25,56.7333,77.2,229.36,488.74,70.39,240.43,280.22,72.0716,401.81,321.75,51.04,66.81,68.0,293.51,4173.59,195.48,60.17,20.65,102.19,506.32
2022-06-13 04:00:00,106.8765,215.7367,64.05,86.99,371.65,166.03,236.77,206.88,440.37,549.3,46.76,616.28,168.52,202.61,55.32,74.83,223.07,478.19,66.5,233.25,265.06,67.7735,381.14,316.6,48.37,64.47,63.13,283.87,3943.96,183.87,55.47,19.48,97.8,481.53
2022-06-14 04:00:00,107.194,220.89,70.72,86.99,370.82,164.45,235.7,206.69,444.75,548.35,47.1,618.51,168.29,203.31,56.1067,74.0,222.81,469.9,65.72,226.92,260.12,66.9313,379.41,316.47,47.28,64.32,61.95,280.61,3905.08,181.31,55.1,19.2,96.24,469.96
2022-06-15 04:00:00,110.3905,233.0,69.7,89.3,376.92,168.55,235.58,206.0,465.95,561.19,48.69,641.25,168.94,203.11,57.2333,76.0,224.5,473.06,65.44,226.7,265.96,66.7667,395.8,318.45,47.97,65.43,64.03,289.89,3909.85,181.67,55.46,19.31,95.05,480.44
2022-06-16 04:00:00,106.636,213.1,68.71,82.05,365.08,159.85,230.71,194.79,428.08,556.75,45.06,618.43,158.32,197.0,54.38,73.61,222.79,455.69,61.3,222.08,245.54,62.4298,374.79,303.07,46.11,63.29,62.01,282.69,3670.0,173.0,50.48,18.75,87.45,470.38
2022-06-17 04:00:00,107.8655,216.76,67.72,81.57,360.79,163.26,234.72,192.64,443.79,580.95,45.18,632.81,157.83,202.84,54.6133,74.76,221.47,442.09,60.56,221.57,239.69,62.5653,379.03,303.56,46.22,63.76,66.71,282.82,3699.92,171.33,50.48,18.94,87.67,463.67
2022-06-21 04:00:00,112.015,237.0367,67.68,83.79,362.99,166.83,238.41,196.37,455.27,587.67,46.37,640.18,159.09,205.18,56.34,75.1,224.2,449.84,61.3,229.6,242.08,63.5528,385.01,302.55,47.19,64.5,68.2,288.53,3803.5,174.12,50.9,19.02,90.3,475.09
2022-06-22 04:00:00,112.034,236.0867,66.53,83.75,365.33,167.45,240.14,187.83,458.65,586.84,45.82,657.95,156.95,209.81,55.7133,72.81,224.14,449.56,64.08,229.64,241.35,65.4985,386.63,302.31,48.15,64.7,67.6,288.83,3827.85,173.29,50.02,19.02,89.04,479.98
2022-06-23 04:00:00,112.6845,235.07,67.63,82.43,376.64,173.05,243.09,178.67,485.53,607.39,46.39,677.42,153.51,211.08,54.3867,73.98,221.69,446.08,67.4,228.39,235.84,68.4511,402.24,297.3,47.95,64.85,69.6,298.9,3941.82,174.0,51.12,19.56,86.4,505.58
2022-06-24 04:00:00,118.538,245.7067,70.7,87.08,387.72,185.92,245.37,185.49,504.09,612.49,48.57,689.17,159.32,217.33,56.14,77.53,230.43,460.95,67.69,233.55,248.29,69.6321,416.15,309.68,49.46,66.81,70.07,301.18,4049.72,183.32,52.8,20.14,92.45,507.84
2022-06-27 04:00:00,116.6225,244.92,70.41,86.16,381.07,181.31,244.85,187.59,496.7,602.4,48.47,685.57,158.86,217.12,55.88,76.34,227.73,464.15,67.97,236.81,251.99,69.6902,415.03,308.76,50.31,67.27,70.62,304.82,4046.53,186.13,53.44,20.3,92.35,507.69
2022-06-28 04:00:00,112.5715,232.6633,68.58,80.78,365.63,171.46,243.51,187.44,473.44,594.42,48.56,669.1,154.22,210.24,55.4733,72.78,226.39,450.65,65.88,235.82,247.99,67.5121,401.36,302.81,49.16,65.64,67.75,296.46,3951.32,180.9,52.65,20.37,91.66,495.16
2022-06-29 04:00:00,112.2565,228.49,69.21,77.99,368.5,170.61,245.43,183.48,477.79,597.62,47.35,649.5,150.02,209.73,55.42,71.81,227.13,453.95,66.01,237.81,241.07,67.4153,401.06,300.28,48.18,65.36,66.84,299.52,3965.98,179.52,52.67,20.18,91.21,496.07
2022-06-30 04:00:00,109.3725,224.4733,69.87,76.47,366.06,165.04,243.3,178.76,475.52,591.13,46.29,657.02,148.03,209.6,54.8933,70.23,227.29,454.43,66.19,241.7,242.91,68.3156,400.9,299.24,48.69,65.24,68.13,302.37,4004.14,178.58,53.7,19.77,89.77,495.0
2022-07-01 04:00:00,109.081,227.2633,70.87,73.67,368.48,168.2,245.55,178.29,484.36,595.4,46.73,673.03,146.09,210.08,55.26,71.38,228.55,461.31,70.09,243.24,244.36,72.2168,408.26,296.05,49.33,62.78,68.15,307.74,4168.91,181.55,57.46,20.21,88.95,502.34
2022-07-05 04:00:00,113.887,233.0667,71.99,75.2,376.49,172.2,246.73,173.76,495.93,596.56,47.65,667.16,145.91,212.23,54.5733,73.82,224.18,455.17,72.5,230.96,244.99,74.9177,411.33,300.64,48.77,64.22,66.23,306.06,4369.0,182.33,58.69,20.11,88.36,506.0
2022-07-06 04:00:00,115.2135,231.7333,71.66,75.35,382.83,172.73,245.25,172.31,493.31,594.9,47.34,662.53,145.75,216.92,54.2133,73.99,225.74,470.12,72.04,239.6,241.58,74.182,419.0,307.92,48.78,63.33,66.16,315.55,4348.44,183.03,58.86,19.91,88.73,509.67
2022-07-07 04:00:00,119.306,244.5433,71.83,79.3,390.89,176.64,247.42,180.28,497.05,607.45,48.69,660.74,152.02,219.41,54.8267,76.54,228.75,473.82,72.79,238.57,251.09,75.2178,423.61,310.2,49.0,64.79,70.64,320.26,4366.93,186.4,60.52,20.05,90.78,512.54
2022-07-08 04:00:00,120.1685,250.7633,71.87,79.35,389.44,175.5,248.48,179.1,494.15,621.57,47.55,650.52,154.28,214.65,54.0467,75.46,226.2,475.13,73.36,238.17,248.86,75.8858,418.85,307.44,48.7,65.04,72.51,318.48,4370.8,185.65,60.74,19.82,90.19,517.12
2022-07-11 04:00:00,116.5225,234.3433,71.57,76.95,384.16,174.36,247.78,175.02,490.4,614.46,47.27,647.31,151.96,213.45,52.86,74.6,225.57,477.71,73.27,238.56,249.33,76.1859,417.82,313.58,48.05,64.4,69.29,315.94,4372.64,185.0,59.98,19.82,89.67,521.87
2022-07-12 04:00:00,114.8495,233.07,70.41,76.36,375.54,166.33,246.97,174.49,427.94,610.09,46.67,628.25,152.24,208.17,53.5467,75.07,222.36,474.17,74.4,232.19,250.98,75.789,412.13,313.58,47.66,64.32,68.42,296.77,4363.02,185.02,62.51,20.19,90.71,500.29
2022-07-13 04:00:00,112.187,237.04,70.03,77.52,371.94,163.49,247.09,173.87,422.77,602.02,46.17,625.89,155.01,211.03,52.88,76.33,221.47,454.35,73.76,227.02,251.05,76.2827,416.32,309.69,47.17,64.29,69.16,300.0,4387.66,185.57,63.11,19.88,88.58,499.17
2022-07-14 04:00:00,111.44,238.3133,69.45,78.6,372.96,161.04,245.59,169.94,420.97,598.86,45.83,611.93,159.82,209.77,52.72,76.97,221.7,456.35,72.64,221.91,248.53,75.0629,419.5,312.22,44.71,64.99,71.04,294.37,4361.53,187.16,62.85,19.48,86.54,487.95
2022-07-15 04:00:00,112.767,240.0667,70.74,81.11,379.86,167.38,248.69,173.38,435.62,607.54,48.24,619.75,163.98,215.02,53.3667,77.98,227.89,457.4,73.46,223.84,251.84,75.5954,428.3,314.96,44.84,65.95,65.27,300.44,4363.43,189.79,63.84,20.12,88.67,494.04
2022-07-18 04:00:00,109.91,240.5467,70.21,81.43,375.23,167.89,243.84,173.49,426.74,586.7,48.71,614.97,161.92,211.89,53.54,79.12,229.06,453.26,72.57,220.12,257.05,74.7919,425.4,314.4,45.36,65.57,67.005,291.98,4363.97,183.0,63.72,20.36,88.99,475.79
2022-07-19 04:00:00,114.62,245.53,72.24,85.88,387.83,173.81,247.32,179.49,435.94,595.73,50.79,637.38,170.43,218.28,56.0267,81.17,236.19,465.93,74.28,225.64,270.51,76.8151,440.43,323.12,46.42,68.31,70.65,300.19,4458.29,191.73,65.37,21.01,92.17,490.09
2022-07-20 04:00:00,114.7,247.5,72.59,89.43,401.49,182.45,246.63,179.97,456.85,594.59,51.61,637.38,176.48,217.03,56.2267,82.48,237.87,471.45,73.08,224.37,275.64,76.6409,450.0,325.36,46.35,69.6,72.98,303.41,4442.2,192.38,66.12,21.41,92.36,496.04
2022-07-21 04:00:00,115.04,271.7067,74.54,91.09,408.91,185.35,245.78,180.99,460.29,592.44,52.45,650.19,179.95,222.22,56.3333,83.61,242.11,473.32,75.83,224.09,279.79,79.4579,466.22,329.7,47.26,70.52,73.26,316.6,4552.68,195.11,65.69,21.41,93.12,534.41
2022-07-22 04:00:00,108.36,272.2433,74.9,88.1,401.9,182.47,245.95,178.62,446.77,586.11,51.33,653.78,175.14,221.16,56.4867,83.24,243.1,473.88,77.39,225.13,274.29,80.4259,467.65,326.21,47.37,69.26,72.59,313.64,4552.61,193.69,65.56,21.45,93.07,524.62
2022-07-25 04:00:00,108.21,268.4333,74.86,87.54,391.96,177.29,248.72,181.81,440.0,587.28,52.14,649.48,174.13,223.51,57.3533,82.63,246.9,482.12,75.36,226.3,277.83,79.0029,469.7,330.33,47.02,69.17,74.15,313.51,4464.83,195.53,65.18,21.51,94.22,528.18
2022-07-26 04:00:00,105.44,258.86,74.03,85.25,379.26,170.46,251.14,181.23,422.82,582.56,51.1,641.7,174.46,224.27,57.98,77.96,244.61,479.57,75.23,223.75,276.21,78.4511,427.62,328.54,46.82,69.42,73.57,313.36,4360.02,204.08,64.34,21.17,92.83,534.68
2022-07-27 04:00:00,113.6,274.82,75.87,89.82,392.78,180.3,251.72,185.25,448.6,587.91,52.63,652.21,181.42,230.25,59.38,80.27,243.24,487.61,77.85,223.9,287.23,80.91,437.67,336.03,47.05,70.57,76.76,320.52,4372.53,209.71,65.24,21.5,94.99,546.69
2022-07-28 04:00:00,114.59,280.9,77.04,91.67,403.5,181.29,249.75,187.84,436.5,582.37,55.44,711.31,183.12,236.32,60.6533,81.4,244.83,501.88,78.31,231.79,304.83,82.4782,456.27,343.45,48.0,71.71,88.5,339.92,4389.84,217.16,65.83,21.86,95.16,559.86
2022-07-29 04:00:00,116.64,297.15,77.84,94.47,410.12,184.02,247.47,198.25,446.66,581.69,55.46,703.74,183.88,238.59,61.0133,81.26,251.17,543.53,78.03,239.97,322.67,82.2846,462.03,352.08,48.49,71.33,99.17,343.56,4393.1,219.02,68.0,22.11,95.93,563.26
2022-08-01 04:00:00,115.48,297.2767,77.44,96.78,411.09,182.98,245.64,194.86,453.77,576.68,55.53,694.43,184.5,236.63,60.5533,82.3,253.01,549.6,78.23,241.0,319.68,82.5073,460.7,354.17,48.83,71.96,99.49,339.04,4419.44,214.77,73.34,21.69,94.06,553.61
2022-08-02 04:00:00,115.9,300.5867,76.35,99.29,409.96,183.79,243.91,183.51,454.44,574.96,52.24,688.71,180.47,237.46,60.1533,79.83,248.02,540.25,74.16,243.97,314.1,79.3804,462.6,352.44,48.37,71.37,99.72,339.1,4246.8,212.43,70.27,21.37,93.22,547.96
2022-08-03 04:00:00,118.78,307.3967,77.37,98.09,424.54,189.65,247.14,182.87,471.45,608.77,53.29,696.16,185.55,238.45,60.56,84.58,250.3,543.02,74.22,241.36,317.6,79.9226,470.46,355.39,48.36,72.55,97.89,343.65,4279.62,214.18,69.01,21.43,93.37,548.55
2022-08-04 04:00:00,118.87,308.6333,77.4,103.91,430.59,191.27,246.98,183.64,493.0,614.96,53.24,697.0,184.26,239.69,60.5867,83.76,250.93,543.34,76.7,237.85,319.21,82.6718,475.4,359.98,48.94,72.11,99.17,340.48,4381.87,214.17,70.81,21.34,93.8,538.84
2022-08-05 04:00:00,118.22,288.17,77.35,102.31,433.43,190.17,246.25,185.39,494.85,613.61,52.42,697.51,181.66,250.21,60.7533,84.23,251.02,556.02,76.35,234.58,323.43,82.0232,482.47,355.93,52.3,72.37,101.9,341.7,4359.73,213.52,68.37,21.41,95.13,539.65
2022-08-08 04:00:00,118.14,290.4233,76.47,100.07,434.34,189.75,247.29,185.81,494.95,630.63,52.81,697.02,179.96,248.15,61.06,85.31,249.74,562.29,77.26,231.75,322.14,83.9013,489.84,353.22,53.99,72.65,106.74,339.36,4374.0,214.14,69.78,21.87,95.88,535.08
2022-08-09 04:00:00,117.5,283.3333,76.77,95.54,426.57,182.24,248.36,186.03,487.46,622.15,51.75,697.75,171.04,249.25,60.9133,84.46,249.34,557.97,74.92,233.5,319.89,81.5779,490.58,353.81,53.31,71.1,109.01,329.49,4193.24,213.45,66.78,22.04,95.2,518.86
2022-08-10 04:00:00,120.65,294.3567,77.54,99.05,438.4,188.61,252.09,190.72,516.2,641.49,55.5,709.46,179.97,253.0,62.1667,86.18,257.57,564.97,78.42,234.68,327.95,84.4918,501.11,365.34,54.13,73.3,114.51,338.84,4393.99,218.11,68.37,22.62,97.93,548.49
2022-08-11 04:00:00,119.82,286.63,77.16,98.12,434.89,186.73,248.35,194.0,499.45,623.9,56.66,689.31,180.38,252.28,62.0,88.15,260.21,566.36,78.7,231.29,332.22,84.9564,486.23,364.88,53.59,73.7,114.58,337.75,4388.31,219.3,70.26,22.85,99.18,549.12
2022-08-12 04:00:00,122.65,300.03,79.15,100.83,445.67,189.89,248.39,196.84,506.51,628.71,57.12,704.56,187.47,255.97,62.4867,90.12,261.84,579.88,79.72,236.74,336.55,85.4501,490.75,370.1,54.03,74.93,117.965,340.98,4454.72,222.47,70.75,23.35,101.17,548.74
2022-08-15 04:00:00,122.88,309.32,79.11,101.01,451.02,191.06,251.08,195.95,504.07,643.29,57.52,714.79,187.57,255.37,62.8267,90.16,257.06,582.8,78.82,240.03,337.52,85.2662,489.79,368.75,54.53,74.63,118.22,340.82,4407.2,220.92,69.66,23.61,101.04,546.52
2022-08-16 04:00:00,122.51,306.5633,79.52,100.2,447.56,189.59,253.15,197.52,496.74,648.7,57.2,712.04,185.85,256.59,63.1867,92.64,257.61,584.19,78.61,239.33,339.31,85.2565,501.49,371.57,54.14,74.77,116.99,333.93,4445.0,220.79,69.21,23.73,101.91,533.97
2022-08-17 04:00:00,120.32,303.9967,79.25,98.27,437.82,187.96,250.58,195.93,488.76,636.34,56.54,706.9,180.22,255.42,62.3467,92.82,257.8,583.68,76.51,239.88,331.38,83.456,499.18,368.92,54.94,73.37,116.3,328.25,4420.31,221.19,67.0,23.39,99.73,524.11
2022-08-18 04:00:00,120.86,302.87,79.32,100.44,439.03,187.93,249.7,197.35,489.6,624.83,55.83,701.42,182.76,256.24,62.8133,92.0,258.6,585.57,76.83,238.38,323.23,82.9138,497.38,367.55,55.05,75.49,117.82,321.79,4440.13,223.9,68.43,23.38,100.38,519.57
2022-08-19 04:00:00,118.12,296.6667,78.66,95.95,425.055,183.77,250.86,195.6,476.26,618.36,54.09,696.79,180.33,253.25,62.02,91.01,255.75,583.91,74.28,238.43,316.69,81.1617,489.79,365.15,54.88,74.29,115.41,319.52,4273.29,224.08,66.32,22.73,98.61,510.2
2022-08-22 04:00:00,115.07,289.9133,76.46,92.84,411.35,176.98,246.9,191.76,459.71,612.1,52.92,675.35,172.52,248.66,60.32,88.11,256.91,572.45,72.7,231.2,307.55,79.6225,477.92,356.3,53.62,73.03,114.48,311.47,4208.61,220.48,64.78,22.0,94.96,500.1
2022-08-23 04:00:00,114.77,296.4533,76.41,92.49,410.41,176.0,244.47,197.21,459.99,602.53,52.83,667.78,173.94,246.17,60.42,87.96,258.3,576.74,72.86,232.14,307.01,79.4869,476.13,355.73,53.23,73.28,114.42,309.71,4200.91,218.58,64.2,21.98,96.97,494.62
2022-08-24 04:00:00,114.7,297.0967,76.17,92.73,405.65,180.01,244.49,194.16,457.52,602.79,53.16,671.47,173.01,248.63,60.9933,90.56,259.82,579.04,74.68,233.08,308.0,81.1229,478.72,355.08,54.45,72.82,118.44,310.58,4289.01,217.4,64.44,22.1,96.62,499.09
2022-08-25 04:00:00,117.7,296.07,76.89,97.18,403.93,173.91,245.68,198.88,466.03,603.8,54.42,689.53,179.02,254.38,61.6333,90.91,262.99,583.28,76.61,238.44,319.57,82.1878,485.58,362.27,55.37,78.56,121.69,314.68,4364.99,220.63,65.27,22.44,99.0,514.63
2022-08-26 04:00:00,111.3,288.09,74.65,91.18,381.02,165.23,240.65,191.92,444.69,596.18,51.63,670.74,168.12,248.32,59.98,87.26,252.99,566.24,72.81,234.06,306.42,77.7638,476.85,351.74,54.27,74.96,121.75,303.77,4224.99,210.97,62.1,21.72,95.04,495.28
2022-08-29 04:00:00,110.34,284.82,74.19,88.49,375.26,160.21,239.38,191.78,435.78,592.77,51.15,659.33,165.88,247.07,59.2533,86.96,251.85,565.45,72.17,233.28,301.23,77.3475,462.54,354.21,54.01,73.45,121.69,301.57,4213.05,211.35,60.44,21.43,95.03,488.31
2022-08-30 04:00:00,109.91,277.7,74.14,86.94,375.07,159.67,239.12,186.94,436.84,588.39,50.7,655.89,165.72,245.13,58.7,86.33,244.77,556.39,71.93,231.24,292.92,76.3988,455.83,345.17,52.98,72.28,122.31,296.42,4156.53,206.91,59.85,21.44,93.41,483.5
2022-08-31 04:00:00,109.15,275.61,74.15,84.87,373.44,156.12,240.3,184.71,434.62,581.06,50.56,657.37,164.58,243.41,58.34,86.27,243.13,554.94,71.15,228.19,292.04,74.9758,449.4,347.71,52.61,72.13,127.55,296.69,4140.06,206.3,58.61,21.08,91.0,485.04
2022-09-01 04:00:00,110.55,277.16,75.3,82.33,370.53,153.53,245.5,182.44,430.56,600.63,50.13,653.3,164.4,244.17,58.3133,88.51,241.13,557.05,71.33,227.49,288.69,75.0145,442.82,342.6,53.27,72.16,127.84,296.1,4116.66,208.22,58.76,21.3,90.4,486.25
2022-09-02 04:00:00,108.68,270.21,74.68,80.24,368.14,153.69,242.37,180.83,434.51,580.62,49.25,631.16,162.39,243.77,57.6467,87.39,239.26,555.31,71.38,227.2,289.71,75.3824,439.78,340.6,52.13,71.28,126.41,291.35,4093.13,206.34,58.57,21.23,89.52,478.32
2022-09-06 04:00:00,107.48,274.42,73.83,78.72,368.3,151.72,242.22,180.66,430.47,573.97,48.52,631.84,160.75,243.57,57.8867,86.72,239.91,561.4,69.99,229.77,292.08,74.0949,441.63,339.56,51.73,70.7,127.6,291.0,4040.01,208.29,57.64,21.29,89.68,477.91
2022-09-07 04:00:00,110.48,283.7,74.49,79.61,379.72,153.28,244.79,180.86,444.16,596.44,49.43,647.2,163.32,249.55,59.0467,92.14,243.22,573.78,71.09,233.15,297.11,75.4114,449.54,351.63,52.75,70.7,134.8,298.8,4133.51,214.56,58.63,21.75,91.44,491.38
2022-09-08 04:00:00,109.42,289.26,74.65,82.78,383.63,156.9,245.45,183.15,450.77,708.85,50.07,650.9,165.45,250.36,57.5533,92.26,245.93,570.79,72.07,233.72,304.93,75.9051,451.61,352.6,52.8,71.41,137.53,308.13,4191.61,219.6,58.68,21.66,91.85,500.33
