Date,MELI,ORLY
2024-10-31 04:00:00,2037.18,1153.14
2024-11-01 04:00:00,2054.9,1146.59
2024-11-04 05:00:00,2063.7,1157.56
2024-11-05 05:00:00,2090.01,1162.33
2024-11-06 05:00:00,2117.3,1234.15
2024-11-07 05:00:00,1774.05,1214.51
2024-11-08 05:00:00,1872.01,1217.7
2024-11-11 05:00:00,1961.16,1228.52
2024-11-12 05:00:00,1977.39,1236.85
2024-11-13 05:00:00,1930.95,1238.78
2024-11-14 05:00:00,1876.2,1224.4
2024-11-15 05:00:00,1880.0,1213.37
2024-11-18 05:00:00,1916.12,1216.67
2024-11-19 05:00:00,1916.51,1200.59
2024-11-20 05:00:00,1931.26,1188.87
2024-11-21 05:00:00,1968.15,1204.74
2024-11-22 05:00:00,2005.0,1227.37
2024-11-25 05:00:00,2099.95,1238.76
2024-11-26 05:00:00,2110.0,1244.22
2024-11-27 05:00:00,2044.76,1244.01
2024-11-29 05:00:00,1985.17,1243.22
2024-12-02 05:00:00,1952.44,1246.82
2024-12-03 05:00:00,1929.49,1247.99
2024-12-04 05:00:00,1987.43,1242.92
2024-12-05 05:00:00,1984.95,1234.81
2024-12-06 05:00:00,1947.18,1257.78
2024-12-09 05:00:00,1844.3,1254.9
2024-12-10 05:00:00,1879.18,1266.35
2024-12-11 05:00:00,1897.87,1269.01
2024-12-12 05:00:00,1870.77,1269.72
2024-12-13 05:00:00,1823.86,1270.6
2024-12-16 05:00:00,1796.72,1268.86
2024-12-17 05:00:00,1809.12,1246.08
2024-12-18 05:00:00,1716.38,1225.14
2024-12-19 05:00:00,1666.0,1214.39
2024-12-20 05:00:00,1720.36,1219.11
2024-12-23 05:00:00,1729.85,1207.26
2024-12-24 05:00:00,1743.29,1221.65
2024-12-26 05:00:00,1732.76,1206.78
2024-12-27 05:00:00,1725.47,1197.35
2024-12-30 05:00:00,1721.8,1179.92
2024-12-31 05:00:00,1700.44,1185.8
2025-01-02 05:00:00,1765.0,1187.71
2025-01-03 05:00:00,1834.17,1204.22
2025-01-06 05:00:00,1799.42,1210.47
2025-01-07 05:00:00,1771.22,1199.72
2025-01-08 05:00:00,1739.0,1205.74
2025-01-10 05:00:00,1758.77,1197.6
2025-01-13 05:00:00,1740.0,1210.14
2025-01-14 05:00:00,1753.61,1204.33
2025-01-15 05:00:00,1838.15,1204.04
2025-01-16 05:00:00,1837.18,1204.72
2025-01-17 05:00:00,1836.0,1216.79
2025-01-21 05:00:00,1834.51,1241.08
2025-01-22 05:00:00,1818.49,1241.33
2025-01-23 05:00:00,1828.73,1261.62
2025-01-24 05:00:00,1843.45,1254.0
2025-01-27 05:00:00,1846.0,1282.53
2025-01-28 05:00:00,1895.53,1278.34
2025-01-29 05:00:00,1889.76,1288.08
2025-01-30 05:00:00,1947.32,1310.16
2025-01-31 05:00:00,1922.19,1294.42
2025-02-03 05:00:00,1908.9,1316.06
2025-02-04 05:00:00,1966.41,1334.19
2025-02-05 05:00:00,1975.19,1348.24
2025-02-06 05:00:00,2012.8,1330.74
2025-02-07 05:00:00,1996.65,1316.75
2025-02-10 05:00:00,2042.22,1310.02
2025-02-11 05:00:00,2035.18,1323.94
2025-02-12 05:00:00,2016.73,1324.3
2025-02-13 05:00:00,2066.15,1335.68
2025-02-14 05:00:00,2109.99,1318.8
2025-02-18 05:00:00,2098.75,1295.82
2025-02-19 05:00:00,2075.79,1295.8
2025-02-20 05:00:00,2110.47,1312.44
2025-02-21 05:00:00,2260.0,1303.41
2025-02-24 05:00:00,2223.35,1314.91
2025-02-25 05:00:00,2168.6,1346.58
2025-02-26 05:00:00,2197.64,1330.42
2025-02-27 05:00:00,2129.8,1353.46
2025-02-28 05:00:00,2121.87,1373.64
2025-03-03 05:00:00,2070.41,1375.99
2025-03-04 05:00:00,2059.87,1356.77
2025-03-05 05:00:00,2112.77,1339.67
2025-03-06 05:00:00,2045.25,1331.06
2025-03-07 05:00:00,2009.34,1319.01
2025-03-10 04:00:00,1944.61,1346.58
2025-03-11 04:00:00,1990.11,1324.06
2025-03-12 04:00:00,2004.83,1309.29
2025-03-13 04:00:00,1989.7,1289.49
2025-03-14 04:00:00,2021.37,1327.41
2025-03-17 04:00:00,2106.46,1347.99
2025-03-18 04:00:00,2002.8,1338.75
2025-03-19 04:00:00,2065.94,1340.09
2025-03-20 04:00:00,2067.57,1343.15
2025-03-21 04:00:00,2095.27,1339.09
2025-03-24 04:00:00,2134.31,1362.74
2025-03-25 04:00:00,2191.3,1375.48
2025-03-26 04:00:00,2074.97,1380.98
2025-03-27 04:00:00,2095.85,1423.62
2025-03-28 04:00:00,2048.07,1408.55
2025-03-31 04:00:00,1950.87,1432.58
2025-04-01 04:00:00,1915.0,1431.8
2025-04-02 04:00:00,1934.03,1417.01
2025-04-03 04:00:00,1945.55,1441.89
2025-04-04 04:00:00,1841.29,1389.87
2025-04-07 04:00:00,1794.73,1333.84
2025-04-08 04:00:00,1826.11,1315.2
2025-04-09 04:00:00,1980.66,1348.45
2025-04-10 04:00:00,1933.99,1373.36
2025-04-11 04:00:00,1996.95,1389.79
2025-04-14 04:00:00,2037.12,1414.2
2025-04-15 04:00:00,2118.32,1397.93
2025-04-16 04:00:00,2064.37,1364.36
2025-04-17 04:00:00,2099.37,1390.9
2025-04-21 04:00:00,2056.43,1368.5
2025-04-22 04:00:00,2128.33,1393.54
2025-04-23 04:00:00,2139.92,1380.5
2025-04-24 04:00:00,2204.81,1352.17
2025-04-25 04:00:00,2225.85,1347.0
2025-04-28 04:00:00,2208.4,1370.16
2025-04-29 04:00:00,2280.86,1399.23
2025-04-30 04:00:00,2330.85,1415.2
2025-05-01 04:00:00,2294.52,1407.68
2025-05-02 04:00:00,2280.69,1406.36
2025-05-05 04:00:00,2246.54,1387.14
2025-05-06 04:00:00,2229.0,1386.64
2025-05-07 04:00:00,2262.09,1378.09
2025-05-08 04:00:00,2410.0,1360.15
2025-05-09 04:00:00,2454.46,1355.25
