Date,ICE,MCK,ORLY,AJG,AZO,CTVA
2024-05-16 04:00:00,137.11,555.76,1005.98,255.52,2900.99,56.0
2024-05-17 04:00:00,138.4,564.52,1012.06,257.67,2917.5,56.45
2024-05-20 04:00:00,136.95,564.0,995.33,256.39,2924.04,56.74
2024-05-21 04:00:00,137.27,552.39,995.59,257.84,2820.83,56.65
2024-05-22 04:00:00,136.89,557.38,991.44,257.65,2772.64,56.98
2024-05-23 04:00:00,135.4,558.03,975.87,250.96,2777.54,55.57
2024-05-24 04:00:00,136.34,560.73,986.96,252.06,2792.9,55.51
2024-05-28 04:00:00,133.68,549.26,957.51,248.33,2800.0,55.66
2024-05-29 04:00:00,131.95,558.89,957.9,245.32,2739.1,54.27
2024-05-30 04:00:00,133.24,560.96,963.64,249.09,2772.56,55.24
2024-05-31 04:00:00,133.9,569.59,963.26,253.33,2769.94,55.94
2024-06-03 04:00:00,133.65,573.16,956.61,253.03,2772.62,55.57
2024-06-04 04:00:00,134.76,573.73,970.3,255.22,2790.98,53.7
2024-06-05 04:00:00,135.34,579.6,976.86,253.09,2776.28,54.06
2024-06-06 04:00:00,134.86,586.11,982.42,251.64,2764.69,54.92
2024-06-07 04:00:00,133.79,586.9,978.7,253.53,2800.7,52.9
2024-06-10 04:00:00,133.88,591.28,975.14,255.17,2780.95,51.71
2024-06-11 04:00:00,134.59,591.29,1000.03,256.12,2811.03,51.64
2024-06-12 04:00:00,136.05,584.79,1004.24,258.88,2817.93,51.94
2024-06-13 04:00:00,135.26,591.07,995.78,260.78,2813.4,51.58
2024-06-14 04:00:00,135.67,589.95,1007.31,258.24,2835.82,51.18
2024-06-17 04:00:00,136.2,597.45,1043.25,261.16,2938.83,52.04
2024-06-18 04:00:00,136.38,602.93,1056.65,261.87,2968.75,51.89
2024-06-20 04:00:00,137.11,603.24,1080.57,264.66,3008.23,52.37
2024-06-21 04:00:00,137.84,603.08,1081.79,264.6,2990.35,52.92
2024-06-24 04:00:00,138.72,607.81,1083.52,265.19,2985.44,52.91
2024-06-25 04:00:00,137.33,604.42,1057.79,259.9,2936.41,53.04
2024-06-26 04:00:00,137.39,599.56,1050.85,253.5,2929.7,53.64
2024-06-27 04:00:00,137.47,593.2,1057.42,260.13,2955.4,53.65
2024-06-28 04:00:00,136.89,584.04,1056.06,259.31,2964.1,53.94
2024-07-01 04:00:00,136.93,586.34,1016.32,259.22,2832.79,53.07
2024-07-02 04:00:00,140.82,584.83,1037.06,262.0,2870.0,52.77
2024-07-03 04:00:00,141.16,583.35,1020.54,262.63,2844.88,52.48
2024-07-05 04:00:00,140.79,587.76,1026.82,264.67,2815.0,52.44
2024-07-08 04:00:00,141.17,589.53,1022.79,264.54,2836.4,51.72
2024-07-09 04:00:00,142.46,586.81,1015.62,263.93,2817.06,50.72
2024-07-10 04:00:00,144.41,586.82,1028.19,267.8,2856.35,51.02
2024-07-11 04:00:00,147.15,575.23,1032.99,270.12,2881.9,52.27
2024-07-12 04:00:00,148.4,576.66,1040.11,271.05,2920.83,53.1
2024-07-15 04:00:00,147.82,578.26,1042.41,270.46,2941.46,52.9
2024-07-16 04:00:00,148.92,583.95,1043.52,267.62,2985.33,54.2
2024-07-17 04:00:00,149.41,582.06,1043.63,271.85,2984.11,55.54
2024-07-18 04:00:00,147.76,578.43,1028.09,270.53,2926.35,55.2
2024-07-19 04:00:00,147.68,580.13,1042.86,270.27,2950.4,54.78
2024-07-22 04:00:00,149.24,583.0,1057.1,271.76,2957.73,54.77
2024-07-23 04:00:00,148.57,585.74,1049.01,273.22,2921.53,54.39
2024-07-24 04:00:00,147.51,589.99,1050.71,274.32,2941.73,53.82
2024-07-25 04:00:00,149.03,595.73,1092.91,273.97,3030.97,55.28
2024-07-26 04:00:00,151.0,600.16,1110.31,283.58,3090.31,55.39
2024-07-29 04:00:00,151.16,606.71,1118.19,279.37,3072.66,55.46
2024-07-30 04:00:00,151.3,609.72,1140.9,285.0,3108.4,55.53
2024-07-31 04:00:00,151.56,617.02,1126.34,283.49,3133.69,56.1
2024-08-01 04:00:00,151.0,629.09,1133.4,287.12,3148.36,53.0
2024-08-02 04:00:00,149.85,630.38,1137.02,287.14,3177.67,51.58
2024-08-05 04:00:00,148.78,612.95,1105.52,278.32,3112.43,51.31
2024-08-06 04:00:00,150.51,614.32,1111.3,281.25,3119.59,51.18
2024-08-07 04:00:00,151.12,617.51,1109.05,281.64,3084.34,50.78
2024-08-08 04:00:00,153.76,547.51,1120.9,282.84,3157.02,51.55
2024-08-09 04:00:00,154.08,541.15,1124.41,282.75,3120.25,51.56
2024-08-12 04:00:00,153.89,551.0,1121.07,281.6,3148.6,51.22
2024-08-13 04:00:00,154.66,551.75,1114.72,281.21,3155.91,51.73
2024-08-14 04:00:00,156.12,552.83,1129.22,284.7,3196.42,51.99
2024-08-15 04:00:00,155.5,545.41,1115.89,284.4,3168.94,52.76
2024-08-16 04:00:00,156.54,547.71,1119.52,285.08,3212.87,53.8
2024-08-19 04:00:00,157.27,548.4,1121.5,286.55,3172.18,54.31
2024-08-20 04:00:00,157.75,548.52,1126.57,288.25,3186.81,53.6
2024-08-21 04:00:00,158.11,558.24,1138.16,289.51,3202.22,54.28
2024-08-22 04:00:00,158.6,560.9,1127.67,291.82,3170.89,54.55
2024-08-23 04:00:00,160.01,552.15,1116.57,287.83,3125.67,55.58
2024-08-26 04:00:00,160.31,547.47,1120.28,286.78,3157.1,55.65
2024-08-27 04:00:00,160.6,550.72,1127.73,290.06,3181.85,55.56
2024-08-28 04:00:00,160.77,556.7,1138.7,290.87,3196.7,56.0
2024-08-29 04:00:00,160.22,556.15,1138.47,291.47,3204.73,57.0
2024-08-30 04:00:00,161.55,561.08,1129.97,292.57,3181.48,57.3
2024-09-03 04:00:00,161.44,573.95,1136.81,294.49,3139.67,55.57
2024-09-04 04:00:00,162.43,571.28,1137.73,297.75,3166.71,55.5
2024-09-05 04:00:00,162.6,514.75,1137.59,295.55,3141.17,55.11
2024-09-06 04:00:00,160.49,504.17,1119.18,294.19,3092.56,55.33
2024-09-09 04:00:00,161.7,509.42,1124.02,298.94,3120.5,55.8
2024-09-10 04:00:00,161.97,505.73,1129.43,298.82,3132.27,55.38
2024-09-11 04:00:00,159.99,510.45,1112.63,294.65,3119.31,55.15
2024-09-12 04:00:00,161.14,511.17,1119.93,296.6,3104.76,55.7
2024-09-13 04:00:00,161.36,518.81,1125.48,297.39,3123.36,56.63
2024-09-16 04:00:00,161.91,519.82,1130.72,299.55,3101.04,56.27
2024-09-17 04:00:00,162.81,513.91,1127.92,295.94,3078.31,57.04
2024-09-18 04:00:00,161.22,511.62,1133.19,291.18,3074.71,57.44
2024-09-19 04:00:00,158.87,508.16,1115.65,282.2,3040.09,58.6
2024-09-20 04:00:00,159.84,508.0,1109.05,276.06,3020.66,57.58
2024-09-23 04:00:00,159.95,505.0,1119.84,282.03,3048.82,58.0
2024-09-24 04:00:00,158.75,480.49,1129.22,279.33,3043.97,57.85
2024-09-25 04:00:00,159.45,479.14,1142.81,280.75,3108.97,57.15
2024-09-26 04:00:00,158.12,479.06,1159.62,277.99,3189.09,58.02
2024-09-27 04:00:00,158.62,488.25,1146.03,279.45,3196.61,58.58
2024-09-30 04:00:00,160.64,494.42,1151.6,281.37,3150.04,58.79
2024-10-01 04:00:00,161.14,498.48,1161.99,286.3,3172.98,57.99
2024-10-02 04:00:00,160.92,488.78,1154.92,285.91,3083.43,58.64
2024-10-03 04:00:00,163.26,482.27,1149.31,286.06,3066.92,58.09
2024-10-04 04:00:00,162.76,485.42,1154.9,289.62,3033.58,58.33
2024-10-07 04:00:00,159.54,483.67,1151.42,286.9,3053.45,57.46
2024-10-08 04:00:00,162.09,495.09,1167.53,293.16,3102.09,56.89
2024-10-09 04:00:00,161.74,502.12,1177.16,294.94,3146.07,56.5
2024-10-10 04:00:00,160.65,506.25,1171.36,285.7,3106.55,56.55
2024-10-11 04:00:00,162.57,505.59,1187.53,287.91,3129.78,56.84
2024-10-14 04:00:00,164.38,509.28,1202.59,289.71,3153.04,57.76
2024-10-15 04:00:00,165.18,513.67,1190.0,287.57,3100.0,57.3
2024-10-16 04:00:00,165.13,510.93,1198.9,289.52,3128.64,58.95
2024-10-17 04:00:00,164.81,508.72,1204.22,290.76,3158.0,58.95
2024-10-18 04:00:00,166.83,509.2,1210.96,289.25,3182.07,59.41
2024-10-21 04:00:00,166.34,508.32,1219.01,289.62,3218.48,59.25
2024-10-22 04:00:00,165.94,505.38,1205.38,287.22,3172.05,59.12
2024-10-23 04:00:00,165.0,501.76,1199.25,288.93,3196.55,60.79
2024-10-24 04:00:00,166.9,504.96,1199.77,287.55,3153.25,60.78
2024-10-25 04:00:00,165.31,507.41,1195.22,282.97,3130.96,60.35
2024-10-28 04:00:00,166.44,508.95,1197.11,285.99,3105.93,61.13
2024-10-29 04:00:00,166.72,499.18,1175.9,285.12,3060.89,60.79
2024-10-30 04:00:00,166.53,499.34,1162.21,284.48,3017.98,61.57
2024-10-31 04:00:00,155.87,500.59,1153.14,281.2,3009.0,60.92
2024-11-01 04:00:00,154.64,526.34,1146.59,280.4,2981.19,60.86
2024-11-04 05:00:00,154.49,525.94,1157.56,281.65,3046.35,61.21
2024-11-05 05:00:00,157.85,525.28,1162.33,283.14,3059.83,61.75
2024-11-06 05:00:00,155.79,549.31,1234.15,290.68,3196.38,61.74
2024-11-07 05:00:00,156.11,607.51,1214.51,290.56,3150.18,58.64
2024-11-08 05:00:00,156.42,613.0,1217.7,294.77,3110.12,58.33
2024-11-11 05:00:00,157.08,615.59,1228.52,292.72,3173.4,58.52
2024-11-12 05:00:00,156.06,617.66,1236.85,295.27,3175.72,57.13
2024-11-13 05:00:00,155.84,624.6,1238.78,298.32,3161.87,57.66
2024-11-14 05:00:00,156.47,610.16,1224.4,294.71,3136.06,57.41
2024-11-15 05:00:00,155.55,606.29,1213.37,294.58,3107.53,55.21
2024-11-18 05:00:00,157.69,615.6,1216.67,293.59,3166.93,56.99
2024-11-19 05:00:00,157.93,615.65,1200.59,292.49,3106.91,58.24
2024-11-20 05:00:00,155.77,621.14,1188.87,295.88,3049.58,58.76
2024-11-21 05:00:00,158.35,628.27,1204.74,302.44,3068.69,60.76
2024-11-22 05:00:00,159.29,623.19,1227.37,304.29,3099.38,61.23
2024-11-25 05:00:00,159.63,616.73,1238.76,306.39,3109.56,64.13
2024-11-26 05:00:00,160.49,625.0,1244.22,312.96,3144.21,63.25
2024-11-27 05:00:00,161.19,626.38,1244.01,315.16,3190.1,62.5
2024-11-29 05:00:00,160.96,628.5,1243.22,312.24,3169.54,62.24
2024-12-02 05:00:00,158.29,621.29,1246.82,307.96,3179.52,62.23
2024-12-03 05:00:00,156.26,617.95,1247.99,309.81,3189.5,62.0
2024-12-04 05:00:00,156.1,611.99,1242.92,307.26,3189.98,61.17
2024-12-05 05:00:00,156.37,607.52,1234.81,303.58,3190.07,60.78
2024-12-06 05:00:00,155.93,603.53,1257.78,296.71,3309.44,59.49
2024-12-09 05:00:00,156.07,591.9,1254.9,291.85,3324.01,59.74
2024-12-10 05:00:00,158.41,583.96,1266.35,283.74,3347.16,59.42
2024-12-11 05:00:00,158.18,576.69,1269.01,283.58,3342.72,59.78
2024-12-12 05:00:00,156.55,579.29,1269.72,281.19,3340.48,59.3
2024-12-13 05:00:00,155.58,576.24,1270.6,284.59,3370.27,59.49
2024-12-16 05:00:00,154.58,570.07,1268.86,286.0,3350.13,58.95
2024-12-17 05:00:00,152.79,562.78,1246.08,282.91,3319.11,58.57
2024-12-18 05:00:00,149.6,570.98,1225.14,278.49,3238.52,56.41
2024-12-19 05:00:00,148.29,579.22,1214.39,279.09,3215.29,56.16
2024-12-20 05:00:00,150.31,579.74,1219.11,283.1,3253.47,57.48
2024-12-23 05:00:00,150.16,576.76,1207.26,284.51,3242.23,56.92
2024-12-24 05:00:00,150.46,579.13,1221.65,288.35,3283.48,57.48
2024-12-26 05:00:00,151.02,578.43,1206.78,288.36,3241.25,57.43
2024-12-27 05:00:00,150.32,576.64,1197.35,286.54,3241.62,57.24
2024-12-30 05:00:00,149.37,570.75,1179.92,284.46,3185.71,56.56
2024-12-31 05:00:00,149.01,569.91,1185.8,283.85,3202.0,56.96
2025-01-02 05:00:00,149.34,566.21,1187.71,275.89,3250.0,56.34
2025-01-03 05:00:00,149.84,577.44,1204.22,280.4,3268.78,55.94
2025-01-06 05:00:00,146.58,580.43,1210.47,276.42,3293.46,56.94
2025-01-07 05:00:00,146.44,585.24,1199.72,279.77,3259.91,57.03
2025-01-08 05:00:00,146.57,590.26,1205.74,285.5,3303.35,57.15
2025-01-10 05:00:00,142.8,581.74,1197.6,287.01,3251.32,57.09
2025-01-13 05:00:00,143.89,585.08,1210.14,285.81,3239.62,59.93
2025-01-14 05:00:00,145.25,593.73,1204.33,289.11,3227.8,60.89
2025-01-15 05:00:00,148.24,583.45,1204.04,290.19,3206.05,60.92
2025-01-16 05:00:00,150.23,595.19,1204.72,295.79,3193.96,61.63
2025-01-17 05:00:00,149.11,592.57,1216.79,294.82,3228.4,62.32
2025-01-21 05:00:00,151.72,586.08,1241.08,296.77,3297.72,63.12
2025-01-22 05:00:00,154.17,584.38,1241.33,293.5,3326.01,62.51
2025-01-23 05:00:00,157.68,597.17,1261.62,288.0,3373.57,64.19
2025-01-24 05:00:00,157.47,591.58,1254.0,289.51,3332.53,63.96
2025-01-27 05:00:00,160.83,604.43,1282.53,296.0,3372.82,64.47
2025-01-28 05:00:00,158.84,602.95,1278.34,293.41,3318.58,64.28
2025-01-29 05:00:00,157.22,603.18,1288.08,294.1,3314.05,65.0
2025-01-30 05:00:00,159.44,604.6,1310.16,299.03,3351.01,66.15
2025-01-31 05:00:00,159.83,594.75,1294.42,301.82,3350.21,65.27
2025-02-03 05:00:00,160.39,599.82,1316.06,309.0,3432.2,64.61
2025-02-04 05:00:00,159.32,603.32,1334.19,312.21,3459.0,65.7
2025-02-05 05:00:00,160.7,606.9,1348.24,316.3,3474.08,63.82
2025-02-06 05:00:00,167.68,599.75,1330.74,319.99,3466.69,62.36
2025-02-07 05:00:00,166.83,595.69,1316.75,322.33,3420.19,62.34
2025-02-10 05:00:00,167.12,603.4,1310.02,324.29,3427.55,62.21
2025-02-11 05:00:00,166.94,610.41,1323.94,322.0,3445.79,62.97
2025-02-12 05:00:00,166.56,595.0,1324.3,324.61,3432.96,62.06
2025-02-13 05:00:00,168.57,602.47,1335.68,328.56,3469.71,62.86
2025-02-14 05:00:00,166.71,593.69,1318.8,321.5,3458.55,63.96
2025-02-18 05:00:00,166.5,599.42,1295.82,326.3,3384.43,64.46
2025-02-19 05:00:00,166.96,602.74,1295.8,327.33,3396.46,63.64
2025-02-20 05:00:00,166.79,603.51,1312.44,325.13,3406.66,63.83
2025-02-21 05:00:00,167.87,597.71,1303.41,325.56,3368.98,62.76
2025-02-24 05:00:00,168.42,605.76,1314.91,328.49,3401.0,62.61
2025-02-25 05:00:00,171.21,627.08,1346.58,331.83,3425.6,62.98
2025-02-26 05:00:00,171.17,623.62,1330.42,328.33,3392.97,62.8
2025-02-27 05:00:00,170.84,620.85,1353.46,333.17,3444.69,62.82
2025-02-28 05:00:00,173.23,640.26,1373.64,337.74,3493.01,62.98
2025-03-03 05:00:00,173.2,644.53,1375.99,341.8,3477.76,60.4
2025-03-04 05:00:00,169.85,643.69,1356.77,337.27,3473.66,59.8
2025-03-05 05:00:00,171.61,639.62,1339.67,340.79,3555.88,61.16
2025-03-06 05:00:00,169.65,641.69,1331.06,339.85,3615.79,60.86
2025-03-07 05:00:00,170.24,644.22,1319.01,324.0,3614.97,60.56
2025-03-10 04:00:00,169.15,658.84,1346.58,321.85,3690.12,60.24
2025-03-11 04:00:00,168.36,653.19,1324.06,325.75,3562.76,59.97
2025-03-12 04:00:00,169.02,640.66,1309.29,325.08,3547.13,59.0
2025-03-13 04:00:00,169.14,643.69,1289.49,322.85,3545.65,58.59
2025-03-14 04:00:00,171.06,650.43,1327.41,325.24,3554.91,59.82
2025-03-17 04:00:00,172.82,655.25,1347.99,329.14,3620.82,61.58
2025-03-18 04:00:00,172.84,661.61,1338.75,329.66,3614.27,61.58
2025-03-19 04:00:00,173.69,663.79,1340.09,326.64,3591.61,62.46
2025-03-20 04:00:00,175.59,666.36,1343.15,334.44,3573.38,61.83
2025-03-21 04:00:00,174.39,661.17,1339.09,331.79,3606.34,61.72
2025-03-24 04:00:00,175.25,660.86,1362.74,337.67,3657.82,62.07
2025-03-25 04:00:00,175.63,663.6,1375.48,337.36,3672.23,61.85
2025-03-26 04:00:00,175.76,663.02,1380.98,336.73,3681.68,62.7
2025-03-27 04:00:00,176.36,665.67,1423.62,341.0,3828.11,62.44
2025-03-28 04:00:00,174.71,668.06,1408.55,340.76,3771.0,61.06
2025-03-31 04:00:00,172.5,672.99,1432.58,345.24,3812.78,62.93
2025-04-01 04:00:00,171.49,673.69,1431.8,343.86,3813.27,63.55
2025-04-02 04:00:00,170.44,693.53,1417.01,344.07,3809.26,64.0
2025-04-03 04:00:00,167.56,716.93,1441.89,344.4,3826.15,61.3
2025-04-04 04:00:00,156.74,683.11,1389.87,319.25,3653.24,55.79
2025-04-07 04:00:00,154.65,661.97,1333.84,310.86,3478.38,55.57
2025-04-08 04:00:00,151.62,652.83,1315.2,311.53,3499.08,55.52
2025-04-09 04:00:00,156.81,671.76,1348.45,323.82,3575.12,58.56
2025-04-10 04:00:00,155.19,679.33,1373.36,325.72,3615.24,57.94
2025-04-11 04:00:00,155.91,689.36,1389.79,334.02,3659.6,59.28
2025-04-14 04:00:00,159.79,693.98,1414.2,342.92,3680.78,60.29
2025-04-15 04:00:00,159.95,692.86,1397.93,335.56,3631.17,59.7
2025-04-16 04:00:00,158.44,694.7,1364.36,332.66,3566.86,59.2
2025-04-17 04:00:00,158.64,697.08,1390.9,329.22,3603.47,59.74
2025-04-21 04:00:00,155.03,682.49,1368.5,319.4,3569.24,59.12
2025-04-22 04:00:00,160.68,695.17,1393.54,330.75,3678.66,60.65
2025-04-23 04:00:00,160.99,692.27,1380.5,331.79,3652.11,61.07
2025-04-24 04:00:00,162.98,688.43,1352.17,331.52,3609.65,61.71
2025-04-25 04:00:00,163.23,695.0,1347.0,322.3,3609.33,61.47
2025-04-28 04:00:00,163.48,699.73,1370.16,323.81,3617.91,61.56
2025-04-29 04:00:00,166.33,707.28,1399.23,317.14,3704.95,61.8
2025-04-30 04:00:00,167.97,712.79,1415.2,320.69,3762.6,61.99
2025-05-01 04:00:00,170.84,706.77,1407.68,317.64,3732.92,62.02
2025-05-02 04:00:00,173.45,708.41,1406.36,331.08,3756.33,62.63
2025-05-05 04:00:00,173.98,707.0,1387.14,334.86,3775.55,62.41
2025-05-06 04:00:00,175.19,711.07,1386.64,338.27,3747.02,62.45
2025-05-07 04:00:00,176.53,722.37,1378.09,339.55,3745.54,62.48
2025-05-08 04:00:00,176.47,690.25,1360.15,338.47,3674.73,66.86
2025-05-09 04:00:00,178.41,694.24,1355.04,336.505,3652.87,67.5
