Date,ABBV,AZO,MCK,NFLX,ORLY
2022-07-27,136.19088745117188,2132.669921875,334.7483825683594,226.75,689.4000244140625
2022-07-28,134.92947387695312,2130.449951171875,335.2411804199219,226.02000427246094,707.010009765625
2022-07-29,129.30702209472656,2137.389892578125,336.6802978515625,224.89999389648438,703.5900268554688
2022-08-01,126.34262084960938,2161.360107421875,337.5082702636719,226.2100067138672,708.989990234375
2022-08-02,126.49577331542969,2153.919921875,330.28338623046875,221.4199981689453,708.469970703125
2022-08-03,127.22563934326172,2148.030029296875,322.4079895019531,226.72999572753906,705.3699951171875
2022-08-04,125.1712875366211,2164.1298828125,332.96435546875,229.91000366210938,706.9199829101562
2022-08-05,124.37837219238281,2195.18994140625,341.7169494628906,226.77999877929688,709.010009765625
2022-08-08,126.45074462890625,2218.669921875,342.3970642089844,233.49000549316406,712.27001953125
2022-08-09,126.3696517944336,2222.510009765625,349.6810302734375,229.94000244140625,717.02001953125
2022-08-10,126.99134826660156,2223.27001953125,354.45159912109375,244.11000061035156,719.8300170898438
2022-08-11,128.01853942871094,2230.830078125,353.61383056640625,242.6999969482422,719.4099731445312
2022-08-12,128.4871063232422,2259.179931640625,359.96142578125,249.3000030517578,731.5900268554688
2022-08-15,128.20773315429688,2285.9599609375,366.1217956542969,249.11000061035156,737.9600219726562
2022-08-16,128.44203186035156,2329.52001953125,368.4775390625,245.69000244140625,742.5900268554688
2022-08-17,127.44186401367188,2328.60009765625,362.1003723144531,241.14999389648438,743.760009765625
2022-08-18,127.30670166015625,2320.090087890625,363.27325439453125,245.1699981689453,736.719970703125
2022-08-19,127.81129455566406,2332.090087890625,365.6881408691406,241.16000366210938,736.5499877929688
2022-08-22,126.45074462890625,2310.669921875,362.83953857421875,226.5399932861328,724.3800048828125
2022-08-23,125.26141357421875,2291.489990234375,358.7983093261719,224.5500030517578,720.0900268554688
2022-08-24,124.26126861572266,2231.81005859375,358.0098571777344,229.61000061035156,711.2100219726562
2022-08-25,125.54070281982422,2223.60009765625,361.627197265625,233.97999572753906,713.72998046875
2022-08-26,122.85562896728516,2163.02001953125,351.6720886230469,223.27999877929688,698.7899780273438
2022-08-29,122.27899169921875,2167.360107421875,357.812744140625,224.57000732421875,704.77001953125
2022-08-30,122.1347885131836,2137.02001953125,358.7885437011719,220.64999389648438,698.260009765625
2022-08-31,121.1526870727539,2119.2099609375,362.2731018066406,223.55999755859375,697.1199951171875
2022-09-01,124.74779510498047,2145.590087890625,359.14385986328125,230.0399932861328,706.469970703125
2022-09-02,122.7925796508789,2120.8798828125,359.1340637207031,226.11000061035156,702.7000122070312
2022-09-06,123.97290802001953,2130.860107421875,356.15289306640625,218.38999938964844,707.530029296875
2022-09-07,124.98207092285156,2197.06005859375,362.23358154296875,228.9600067138672,724.4099731445312
2022-09-08,126.61294555664062,2193.25,365.39239501953125,227.44000244140625,728.6400146484375
2022-09-09,127.4238510131836,2199.080078125,361.4931945800781,233.57000732421875,721.02001953125
2022-09-12,128.1627197265625,2220.3798828125,359.0451965332031,236.52999877929688,727.4199829101562
2022-09-13,124.81986999511719,2138.360107421875,343.40924072265625,218.1300048828125,695.6799926757812
2022-09-14,125.73894500732422,2133.010009765625,337.0027770996094,224.1199951171875,689.4299926757812
2022-09-15,128.40597534179688,2144.93994140625,336.6276550292969,235.3800048828125,688.8699951171875
2022-09-16,129.80259704589844,2165.64990234375,341.790283203125,240.1300048828125,693.510009765625
2022-09-19,128.5411376953125,2097.590087890625,344.4555358886719,243.6300048828125,695.280029296875
2022-09-20,127.73920440673828,2131.469970703125,341.1092529296875,242.85000610351562,701.0700073242188
2022-09-21,126.42372131347656,2104.02001953125,341.0203552246094,236.8699951171875,695.4299926757812
2022-09-22,128.8564910888672,2082.639892578125,342.4911804199219,237.0500030517578,693.5599975585938
2022-09-23,128.90155029296875,2096.840087890625,338.84869384765625,226.41000366210938,688.22998046875
2022-09-26,127.23464965820312,2093.679931640625,338.46368408203125,224.07000732421875,693.719970703125
2022-09-27,127.69415283203125,2099.5,337.0718994140625,224.36000061035156,693.1900024414062
2022-09-28,130.28916931152344,2169.43994140625,344.4456787109375,245.1999969482422,717.6300048828125
2022-09-29,128.59518432617188,2159.02001953125,337.5950622558594,239.7100067138672,711.760009765625
2022-09-30,120.92743682861328,2141.929931640625,335.49249267578125,235.44000244140625,703.3499755859375
2022-10-03,124.63065338134766,2197.7099609375,342.27398681640625,239.0399932861328,718.1900024414062
2022-10-04,127.93745422363281,2205.030029296875,350.7829284667969,240.74000549316406,729.7100219726562
2022-10-05,129.14483642578125,2245.449951171875,349.8056945800781,236.72999572753906,732.0900268554688
2022-10-06,126.40567779541016,2215.8798828125,346.37060546875,240.02000427246094,732.4099731445312
2022-10-07,125.027099609375,2174.0,342.21478271484375,224.75,710.77001953125
2022-10-10,124.62165832519531,2233.5400390625,342.8465881347656,229.97999572753906,724.5700073242188
2022-10-11,127.50493621826172,2267.510009765625,347.0220947265625,214.2899932861328,730.9000244140625
2022-10-12,126.12637329101562,2245.989990234375,340.9414367675781,220.8699951171875,727.5599975585938
2022-10-13,130.0857696533203,2282.760009765625,349.90447998046875,232.50999450683594,737.97998046875
2022-10-14,130.1039581298828,2255.169921875,348.10797119140625,230.0,731.9099731445312
2022-10-17,131.44195556640625,2289.7900390625,349.9241638183594,245.10000610351562,736.27001953125
2022-10-18,131.6148681640625,2306.860107421875,356.2318420410156,240.86000061035156,742.1099853515625
2022-10-19,130.2769012451172,2289.800048828125,356.01470947265625,272.3800048828125,737.719970703125
2022-10-20,130.0948486328125,2258.830078125,354.5636901855469,268.1600036621094,730.9199829101562
2022-10-21,133.8539581298828,2301.030029296875,365.8662109375,289.57000732421875,744.0700073242188
2022-10-24,137.34002685546875,2407.52001953125,374.2270812988281,282.45001220703125,768.4600219726562
2022-10-25,136.3661346435547,2439.889892578125,377.5043029785156,291.0199890136719,775.72998046875
2022-10-26,138.81455993652344,2423.679931640625,380.4459533691406,298.6199951171875,777.4600219726562
2022-10-27,139.71563720703125,2521.77001953125,383.0716857910156,296.94000244140625,813.219970703125
2022-10-28,134.35455322265625,2543.5,389.63604736328125,295.7200012207031,836.2999877929688
2022-10-31,133.25323486328125,2532.8798828125,384.35491943359375,291.8800048828125,837.1699829101562
2022-11-01,133.71746826171875,2535.0,377.1193542480469,286.75,834.0
2022-11-02,131.54208374023438,2478.679931640625,384.7695007324219,273.0,815.1099853515625
2022-11-03,131.45103454589844,2478.4599609375,392.4591979980469,269.05999755859375,819.3699951171875
2022-11-04,132.23377990722656,2465.10009765625,391.5411682128906,260.7900085449219,815.739990234375
2022-11-07,134.8005828857422,2505.010009765625,390.7020568847656,258.6000061035156,830.2000122070312
2022-11-08,135.1919708251953,2495.60009765625,385.73687744140625,263.4599914550781,833.510009765625
2022-11-09,134.36367797851562,2464.889892578125,381.2455139160156,254.66000366210938,828.7000122070312
2022-11-10,136.275146484375,2467.659912109375,365.55035400390625,274.9700012207031,843.8499755859375
2022-11-11,136.67559814453125,2408.989990234375,351.6220397949219,290.1300048828125,815.5999755859375
2022-11-14,138.11370849609375,2446.8798828125,356.4293518066406,299.2699890136719,824.9199829101562
2022-11-15,139.2969512939453,2425.60009765625,349.1246337890625,310.20001220703125,825.1199951171875
2022-11-16,138.23202514648438,2450.510009765625,358.5220031738281,306.0199890136719,833.97998046875
2022-11-17,138.49598693847656,2420.820068359375,361.82879638671875,295.2799987792969,829.97998046875
2022-11-18,141.062744140625,2460.840087890625,364.9679260253906,287.9800109863281,838.27001953125
2022-11-21,143.00146484375,2501.0,364.0400085449219,285.04998779296875,846.3900146484375
2022-11-22,145.44082641601562,2528.81005859375,372.8648681640625,286.69000244140625,852.1300048828125
2022-11-23,145.07672119140625,2516.580078125,375.8459777832031,291.5,850.8200073242188
2022-11-25,145.2860565185547,2562.1201171875,378.4026184082031,285.5400085449219,855.969970703125
2022-11-28,144.2029571533203,2545.97998046875,375.4411926269531,281.1700134277344,852.5599975585938
2022-11-29,143.99359130859375,2556.050048828125,376.86273193359375,280.9599914550781,849.72998046875
2022-11-30,146.7059783935547,2579.0,377.297607421875,305.5299987792969,864.5399780273438
2022-12-01,147.1156005859375,2552.969970703125,375.36016845703125,316.95001220703125,857.1799926757812
2022-12-02,148.96328735351562,2571.590087890625,382.4082946777344,320.4100036621094,858.4099731445312
2022-12-05,149.21815490722656,2526.919921875,378.0489196777344,312.5899963378906,843.0999755859375
2022-12-06,149.0178985595703,2456.919921875,373.6994323730469,305.55999755859375,829.6599731445312
2022-12-07,150.54705810546875,2455.260009765625,381.08367919921875,308.4200134277344,828.7899780273438
2022-12-08,151.0840606689453,2488.89990234375,377.25811767578125,310.260009765625,836.3599853515625
2022-12-09,148.41717529296875,2454.989990234375,367.1455383300781,320.010009765625,827.7999877929688
2022-12-12,150.47421264648438,2451.949951171875,373.4128112792969,315.17999267578125,834.3499755859375
2022-12-13,149.9918212890625,2393.4599609375,366.8292541503906,320.3399963378906,818.760009765625
2022-12-14,150.0554962158203,2360.469970703125,368.0351867675781,317.8299865722656,814.5
2022-12-15,148.45359802246094,2358.5,364.0514831542969,290.4100036621094,807.2000122070312
2022-12-16,146.06884765625,2380.449951171875,368.3614501953125,290.7099914550781,811.77001953125
2022-12-19,146.9881591796875,2379.169921875,371.2281494140625,288.29998779296875,816.4299926757812
2022-12-20,146.1598663330078,2384.14990234375,371.238037109375,288.19000244140625,823.6300048828125
2022-12-21,147.6435089111328,2430.47998046875,376.09161376953125,297.9599914550781,833.6199951171875
2022-12-22,148.60830688476562,2403.860107421875,377.4063720703125,297.75,823.780029296875
2022-12-23,148.45359802246094,2430.64990234375,379.26483154296875,294.9599914550781,833.5499877929688
2022-12-27,148.3534393310547,2454.320068359375,375.8247375488281,284.1700134277344,843.8400268554688
2022-12-28,147.66171264648438,2461.6298828125,373.1755676269531,276.8800048828125,844.6199951171875
2022-12-29,147.96206665039062,2464.3798828125,370.8129577636719,291.1199951171875,843.6599731445312
2022-12-30,147.09738159179688,2466.179931640625,370.8129577636719,294.8800048828125,844.030029296875
2023-01-03,147.79824829101562,2431.06005859375,370.0320129394531,294.95001220703125,840.719970703125
2023-01-04,148.99061584472656,2445.4599609375,369.71575927734375,309.4100036621094,826.739990234375
2023-01-05,148.8085479736328,2416.570068359375,369.7552185058594,309.70001220703125,834.2899780273438
2023-01-06,151.59376525878906,2486.639892578125,381.617431640625,315.54998779296875,842.52001953125
2023-01-09,147.14288330078125,2441.75,377.574462890625,315.1700134277344,828.7100219726562
2023-01-10,145.30429077148438,2435.52001953125,378.2762756347656,327.5400085449219,826.8800048828125
2023-01-11,143.05609130859375,2433.22998046875,376.4277038574219,327.260009765625,825.5
2023-01-12,139.86767578125,2363.0,376.4673156738281,330.1300048828125,810.8499755859375
2023-01-13,141.1356964111328,2368.8798828125,377.4261169433594,332.82000732421875,815.469970703125
2023-01-17,140.4281768798828,2355.8798828125,379.0671081542969,326.2200012207031,809.739990234375
2023-01-18,137.09274291992188,2344.929931640625,374.0553283691406,326.3299865722656,805.0800170898438
2023-01-19,136.6425018310547,2327.5400390625,374.37164306640625,315.7799987792969,793.72998046875
2023-01-20,137.45108032226562,2326.610107421875,373.6994323730469,342.5,793.3800048828125
2023-01-23,136.4954833984375,2318.9599609375,370.7239990234375,357.4200134277344,794.4000244140625
2023-01-24,135.70530700683594,2341.56005859375,372.1771240234375,363.8299865722656,799.0900268554688
2023-01-25,135.79714965820312,2357.81005859375,371.7322692871094,367.9599914550781,800.469970703125
2023-01-26,135.43881225585938,2415.27001953125,379.70965576171875,364.8699951171875,800.6300048828125
2023-01-27,134.40969848632812,2369.340087890625,374.8460998535156,360.7699890136719,771.1699829101562
2023-01-30,133.83079528808594,2428.580078125,374.34197998046875,353.1099853515625,789.6300048828125
2023-01-31,135.7604217529297,2438.85009765625,374.33209228515625,353.8599853515625,792.3499755859375
2023-02-01,134.7037353515625,2495.679931640625,366.72052001953125,361.989990234375,807.9299926757812
2023-02-02,133.0865478515625,2443.550048828125,362.272216796875,366.8900146484375,805.6599731445312
2023-02-03,133.41734313964844,2398.510009765625,358.41693115234375,365.8999938964844,794.8400268554688
2023-02-06,133.25193786621094,2425.8798828125,354.0180969238281,361.4800109863281,809.4500122070312
2023-02-07,133.36221313476562,2419.81005859375,359.4351501464844,362.95001220703125,801.02001953125
2023-02-08,132.8751983642578,2424.360107421875,362.4698486328125,366.8299865722656,787.3599853515625
2023-02-09,136.63330078125,2490.280029296875,358.199462890625,362.5,817.0
2023-02-10,139.7114715576172,2513.68994140625,363.8439025878906,347.3599853515625,825.3200073242188
2023-02-13,141.25514221191406,2543.510009765625,362.7467041015625,358.57000732421875,849.489990234375
2023-02-14,140.2076416015625,2546.27001953125,361.6493835449219,359.9599914550781,861.0
2023-02-15,138.8018035888672,2580.27001953125,359.4648132324219,361.4200134277344,861.22998046875
2023-02-16,137.3959503173828,2571.35009765625,359.5735168457031,350.7099914550781,862.0
2023-02-17,139.03152465820312,2605.6201171875,362.64776611328125,347.9599914550781,873.010009765625
2023-02-21,139.66554260253906,2573.139892578125,357.35919189453125,337.5,860.1300048828125
2023-02-22,138.44346618652344,2567.360107421875,356.55853271484375,334.8800048828125,842.510009765625
2023-02-23,139.7298583984375,2571.4599609375,356.1927490234375,323.6499938964844,841.1599731445312
2023-02-24,140.3179168701172,2540.56005859375,355.0164489746094,317.1499938964844,831.8200073242188
2023-02-27,141.760498046875,2572.25,351.2699890136719,323.0299987792969,845.9600219726562
2023-02-28,141.4113311767578,2486.5400390625,346.3198547363281,322.1300048828125,830.0999755859375
2023-03-01,142.670166015625,2456.3701171875,348.240478515625,313.4800109863281,824.219970703125
2023-03-02,141.8523712158203,2485.6298828125,343.87451171875,311.8800048828125,840.8900146484375
2023-03-03,143.39605712890625,2497.340087890625,342.22119140625,315.17999267578125,838.030029296875
2023-03-06,142.6793670654297,2520.0,344.4190368652344,312.0299987792969,839.4400024414062
2023-03-07,140.52005004882812,2474.830078125,333.96435546875,308.4700012207031,828.719970703125
2023-03-08,137.46029663085938,2459.570068359375,334.9049072265625,311.7900085449219,830.5599975585938
2023-03-09,135.39288330078125,2422.18994140625,332.617919921875,297.7799987792969,822.3099975585938
2023-03-10,137.5613555908203,2421.389892578125,332.84564208984375,292.760009765625,819.9199829101562
2023-03-13,139.6195831298828,2429.860107421875,332.0535888671875,293.510009765625,818.22998046875
2023-03-14,141.36541748046875,2427.409912109375,333.1426696777344,294.94000244140625,821.22998046875
2023-03-15,141.55836486816406,2415.679931640625,332.0041198730469,303.7900085449219,818.260009765625
2023-03-16,142.69773864746094,2413.320068359375,336.528564453125,310.05999755859375,819.52001953125
2023-03-17,141.7053985595703,2365.0,335.9642028808594,303.5,797.8699951171875
2023-03-20,143.45118713378906,2391.169921875,341.80535888671875,305.1300048828125,816.0599975585938
2023-03-21,144.04844665527344,2394.949951171875,344.003173828125,305.7900085449219,819.6300048828125
2023-03-22,141.20001220703125,2349.300048828125,338.4095764160156,293.8999938964844,808.969970703125
2023-03-23,142.69773864746094,2307.820068359375,332.47930908203125,320.3699951171875,801.3800048828125
2023-03-24,145.197021484375,2329.39990234375,343.1022644042969,328.3900146484375,810.760009765625
2023-03-27,144.75596618652344,2368.550048828125,345.9139099121094,327.6600036621094,819.0399780273438
2023-03-28,145.40834045410156,2405.219970703125,350.9432678222656,323.5199890136719,828.8499755859375
2023-03-29,145.1786346435547,2395.3701171875,353.59649658203125,332.0299987792969,832.0800170898438
2023-03-30,145.10513305664062,2406.18994140625,354.2103271484375,338.42999267578125,841.5
2023-03-31,146.4374542236328,2458.14990234375,352.49755859375,345.4800109863281,848.97998046875
2023-04-03,147.4022674560547,2511.5400390625,360.1405334472656,348.2799987792969,867.9500122070312
2023-04-04,146.814208984375,2502.050048828125,359.3683776855469,346.75,864.4400024414062
2023-04-05,147.75143432617188,2494.43994140625,369.44677734375,342.3500061035156,858.3499755859375
2023-04-06,148.4405517578125,2530.679931640625,366.39752197265625,339.3299865722656,861.1300048828125
2023-04-10,148.1924591064453,2554.43994140625,367.0707092285156,338.989990234375,869.75
2023-04-11,148.28439331054688,2559.5400390625,362.5166015625,338.2099914550781,871.0399780273438
2023-04-12,149.18484497070312,2598.889892578125,358.9425964355469,331.0299987792969,877.3499755859375
2023-04-13,150.86325073242188,2618.64990234375,360.6850280761719,346.19000244140625,887.9500122070312
2023-04-14,149.8432159423828,2638.320068359375,358.38824462890625,338.6300048828125,892.27001953125
2023-04-17,149.46299743652344,2665.409912109375,359.65545654296875,332.7200012207031,897.280029296875
2023-04-18,147.98858642578125,2681.64990234375,356.6656188964844,333.70001220703125,909.9199829101562
2023-04-19,149.49082946777344,2663.159912109375,352.0025939941406,323.1199951171875,899.1400146484375
2023-04-20,149.98233032226562,2701.840087890625,355.68548583984375,325.3500061035156,905.3599853515625
2023-04-21,150.60362243652344,2681.409912109375,356.2695617675781,327.9800109863281,903.8099975585938
2023-04-24,152.15220642089844,2677.1201171875,358.30902099609375,329.0199890136719,907.0
2023-04-25,152.91259765625,2678.340087890625,359.66534423828125,322.54998779296875,897.760009765625
2023-04-26,150.0379638671875,2644.830078125,355.6557312011719,321.1499938964844,894.2000122070312
2023-04-27,138.04788208007812,2660.72998046875,360.1801452636719,325.8500061035156,915.6699829101562
2023-04-28,140.13433837890625,2663.31005859375,360.60589599609375,329.92999267578125,917.3099975585938
2023-05-01,142.5360565185547,2679.5400390625,350.4779052734375,324.1199951171875,929.5999755859375
2023-05-02,140.59799194335938,2702.889892578125,357.3982238769531,317.54998779296875,936.52001953125
2023-05-03,138.4002685546875,2677.580078125,350.88385009765625,319.29998779296875,931.6699829101562
2023-05-04,136.6476593017578,2661.60009765625,351.4976806640625,320.7799987792969,933.6199951171875
2023-05-05,137.2689666748047,2691.580078125,362.2196044921875,322.760009765625,940.780029296875
2023-05-08,136.7311248779297,2709.5400390625,364.8827819824219,331.2099914550781,946.6400146484375
2023-05-09,136.1562042236328,2726.510009765625,384.84161376953125,332.1400146484375,953.4600219726562
2023-05-10,135.77598571777344,2733.64990234375,390.52435302734375,335.4200134277344,954.77001953125
2023-05-11,135.9336395263672,2715.199951171875,388.1383972167969,344.760009765625,958.260009765625
2023-05-12,136.4529266357422,2729.06005859375,386.07916259765625,339.8900146484375,962.0999755859375
2023-05-15,135.9336395263672,2706.530029296875,387.24737548828125,335.8900146484375,945.280029296875
2023-05-16,132.87353515625,2673.4599609375,392.0885925292969,333.75,937.5499877929688
2023-05-17,132.92918395996094,2679.550048828125,396.9595642089844,339.9599914550781,939.4299926757812
2023-05-18,133.01263427734375,2648.949951171875,393.890380859375,371.2900085449219,941.7999877929688
2023-05-19,134.5612335205078,2653.179931640625,393.70233154296875,365.3599853515625,954.2999877929688
2023-05-22,134.3665008544922,2619.800048828125,392.4747009277344,363.010009765625,928.1400146484375
2023-05-23,132.15953063964844,2463.409912109375,389.217529296875,355.989990234375,911.989990234375
2023-05-24,130.88909912109375,2423.6201171875,392.4747009277344,364.8500061035156,928.9400024414062
2023-05-25,128.54299926757812,2459.75,391.4450988769531,359.0,935.02001953125
2023-05-26,127.56008911132812,2460.7900390625,384.0793151855469,378.8800048828125,923.0
2023-05-30,126.52149963378906,2454.639892578125,380.4360046386719,392.9800109863281,928.0800170898438
2023-05-31,127.93101501464844,2386.840087890625,387.4849853515625,395.2300109863281,903.3099975585938
2023-06-01,123.7396011352539,2373.580078125,385.8887939453125,403.1300048828125,895.280029296875
2023-06-02,126.92023468017578,2381.22998046875,386.81085205078125,400.4700012207031,895.3400268554688
2023-06-05,126.91096496582031,2339.949951171875,391.9166259765625,403.5400085449219,902.1099853515625
2023-06-06,125.58492279052734,2323.050048828125,385.6211242675781,399.2900085449219,885.9299926757812
2023-06-07,126.57713317871094,2306.64990234375,381.3183898925781,399.7699890136719,883.1099853515625
2023-06-08,127.63428497314453,2360.610107421875,385.87890625,409.3699951171875,906.6799926757812
2023-06-09,128.13499450683594,2363.18994140625,390.5286865234375,420.0199890136719,906.989990234375
2023-06-12,127.71773529052734,2415.0,391.8769226074219,423.9700012207031,911.780029296875
2023-06-13,128.25555419921875,2420.949951171875,393.5921325683594,435.7300109863281,916.27001953125
2023-06-14,126.32676696777344,2399.419921875,387.89141845703125,440.8599853515625,909.6400146484375
2023-06-15,126.0114517211914,2497.3701171875,396.6357421875,445.2699890136719,927.489990234375
2023-06-16,128.5615692138672,2493.830078125,402.713134765625,431.9599914550781,919.02001953125
2023-06-20,127.80120086669922,2453.070068359375,406.80767822265625,434.70001220703125,917.489990234375
2023-06-21,126.91096496582031,2446.280029296875,410.9021911621094,424.45001220703125,937.9299926757812
2023-06-22,127.42100524902344,2438.6298828125,413.6286315917969,422.4800109863281,932.5499877929688
2023-06-23,126.03929138183594,2423.72998046875,412.1910705566406,424.0199890136719,924.760009765625
2023-06-26,125.13980865478516,2476.550048828125,410.535400390625,415.94000244140625,931.6500244140625
2023-06-27,122.96065521240234,2439.8798828125,411.169921875,417.0799865722656,935.3900146484375
2023-06-28,122.87718963623047,2437.6298828125,411.64581298828125,429.8399963378906,937.030029296875
2023-06-29,123.54485321044922,2455.39990234375,417.26715087890625,428.239990234375,937.4199829101562
2023-06-30,124.9358139038086,2493.360107421875,423.6419372558594,440.489990234375,955.2999877929688
2023-07-03,125.19544982910156,2483.47998046875,417.18780517578125,441.44000244140625,947.0800170898438
2023-07-05,127.61570739746094,2492.429931640625,415.195068359375,445.8999938964844,947.8400268554688
2023-07-06,127.27261352539062,2491.10009765625,412.3398132324219,438.8399963378906,944.3300170898438
2023-07-07,125.64984130859375,2469.510009765625,411.23931884765625,438.1000061035156,934.469970703125
2023-07-10,124.71326446533203,2513.56005859375,411.19970703125,441.7099914550781,961.0900268554688
2023-07-11,125.71475982666016,2553.010009765625,410.16864013671875,440.2099914550781,967.5599975585938
2023-07-12,125.16764831542969,2573.3798828125,405.26104736328125,444.04998779296875,969.22998046875
2023-07-13,125.25201416015625,2538.179931640625,406.1731872558594,450.3800048828125,956.0599975585938
2023-07-14,127.52096557617188,2556.590087890625,405.9848327636719,441.9100036621094,961.4099731445312
2023-07-17,126.41462707519531,2544.22998046875,408.1361999511719,450.04998779296875,968.9600219726562
