Date,AJG,AZO,CTVA,ICE,MCK,MKL,ORLY,SLM,SNOW,SPOT
2023-10-18 04:00:00,234.34,2629.4,51.23,109.64,455.72,1498.17,930.5,13.45,153.23,148.92
2023-10-19 04:00:00,231.03,2494.66,50.96,109.57,453.27,1479.33,898.39,13.29,153.43,149.97
2023-10-20 04:00:00,227.57,2488.55,50.26,108.02,452.81,1451.23,907.06,13.14,147.67,149.92
2023-10-23 04:00:00,227.7,2432.82,48.77,107.71,450.0,1435.76,878.67,13.05,148.59,154.61
2023-10-24 04:00:00,231.21,2416.54,48.41,106.93,452.05,1472.57,872.0,13.0,151.12,170.63
2023-10-25 04:00:00,231.1,2436.12,48.63,106.73,453.0,1461.62,874.92,12.99,142.4,161.82
2023-10-26 04:00:00,229.89,2450.73,48.71,107.29,451.64,1461.14,921.64,13.16,140.84,158.38
2023-10-27 04:00:00,228.24,2446.17,47.82,104.72,448.03,1432.25,924.56,12.81,143.38,159.35
2023-10-30 04:00:00,233.73,2469.7,48.22,106.03,449.43,1457.26,930.14,13.16,144.16,162.67
2023-10-31 04:00:00,235.49,2477.13,48.14,107.44,455.36,1470.52,930.44,13.0,145.13,164.76
2023-11-01 04:00:00,237.31,2490.72,47.74,108.25,459.59,1492.68,945.66,13.45,144.26,167.63
2023-11-02 04:00:00,242.2,2546.02,49.56,106.26,447.6,1301.3,948.09,14.29,142.75,167.31
2023-11-03 04:00:00,242.33,2574.54,50.23,107.91,452.76,1336.97,952.84,14.79,149.99,169.98
2023-11-06 05:00:00,242.97,2605.82,49.97,107.79,460.01,1335.04,956.1,14.83,144.2,167.24
2023-11-07 05:00:00,244.0,2650.45,49.28,108.22,458.04,1337.35,974.61,14.96,159.57,165.5
2023-11-08 05:00:00,245.57,2652.85,48.62,109.17,460.67,1332.22,973.7,14.72,158.58,169.97
2023-11-09 05:00:00,246.77,2678.96,44.51,108.55,461.86,1343.09,978.14,14.7,156.35,170.28
2023-11-10 05:00:00,248.27,2702.34,43.55,109.78,469.29,1339.72,986.22,14.87,160.4,170.98
2023-11-13 05:00:00,247.75,2707.12,45.29,108.66,470.64,1353.79,995.92,14.88,158.7,171.17
2023-11-14 05:00:00,244.14,2684.53,46.28,110.45,453.82,1371.47,982.96,15.01,165.86,174.41
2023-11-15 05:00:00,240.71,2686.42,46.73,111.05,446.38,1378.86,973.335,15.04,163.03,173.76
2023-11-16 05:00:00,245.51,2658.23,46.97,112.27,450.78,1381.0,971.99,14.4,160.97,175.28
2023-11-17 05:00:00,245.45,2627.05,47.32,111.4,450.2,1403.48,968.55,14.46,161.85,176.05
2023-11-20 05:00:00,246.56,2649.25,46.86,112.15,452.97,1409.83,978.61,14.42,166.73,179.86
2023-11-21 05:00:00,248.9,2676.09,46.27,113.45,454.31,1435.29,983.59,13.95,166.67,178.68
2023-11-22 05:00:00,250.99,2671.77,46.36,114.32,457.45,1429.5,991.46,14.36,168.92,181.2
2023-11-24 05:00:00,252.92,2688.0,46.67,114.39,461.37,1442.25,987.16,14.38,171.16,181.7
2023-11-27 05:00:00,252.3,2613.15,45.73,113.14,461.89,1437.77,983.13,14.12,170.3,183.04
2023-11-28 05:00:00,246.74,2602.18,45.5,112.78,461.6,1416.95,977.43,14.43,171.55,182.61
2023-11-29 05:00:00,245.02,2596.51,45.5,112.69,456.7,1415.16,973.94,14.43,175.32,182.31
2023-11-30 05:00:00,249.0,2609.93,45.2,113.84,470.56,1439.09,982.38,15.03,187.68,185.11
2023-12-01 05:00:00,248.0,2641.75,46.2,114.24,464.65,1425.0,980.52,15.73,185.97,180.69
2023-12-04 05:00:00,247.55,2664.11,45.22,115.03,459.3,1410.17,983.22,15.84,188.3,194.17
2023-12-05 05:00:00,244.79,2671.13,43.89,114.08,460.79,1401.29,977.97,15.94,186.16,199.32
2023-12-06 05:00:00,242.5,2710.62,44.15,113.08,457.59,1386.99,985.2,15.89,184.47,193.79
2023-12-07 05:00:00,241.05,2632.7,44.5,112.53,455.66,1366.18,953.71,16.26,187.31,195.82
2023-12-08 05:00:00,240.96,2620.49,45.15,113.34,457.89,1374.0,945.88,16.86,190.67,198.05
2023-12-11 05:00:00,245.0,2633.5,45.8,116.14,461.98,1399.43,965.52,17.02,192.99,197.76
2023-12-12 05:00:00,247.59,2661.25,44.81,117.93,462.14,1393.03,972.79,16.86,193.49,199.0
2023-12-13 05:00:00,245.21,2719.78,45.54,121.54,460.8,1388.44,983.41,17.86,196.55,199.49
2023-12-14 05:00:00,227.04,2636.69,46.54,123.33,441.68,1385.24,951.12,18.38,200.86,196.15
2023-12-15 05:00:00,222.81,2628.05,46.55,123.1,439.47,1394.9,951.57,18.25,199.01,192.17
2023-12-18 05:00:00,227.56,2637.36,47.18,123.56,447.54,1408.08,960.13,18.19,198.97,193.04
2023-12-19 05:00:00,224.59,2649.32,47.86,123.77,448.03,1410.25,964.26,18.67,199.02,190.83
2023-12-20 05:00:00,220.11,2607.34,46.59,122.36,445.96,1385.25,950.25,18.6,194.28,188.71
2023-12-21 05:00:00,222.86,2612.67,47.29,124.23,452.71,1387.39,957.55,18.87,196.79,192.85
2023-12-22 05:00:00,222.88,2608.69,47.46,125.72,454.2,1386.82,952.06,18.86,195.67,189.59
2023-12-26 05:00:00,222.36,2569.36,48.0,126.65,455.76,1395.04,942.06,19.11,198.56,189.88
2023-12-27 05:00:00,223.01,2573.32,47.98,127.79,457.49,1400.6,942.55,19.29,198.71,190.27
2023-12-28 05:00:00,223.46,2567.65,48.09,128.6,457.5,1411.91,941.21,19.28,201.23,188.75
2023-12-29 05:00:00,224.88,2585.61,47.92,128.43,462.98,1419.9,950.08,19.12,199.0,187.91
2024-01-02 05:00:00,225.0,2568.5,48.56,126.45,473.42,1436.46,944.98,19.23,189.12,188.8
2024-01-03 05:00:00,225.02,2567.59,48.08,124.81,480.34,1428.39,943.71,18.53,184.21,187.94
2024-01-04 05:00:00,225.9,2557.41,47.6,125.62,474.55,1435.13,935.8,18.53,183.72,192.58
2024-01-05 05:00:00,225.28,2550.93,47.33,125.79,478.19,1426.43,925.4,18.64,189.12,193.52
2024-01-08 05:00:00,228.84,2553.93,47.01,128.41,476.63,1417.75,927.94,18.54,196.35,197.25
2024-01-09 05:00:00,226.14,2521.28,46.51,127.04,481.06,1413.65,927.9,18.12,196.9,193.02
2024-01-10 05:00:00,230.15,2537.16,46.05,127.65,483.69,1410.0,936.55,18.5,197.4,196.79
2024-01-11 05:00:00,232.0,2546.65,46.03,126.77,488.84,1421.97,944.61,18.63,195.62,200.82
2024-01-12 05:00:00,234.8,2569.1,46.11,126.96,485.32,1429.84,953.06,18.54,191.26,203.03
2024-01-16 05:00:00,233.47,2669.56,45.49,126.03,488.5,1431.32,990.25,18.73,188.02,203.35
2024-01-17 05:00:00,233.99,2669.21,44.84,125.83,485.82,1421.51,992.16,18.69,188.12,198.68
2024-01-18 05:00:00,236.95,2722.98,44.41,126.63,493.0,1431.69,1015.53,18.54,186.61,204.82
2024-01-19 05:00:00,238.79,2746.44,45.6,126.45,484.6,1447.81,1028.1,18.99,193.12,204.71
2024-01-22 05:00:00,237.52,2770.99,44.97,127.3,487.32,1461.73,1035.94,19.33,199.08,205.67
2024-01-23 05:00:00,239.68,2768.31,45.43,127.14,485.37,1457.77,1025.32,19.19,205.58,206.71
2024-01-24 05:00:00,239.07,2751.62,45.41,127.04,485.0,1468.78,1018.45,19.2,203.81,211.14
2024-01-25 05:00:00,237.75,2748.61,45.24,127.29,486.33,1471.93,1024.04,19.86,206.01,214.18
2024-01-26 05:00:00,233.03,2780.24,45.86,127.26,485.27,1475.74,1022.51,19.86,202.51,214.29
2024-01-29 05:00:00,228.78,2794.44,45.93,128.18,486.46,1492.69,1030.01,20.17,209.54,218.61
2024-01-30 05:00:00,230.57,2838.66,45.83,129.02,490.02,1500.73,1041.12,20.56,206.25,217.62
2024-01-31 05:00:00,232.16,2762.13,45.48,127.33,499.89,1497.43,1023.05,19.88,195.64,215.35
2024-02-01 05:00:00,232.12,2798.15,54.06,129.73,501.85,1395.13,1041.75,19.49,199.94,218.96
2024-02-02 05:00:00,232.74,2821.89,53.04,128.7,504.45,1412.41,1047.31,19.31,218.76,222.47
2024-02-05 05:00:00,236.26,2803.98,51.8,126.75,507.94,1418.46,1055.62,19.27,215.6,223.25
2024-02-06 05:00:00,234.05,2811.86,52.09,126.33,506.87,1407.76,1051.86,19.22,213.68,231.92
2024-02-07 05:00:00,236.2,2842.54,54.07,128.08,516.98,1445.42,1067.02,19.09,218.23,240.83
2024-02-08 05:00:00,237.03,2731.66,53.24,134.12,494.23,1408.45,1020.83,19.5,222.9,240.01
2024-02-09 05:00:00,238.84,2680.0,53.6,135.49,501.35,1428.94,1025.82,19.6,233.28,240.77
2024-02-12 05:00:00,235.62,2703.88,55.04,135.46,494.48,1443.97,1026.39,19.86,232.16,234.68
2024-02-13 05:00:00,236.32,2726.15,53.63,134.41,504.77,1440.96,1039.26,19.6,227.57,238.0
2024-02-14 05:00:00,238.68,2726.87,54.08,136.66,501.2,1468.97,1049.3,20.16,236.0,244.17
2024-02-15 05:00:00,240.55,2724.88,54.68,136.89,505.68,1469.66,1047.9,20.26,232.4,245.51
2024-02-16 05:00:00,239.22,2727.83,54.8,137.12,511.06,1461.5,1051.05,20.18,230.31,246.25
2024-02-20 05:00:00,241.74,2696.15,54.36,136.43,506.74,1453.13,1035.63,20.26,220.08,243.4
2024-02-21 05:00:00,240.1,2729.69,54.22,136.69,507.42,1462.82,1039.77,19.77,216.21,245.09
2024-02-22 05:00:00,244.67,2758.77,54.71,139.29,510.3,1474.52,1054.81,19.69,225.62,248.12
2024-02-23 05:00:00,245.0,2756.34,54.9,138.38,516.24,1471.52,1058.02,19.67,229.34,256.1
2024-02-26 05:00:00,244.04,2770.46,54.82,137.91,519.2,1443.07,1062.07,19.55,230.93,254.99
2024-02-27 05:00:00,243.55,2954.99,55.13,138.63,518.98,1461.42,1081.75,20.02,234.03,253.02
2024-02-28 05:00:00,245.47,3011.62,54.54,138.84,523.68,1487.9,1092.96,20.52,230.0,252.25
2024-02-29 05:00:00,243.93,3006.02,53.52,138.42,521.41,1492.48,1087.42,20.83,188.28,256.41
2024-03-01 05:00:00,243.54,3035.99,53.66,138.57,525.88,1493.76,1085.45,20.7,186.72,263.75
2024-03-04 05:00:00,242.52,3079.94,53.61,138.07,534.18,1483.75,1077.98,21.02,177.93,270.0
2024-03-05 05:00:00,245.35,3102.86,53.94,139.42,528.83,1475.95,1079.67,20.85,167.75,267.0
2024-03-06 05:00:00,248.62,3104.2,54.03,139.43,525.05,1506.26,1081.65,20.65,167.0,268.03
2024-03-07 05:00:00,249.91,3124.01,54.49,138.85,528.48,1500.27,1089.43,21.04,168.44,270.35
2024-03-08 05:00:00,251.69,3079.49,54.68,138.66,527.41,1496.89,1084.2,20.68,162.4,259.4
2024-03-11 04:00:00,252.71,3060.28,55.09,136.97,526.66,1500.82,1086.13,20.81,162.29,254.45
2024-03-12 04:00:00,254.82,3059.51,55.11,136.99,531.24,1498.63,1094.6,20.99,161.95,258.09
2024-03-13 04:00:00,255.38,3089.24,55.3,137.47,520.21,1501.28,1101.4,21.09,162.31,257.26
2024-03-14 04:00:00,254.91,3119.04,55.2,135.45,529.36,1506.19,1116.9,20.85,158.92,257.13
2024-03-15 04:00:00,253.17,3124.33,55.09,134.64,533.64,1523.04,1113.18,20.54,156.97,254.89
2024-03-18 04:00:00,253.69,3101.97,54.71,134.4,529.71,1509.75,1113.83,20.51,156.31,254.15
2024-03-19 04:00:00,253.86,3153.81,54.67,135.5,534.34,1513.0,1134.63,20.64,157.7,252.76
2024-03-20 04:00:00,255.87,3187.38,55.73,136.1,530.75,1514.4,1145.29,21.11,163.04,261.72
2024-03-21 04:00:00,250.3,3210.4,55.78,138.1,534.18,1522.63,1162.94,21.62,158.39,259.64
2024-03-22 04:00:00,246.53,3239.32,55.07,136.23,532.57,1518.63,1167.53,21.36,159.03,264.95
2024-03-25 04:00:00,245.58,3170.82,55.63,135.81,532.55,1511.74,1137.07,21.35,158.14,261.92
2024-03-26 04:00:00,246.23,3191.48,56.3,137.12,536.09,1489.96,1134.78,21.14,158.02,262.81
2024-03-27 04:00:00,247.79,3192.79,57.0,136.98,539.26,1527.35,1135.52,21.6,160.04,260.2
2024-03-28 04:00:00,250.04,3151.65,57.67,137.43,536.85,1521.48,1128.88,21.79,161.6,263.9
2024-04-01 04:00:00,247.18,3168.6,57.68,137.03,536.49,1508.78,1130.28,21.33,160.52,266.43
2024-04-02 04:00:00,245.36,3170.04,57.17,137.5,533.27,1502.46,1140.21,21.16,156.19,269.58
2024-04-03 04:00:00,245.37,3146.63,57.41,137.39,540.09,1494.26,1132.95,21.36,153.02,291.77
2024-04-04 04:00:00,240.3,3085.04,56.95,136.7,534.79,1490.04,1099.63,21.06,151.34,295.96
2024-04-05 04:00:00,243.99,3104.94,56.85,137.87,538.75,1509.43,1117.56,21.22,153.86,310.31
2024-04-08 04:00:00,244.16,3076.09,57.52,136.88,532.23,1508.32,1107.24,21.49,154.86,309.07
2024-04-09 04:00:00,244.13,3043.62,57.52,135.06,527.28,1490.25,1095.74,21.27,155.58,300.73
2024-04-10 04:00:00,240.02,3025.75,57.16,132.94,529.99,1490.09,1093.1,20.91,152.97,299.99
2024-04-11 04:00:00,238.17,3006.76,56.46,133.48,523.37,1443.85,1083.0,21.0,159.35,303.57
2024-04-12 04:00:00,234.58,2962.32,53.76,133.55,523.01,1432.54,1076.49,20.67,158.56,300.45
2024-04-15 04:00:00,232.09,2903.51,53.67,130.54,522.68,1427.07,1069.27,20.72,151.98,290.52
2024-04-16 04:00:00,231.43,2910.27,53.32,129.9,528.35,1423.66,1089.51,20.66,150.3,298.08
2024-04-17 04:00:00,230.52,2938.26,53.53,130.74,525.92,1428.51,1094.8,20.58,148.8,293.58
2024-04-18 04:00:00,233.99,2973.17,53.96,130.98,518.81,1436.13,1101.06,20.78,148.41,289.2
2024-04-19 04:00:00,236.57,2985.54,54.8,131.21,524.83,1456.69,1090.94,21.09,145.45,275.83
2024-04-22 04:00:00,237.52,2961.66,55.2,131.65,527.32,1471.41,1091.46,21.32,147.21,272.24
2024-04-23 04:00:00,237.87,2961.04,55.18,132.33,532.0,1479.65,1092.35,21.93,151.17,303.31
2024-04-24 04:00:00,236.81,2988.51,54.77,132.57,535.42,1462.36,1092.7,22.1,154.99,281.23
2024-04-25 04:00:00,236.95,2945.25,54.7,131.82,539.94,1450.95,1054.13,21.93,152.5,289.02
2024-04-26 04:00:00,234.11,2945.98,54.92,131.7,543.3,1436.52,1043.93,21.9,158.13,289.59
2024-04-29 04:00:00,233.55,2998.78,55.5,130.78,536.09,1449.34,1037.04,21.63,157.44,286.24
2024-04-30 04:00:00,234.69,2956.4,54.13,128.76,537.21,1458.4,1013.26,21.19,155.2,280.44
2024-05-01 04:00:00,238.8,2946.81,53.91,128.68,531.1,1476.34,1005.11,21.25,156.14,284.54
2024-05-02 04:00:00,238.54,2962.09,56.98,126.54,530.27,1576.55,1006.23,21.48,157.77,294.17
2024-05-03 04:00:00,238.72,2952.2,57.16,130.5,528.86,1581.06,1012.95,22.01,159.32,296.07
2024-05-06 04:00:00,243.01,2967.7,56.36,131.28,533.41,1592.43,1016.09,21.68,163.68,299.48
2024-05-07 04:00:00,245.02,2990.65,57.52,133.72,545.75,1615.15,1020.71,21.63,159.09,298.05
2024-05-08 04:00:00,245.01,2962.52,56.82,133.39,543.61,1615.83,1020.34,21.76,157.78,298.65
2024-05-09 04:00:00,247.56,2987.05,57.83,134.95,555.12,1636.56,1030.72,21.94,155.87,298.66
2024-05-10 04:00:00,250.82,2979.32,57.48,133.99,559.91,1652.22,1019.33,21.78,157.15,294.6
2024-05-13 04:00:00,249.5,2937.92,57.3,133.74,554.61,1634.47,1012.75,21.49,159.79,289.71
2024-05-14 04:00:00,250.72,2921.43,57.55,134.39,551.58,1645.2,1006.77,21.33,160.95,290.12
2024-05-15 04:00:00,251.78,2930.17,57.13,137.87,551.56,1637.38,1010.38,21.01,164.37,303.04
2024-05-16 04:00:00,255.52,2900.99,56.0,137.11,555.76,1652.58,1005.98,21.07,165.04,298.12
2024-05-17 04:00:00,257.67,2917.5,56.45,138.4,564.52,1663.21,1012.06,21.16,161.86,302.82
2024-05-20 04:00:00,256.39,2924.04,56.74,136.95,564.0,1639.48,995.33,20.67,164.78,308.21
2024-05-21 04:00:00,257.84,2820.83,56.65,137.27,552.39,1637.21,995.59,21.02,162.71,304.93
2024-05-22 04:00:00,257.65,2772.64,56.98,136.89,557.38,1648.06,991.44,20.6,163.34,298.76
2024-05-23 04:00:00,250.96,2777.54,55.57,135.4,558.03,1616.13,975.87,20.65,154.58,300.51
2024-05-24 04:00:00,252.06,2792.9,55.51,136.34,560.73,1618.29,986.96,20.98,156.16,308.16
2024-05-28 04:00:00,248.33,2800.0,55.66,133.68,549.26,1603.65,957.51,20.51,150.74,310.29
2024-05-29 04:00:00,245.32,2739.1,54.27,131.95,558.89,1598.24,957.9,20.54,148.19,307.52
2024-05-30 04:00:00,249.09,2772.56,55.24,133.24,560.96,1620.83,963.64,20.92,140.95,304.69
2024-05-31 04:00:00,253.33,2769.94,55.94,133.9,569.59,1641.59,963.26,21.46,136.18,296.78
2024-06-03 04:00:00,253.03,2772.62,55.57,133.65,573.16,1631.07,956.61,21.21,136.93,313.62
2024-06-04 04:00:00,255.22,2790.98,53.7,134.76,573.73,1604.94,970.3,21.09,137.0,326.68
2024-06-05 04:00:00,253.09,2776.28,54.06,135.34,579.6,1602.31,976.86,20.94,134.29,324.75
2024-06-06 04:00:00,251.64,2764.69,54.92,134.86,586.11,1599.84,982.42,20.77,132.04,319.51
2024-06-07 04:00:00,253.53,2800.7,52.9,133.79,586.9,1601.43,978.7,20.57,131.21,308.21
2024-06-10 04:00:00,255.17,2780.95,51.71,133.88,591.28,1579.7,975.14,20.79,126.76,309.0
2024-06-11 04:00:00,256.12,2811.03,51.64,134.59,591.29,1555.06,1000.03,20.11,128.48,310.0
2024-06-12 04:00:00,258.88,2817.93,51.94,136.05,584.79,1557.04,1004.24,20.74,130.33,315.49
2024-06-13 04:00:00,260.78,2813.4,51.58,135.26,591.07,1550.27,995.78,20.64,125.9,306.01
2024-06-14 04:00:00,258.24,2835.82,51.18,135.67,589.95,1544.07,1007.31,20.03,127.17,313.02
2024-06-17 04:00:00,261.16,2938.83,52.04,136.2,597.45,1554.05,1043.25,20.44,130.67,311.22
2024-06-18 04:00:00,261.87,2968.75,51.89,136.38,602.93,1558.6,1056.65,20.51,127.6,309.9
2024-06-20 04:00:00,264.66,3008.23,52.37,137.11,603.24,1570.46,1080.57,20.67,126.62,313.89
2024-06-21 04:00:00,264.6,2990.35,52.92,137.84,603.08,1572.95,1081.79,20.82,127.8,317.74
2024-06-24 04:00:00,265.19,2985.44,52.91,138.72,607.81,1591.99,1083.52,20.99,124.8,314.99
2024-06-25 04:00:00,259.9,2936.41,53.04,137.33,604.42,1579.04,1057.79,20.66,124.21,321.28
2024-06-26 04:00:00,253.5,2929.7,53.64,137.39,599.56,1569.59,1050.85,20.54,129.13,318.96
2024-06-27 04:00:00,260.13,2955.4,53.65,137.47,593.2,1579.11,1057.42,20.51,133.92,315.38
2024-06-28 04:00:00,259.31,2964.1,53.94,136.89,584.04,1575.66,1056.06,20.79,135.09,313.79
2024-07-01 04:00:00,259.22,2832.79,53.07,136.93,586.34,1575.34,1016.32,20.71,142.77,313.84
2024-07-02 04:00:00,262.0,2870.0,52.77,140.82,584.83,1578.79,1037.06,20.89,141.92,315.55
2024-07-03 04:00:00,262.63,2844.88,52.48,141.16,583.35,1547.27,1020.54,20.88,142.86,314.8
2024-07-05 04:00:00,264.67,2815.0,52.44,140.79,587.76,1535.69,1026.82,20.34,143.02,316.85
2024-07-08 04:00:00,264.54,2836.4,51.72,141.17,589.53,1550.81,1022.79,20.65,141.57,313.71
2024-07-09 04:00:00,263.93,2817.06,50.72,142.46,586.81,1552.84,1015.62,20.7,137.46,311.55
2024-07-10 04:00:00,267.8,2856.35,51.02,144.41,586.82,1561.48,1028.19,20.76,137.5,304.99
2024-07-11 04:00:00,270.12,2881.9,52.27,147.15,575.23,1574.36,1032.99,21.71,138.18,300.98
2024-07-12 04:00:00,271.05,2920.83,53.1,148.4,576.66,1598.29,1040.11,21.91,135.75,302.27
2024-07-15 04:00:00,270.46,2941.46,52.9,147.82,578.26,1598.16,1042.41,22.91,133.72,302.15
2024-07-16 04:00:00,267.62,2985.33,54.2,148.92,583.95,1610.42,1043.52,23.7,136.21,298.5
2024-07-17 04:00:00,271.85,2984.11,55.54,149.41,582.06,1620.22,1043.63,23.5,135.1,294.74
2024-07-18 04:00:00,270.53,2926.35,55.2,147.76,578.43,1613.03,1028.09,23.35,129.84,290.16
2024-07-19 04:00:00,270.27,2950.4,54.78,147.68,580.13,1573.4,1042.86,22.93,129.85,295.09
2024-07-22 04:00:00,271.76,2957.73,54.77,149.24,583.0,1562.66,1057.1,23.32,131.15,295.45
2024-07-23 04:00:00,273.22,2921.53,54.39,148.57,585.74,1563.43,1049.01,23.5,132.6,330.79
2024-07-24 04:00:00,274.32,2941.73,53.82,147.51,589.99,1565.2,1050.71,23.64,125.62,336.52
2024-07-25 04:00:00,273.97,3030.97,55.28,149.03,595.73,1570.61,1092.91,23.0,129.59,328.95
2024-07-26 04:00:00,283.58,3090.31,55.39,151.0,600.16,1614.29,1110.31,22.73,129.0,321.88
2024-07-29 04:00:00,279.37,3072.66,55.46,151.16,606.71,1625.07,1118.19,22.56,129.57,323.74
2024-07-30 04:00:00,285.0,3108.4,55.53,151.3,609.72,1645.69,1140.9,22.8,128.88,330.35
2024-07-31 04:00:00,283.49,3133.69,56.1,151.56,617.02,1638.85,1126.34,22.69,130.38,343.94
2024-08-01 04:00:00,287.12,3148.36,53.0,151.0,629.09,1566.38,1133.4,22.11,124.2,336.5
2024-08-02 04:00:00,287.14,3177.67,51.58,149.85,630.38,1560.42,1137.02,20.84,119.77,330.85
2024-08-05 04:00:00,278.32,3112.43,51.31,148.78,612.95,1511.76,1105.52,20.13,112.63,324.03
2024-08-06 04:00:00,281.25,3119.59,51.18,150.51,614.32,1504.03,1111.3,19.93,114.82,327.3
2024-08-07 04:00:00,281.64,3084.34,50.78,151.12,617.51,1494.55,1109.05,19.94,115.1,323.34
2024-08-08 04:00:00,282.84,3157.02,51.55,153.76,547.51,1513.43,1120.9,20.45,121.6,338.32
2024-08-09 04:00:00,282.75,3120.25,51.56,154.08,541.15,1521.92,1124.41,20.62,124.41,339.9
2024-08-12 04:00:00,281.6,3148.6,51.22,153.89,551.0,1507.93,1121.07,20.34,123.03,340.36
2024-08-13 04:00:00,281.21,3155.91,51.73,154.66,551.75,1520.87,1114.72,20.7,127.06,334.74
2024-08-14 04:00:00,284.7,3196.42,51.99,156.12,552.83,1536.66,1129.22,20.67,127.3,334.35
2024-08-15 04:00:00,284.4,3168.94,52.76,155.5,545.41,1544.49,1115.89,21.01,127.05,335.59
2024-08-16 04:00:00,285.08,3212.87,53.8,156.54,547.71,1548.57,1119.52,21.06,128.04,337.38
2024-08-19 04:00:00,286.55,3172.18,54.31,157.27,548.4,1557.47,1121.5,21.19,131.42,344.69
2024-08-20 04:00:00,288.25,3186.81,53.6,157.75,548.52,1546.94,1126.57,20.98,131.92,346.28
2024-08-21 04:00:00,289.51,3202.22,54.28,158.11,558.24,1566.53,1138.16,21.0,135.06,343.69
2024-08-22 04:00:00,291.82,3170.89,54.55,158.6,560.9,1564.01,1127.67,21.05,115.21,342.2
2024-08-23 04:00:00,287.83,3125.67,55.58,160.01,552.15,1574.89,1116.57,21.65,115.86,342.49
2024-08-26 04:00:00,286.78,3157.1,55.65,160.31,547.47,1574.52,1120.28,21.51,118.0,336.07
2024-08-27 04:00:00,290.06,3181.85,55.56,160.6,550.72,1573.25,1127.73,21.15,115.54,339.47
2024-08-28 04:00:00,290.87,3196.7,56.0,160.77,556.7,1575.93,1138.7,21.56,111.56,337.56
2024-08-29 04:00:00,291.47,3204.73,57.0,160.22,556.15,1591.24,1138.47,21.66,114.14,340.73
2024-08-30 04:00:00,292.57,3181.48,57.3,161.55,561.08,1600.68,1129.97,22.06,114.23,342.88
2024-09-03 04:00:00,294.49,3139.67,55.57,161.44,573.95,1575.19,1136.81,21.7,110.41,328.6
2024-09-04 04:00:00,297.75,3166.71,55.5,162.43,571.28,1570.45,1137.73,21.25,110.8,329.25
2024-09-05 04:00:00,295.55,3141.17,55.11,162.6,514.75,1555.52,1137.59,20.93,111.75,328.63
2024-09-06 04:00:00,294.19,3092.56,55.33,160.49,504.17,1533.79,1119.18,20.14,108.56,322.77
2024-09-09 04:00:00,298.94,3120.5,55.8,161.7,509.42,1554.56,1124.02,20.15,109.96,324.07
2024-09-10 04:00:00,298.82,3132.27,55.38,161.97,505.73,1525.34,1129.43,20.23,110.27,327.0
2024-09-11 04:00:00,294.65,3119.31,55.15,159.99,510.45,1531.44,1112.63,20.05,112.0,336.66
2024-09-12 04:00:00,296.6,3104.76,55.7,161.14,511.17,1541.0,1119.93,20.91,112.99,337.51
2024-09-13 04:00:00,297.39,3123.36,56.63,161.36,518.81,1557.58,1125.48,21.23,113.67,337.9
2024-09-16 04:00:00,299.55,3101.04,56.27,161.91,519.82,1574.83,1130.72,21.23,112.84,338.83
2024-09-17 04:00:00,295.94,3078.31,57.04,162.81,513.91,1578.48,1127.92,21.58,111.63,342.15
2024-09-18 04:00:00,291.18,3074.71,57.44,161.22,511.62,1569.39,1133.19,21.74,110.78,343.97
2024-09-19 04:00:00,282.2,3040.09,58.6,158.87,508.16,1584.66,1115.65,22.08,114.02,360.22
2024-09-20 04:00:00,276.06,3020.66,57.58,159.84,508.0,1570.59,1109.05,22.07,110.27,365.17
2024-09-23 04:00:00,282.03,3048.82,58.0,159.95,505.0,1572.27,1119.84,22.07,113.26,369.01
2024-09-24 04:00:00,279.33,3043.97,57.85,158.75,480.49,1572.16,1129.22,21.53,112.5,380.36
2024-09-25 04:00:00,280.75,3108.97,57.15,159.45,479.14,1557.89,1142.81,21.85,112.62,383.96
2024-09-26 04:00:00,277.99,3189.09,58.02,158.12,479.06,1574.72,1159.62,22.25,112.49,379.16
2024-09-27 04:00:00,279.45,3196.61,58.58,158.62,488.25,1569.08,1146.03,22.56,113.92,369.2
2024-09-30 04:00:00,281.37,3150.04,58.79,160.64,494.42,1568.58,1151.6,22.87,114.86,368.53
2024-10-01 04:00:00,286.3,3172.98,57.99,161.14,498.48,1572.72,1161.99,21.97,110.23,375.4
2024-10-02 04:00:00,285.91,3083.43,58.64,160.92,488.78,1562.37,1154.92,21.99,109.65,374.75
2024-10-03 04:00:00,286.06,3066.92,58.09,163.26,482.27,1565.57,1149.31,22.01,110.47,372.6
2024-10-04 04:00:00,289.62,3033.58,58.33,162.76,485.42,1603.69,1154.9,22.76,114.72,371.45
2024-10-07 04:00:00,286.9,3053.45,57.46,159.54,483.67,1549.87,1151.42,22.93,113.82,362.95
2024-10-08 04:00:00,293.16,3102.09,56.89,162.09,495.09,1559.2,1167.53,22.84,113.52,370.38
2024-10-09 04:00:00,294.94,3146.07,56.5,161.74,502.12,1564.33,1177.16,22.75,119.67,373.98
2024-10-10 04:00:00,285.7,3106.55,56.55,160.65,506.25,1547.62,1171.36,22.69,123.79,378.0
2024-10-11 04:00:00,287.91,3129.78,56.84,162.57,505.59,1557.18,1187.53,23.27,124.03,373.7
2024-10-14 04:00:00,289.71,3153.04,57.76,164.38,509.28,1568.18,1202.59,23.09,123.16,372.5
2024-10-15 04:00:00,287.57,3100.0,57.3,165.18,513.67,1566.12,1190.0,23.18,122.74,372.6
